ticker,CTB UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6064
2000-01-04,-1.6327
2000-01-05,0.0
2000-01-06,-1.2448
2000-01-07,5.8824
2000-01-10,-3.9683
2000-01-11,-1.6529
2000-01-12,0.4202
2000-01-13,1.2551999999999999
2000-01-14,-2.8926
2000-01-18,0.0
2000-01-19,-1.7021
2000-01-20,-4.7619
2000-01-21,2.2727
2000-01-24,-2.6667
2000-01-25,0.4566
2000-01-26,-1.8182
2000-01-27,1.3889
2000-01-28,-6.3927
2000-01-31,1.9512
2000-02-01,-1.9139
2000-02-02,-0.4878
2000-02-03,-0.4902
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-2.9557
2000-02-09,-3.5533
2000-02-10,0.0
2000-02-11,-2.6316
2000-02-14,-2.1622
2000-02-15,2.7624
2000-02-16,-4.3011
2000-02-17,0.0
2000-02-18,-1.1236
2000-02-22,0.0
2000-02-23,-0.5682
2000-02-24,-2.2857
2000-02-25,0.5848
2000-02-28,-1.1628
2000-02-29,1.7647
2000-03-01,-2.3121
2000-03-02,-3.7396000000000003
2000-03-03,2.4845
2000-03-06,-3.6364
2000-03-07,-1.8868
2000-03-08,0.641
2000-03-09,2.5478
2000-03-10,-1.8634
2000-03-13,3.1646
2000-03-14,-4.2945
2000-03-15,8.3333
2000-03-16,15.3846
2000-03-17,-4.6154
2000-03-20,-0.5376
2000-03-21,1.0811
2000-03-22,-1.0695000000000001
2000-03-23,3.2432
2000-03-24,1.0471
2000-03-27,3.1088
2000-03-28,-0.5025
2000-03-29,-0.5051
2000-03-30,1.5228000000000002
2000-03-31,0.5
2000-04-03,3.4826
2000-04-04,-0.4808
2000-04-05,0.9662
2000-04-06,-0.4785
2000-04-07,-0.9615
2000-04-10,2.4272
2000-04-11,1.8957000000000002
2000-04-12,0.0
2000-04-13,7.4419
2000-04-14,-5.1948
2000-04-17,1.8265
2000-04-18,0.8969
2000-04-19,-2.2222
2000-04-20,0.0
2000-04-24,1.8182
2000-04-25,0.0
2000-04-26,-0.4464
2000-04-27,-0.8969
2000-04-28,-2.2624
2000-05-01,-0.9259
2000-05-02,0.0
2000-05-03,0.9346
2000-05-04,0.0
2000-05-05,0.9259
2000-05-08,1.3761
2000-05-09,-0.905
2000-05-10,-3.1963
2000-05-11,1.4151
2000-05-12,-1.3953
2000-05-15,-1.4151
2000-05-16,0.0
2000-05-17,-2.3923
2000-05-18,-1.4706000000000001
2000-05-19,-1.99
2000-05-22,2.0305
