ticker,XEL UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-03,-0.6693
2018-01-04,-0.7791
2018-01-05,-0.7003
2018-01-08,0.748
2018-01-09,-1.1667
2018-01-10,-0.9873
2018-01-11,-1.3223
2018-01-12,-0.8128
2018-01-16,0.3101
2018-01-17,0.8832
2018-01-18,-0.6785
2018-01-19,-0.5509
2018-01-22,0.2216
2018-01-23,1.0834
2018-01-24,-0.3718
2018-01-25,0.9879
2018-01-26,-0.6522
2018-01-29,-1.8599999999999999
2018-01-30,0.8027
2018-01-31,0.9511
2018-02-01,-1.8186
2018-02-02,-0.7364
2018-02-05,-1.911
2018-02-06,-2.0628
2018-02-07,-0.6319
2018-02-08,-0.0471
2018-02-09,2.1442
2018-02-12,0.9458
2018-02-13,0.457
2018-02-14,-1.6833
2018-02-15,2.2443
2018-02-16,1.1088
2018-02-20,-1.2534
2018-02-21,-0.9519
2018-02-22,-0.2059
2018-02-23,2.6599
2018-02-26,-0.5137
2018-02-27,-1.8859
2018-02-28,-0.9611
2018-03-01,-0.2542
2018-03-02,-0.3243
2018-03-05,1.8592
2018-03-06,-2.099
2018-03-07,-0.4428
2018-03-08,0.9597
2018-03-09,0.3478
2018-03-12,0.878
2018-03-13,-0.3436
2018-03-14,0.9423
2018-03-15,0.2526
2018-03-16,1.0997
2018-03-19,0.0906
2018-03-20,0.2038
2018-03-21,0.4519
2018-03-22,0.2474
2018-03-23,-1.8622
2018-03-26,0.9145
2018-03-27,2.1976
2018-03-28,0.5099
2018-03-29,0.3088
2018-04-02,-1.1653
2018-04-03,0.5562
2018-04-04,0.0221
2018-04-05,1.0617
2018-04-06,-0.4815
2018-04-09,0.088
2018-04-10,-1.0547
2018-04-11,-0.4219
2018-04-12,-1.8287
2018-04-13,1.045
2018-04-16,1.7986
2018-04-17,0.7288
2018-04-18,-0.6358
2018-04-19,0.1545
2018-04-20,-0.6389
2018-04-23,0.4656
2018-04-24,0.8166
2018-04-25,0.197
2018-04-26,1.5512000000000001
2018-04-27,1.3338999999999999
2018-04-30,-0.552
2018-05-01,-0.4056
2018-05-02,-0.2358
2018-05-03,-0.1289
2018-05-04,-0.1936
2018-05-07,-0.5605
2018-05-08,-2.4496
2018-05-09,-0.4222
2018-05-10,0.9819
2018-05-11,0.0221
2018-05-14,-0.5524
2018-05-15,-1.022
2018-05-16,-0.6734
2018-05-17,-0.9492
2018-05-18,-0.2966
2018-05-21,-0.3432
2018-05-22,0.3674
2018-05-23,1.4870999999999999
