ticker,FTNT UW Equity
2010-04-14,3.7105
2010-04-15,-3.4604
2010-04-16,-1.5796000000000001
2010-04-19,0.3086
2010-04-20,2.5231
2010-04-21,-1.4405999999999999
2010-04-22,-0.3654
2010-04-23,1.3447
2010-04-26,-1.9300000000000002
2010-04-27,1.0455
2010-04-28,2.3737
2010-04-29,5.8264
2010-04-30,-0.1124
2010-05-03,4.7806999999999995
2010-05-04,-3.8647
2010-05-05,-1.5634000000000001
2010-05-06,-2.4957
2010-05-07,-4.2467
2010-05-10,2.6731
2010-05-11,-0.8876
2010-05-12,2.5075
2010-05-13,-2.4461
2010-05-14,-3.6418
2010-05-17,3.7794
2010-05-18,-1.0746
2010-05-19,-0.2414
2010-05-20,-1.8754
2010-05-21,0.2466
2010-05-24,-1.353
2010-05-25,-1.995
2010-05-26,3.0534
2010-05-27,0.0
2010-05-28,0.7407
2010-06-01,-3.6151999999999997
2010-06-02,1.7165
2010-06-03,-1.375
2010-06-04,-3.8023
2010-06-07,-0.9223
2010-06-08,-0.1995
2010-06-09,0.5996
2010-06-10,2.3179
2010-06-11,2.2654
2010-06-14,2.4684
2010-06-15,1.4205999999999999
2010-06-16,-1.0352999999999999
2010-06-17,1.5385
2010-06-18,3.8788
2010-06-21,-0.5251
2010-06-22,-0.4106
2010-06-23,-1.1779
2010-06-24,1.8474
2010-06-25,3.6864
2010-06-28,-1.4108
2010-06-29,-2.2896
2010-06-30,-3.6907
2010-07-01,-1.0949
2010-07-02,-0.4305
2010-07-06,0.4941
2010-07-07,2.8273
2010-07-08,1.6736
2010-07-09,-0.2352
2010-07-12,-1.8268
2010-07-13,1.1405
2010-07-14,0.0
2010-07-15,-1.4837
2010-07-16,-1.988
2010-07-19,-0.799
2010-07-20,-0.1239
2010-07-21,-0.7444
2010-07-22,8.25
2010-07-23,2.8291
2010-07-26,1.516
2010-07-27,-0.7743
2010-07-28,-1.2263
2010-07-29,0.4515
2010-07-30,1.1798
2010-08-02,0.8329
2010-08-03,0.1652
2010-08-04,1.2095
2010-08-05,-2.3357
2010-08-06,1.168
2010-08-09,-0.11
2010-08-10,-1.6511
2010-08-11,-3.6933
2010-08-12,0.8716
2010-08-13,1.1521
2010-08-16,0.7973
2010-08-17,2.1469
2010-08-18,0.719
2010-08-19,-2.2515
2010-08-20,3.2584
2010-08-23,0.1632
2010-08-24,0.1086
2010-08-25,0.9224
2010-08-26,1.2366
2010-08-27,6.2135
2010-08-30,0.125
2010-08-31,1.8227
2010-09-01,2.8936
2010-09-02,4.0515
2010-09-03,-3.0234
2010-09-07,-3.3066
2010-09-08,2.0029
2010-09-09,5.4119
2010-09-10,-2.2717
2010-09-13,1.8131
2010-09-14,4.6575
2010-09-15,-2.2688
2010-09-16,1.7856999999999998
2010-09-17,10.0877
2010-09-20,0.0398
2010-09-21,-1.7523
2010-09-22,-3.4455
2010-09-23,-0.6297
2010-09-24,1.3942
2010-09-27,2.7917
2010-09-28,-1.2566
2010-09-29,3.4893
2010-09-30,-0.833
2010-10-01,0.0
2010-10-04,2.12
2010-10-05,0.0
2010-10-06,-5.2487
2010-10-07,-0.4547
2010-10-08,0.4568
2010-10-11,3.3485
2010-10-12,-0.04
2010-10-13,0.12
2010-10-14,1.0392
2010-10-15,2.9668
2010-10-18,0.3458
2010-10-19,-3.5987999999999998
2010-10-20,-0.0794
2010-10-21,-1.8283
2010-10-22,19.9595
2010-10-25,2.0925
2010-10-26,3.7025
2010-10-27,-0.0956
2010-10-28,-4.2757
2010-10-29,0.0
2010-11-01,6.2667
2010-11-02,-2.7917
2010-11-03,0.0323
2010-11-04,-1.4194
2010-11-05,2.3887
2010-11-08,-0.9907
2010-11-09,0.6779
2010-11-10,-0.6733
2010-11-11,-1.7753
2010-11-12,-0.3615
2010-11-15,2.2427
2010-11-16,1.2258
2010-11-17,-0.3187
2010-11-18,4.0921
2010-11-19,-1.9042
2010-11-22,-0.8766
2010-11-23,-0.6633
2010-11-24,1.3355000000000001
2010-11-26,-0.5334
2010-11-29,-0.5678
2010-11-30,1.1104
2010-12-01,1.0355
2010-12-02,0.7453
2010-12-03,2.5277
2010-12-06,-1.0523
2010-12-07,-0.6077
2010-12-08,-0.0611
2010-12-09,2.3555
2010-12-10,-0.3885
2010-12-13,-4.2604
2010-12-14,-2.6010999999999997
2010-12-15,1.0618
2010-12-16,1.178
2010-12-17,1.0069
2010-12-20,-0.2492
2010-12-21,-0.1249
2010-12-22,-0.9381
2010-12-23,-1.0417
2010-12-27,3.7002
2010-12-28,-2.6452999999999998
2010-12-29,1.6745999999999999
2010-12-30,0.0
2010-12-31,0.5283
2011-01-03,2.3184
2011-01-04,5.5588999999999995
2011-01-05,4.4648
2011-01-06,-0.3288
2011-01-07,-3.1611
2011-01-10,2.214
2011-01-11,0.1389
2011-01-12,1.442
2011-01-13,0.5741
2011-01-14,1.5765
2011-01-18,-1.8732
2011-01-19,-2.9452
2011-01-20,-1.7983
2011-01-21,0.4006
2011-01-24,-1.7099
2011-01-25,-1.6526999999999998
2011-01-26,16.8927
2011-01-27,-4.6658
2011-01-28,-2.3810000000000002
2011-01-31,4.2005
2011-02-01,2.6268000000000002
2011-02-02,-1.1404
2011-02-03,-0.3332
2011-02-04,5.1183
2011-02-07,-2.7159
2011-02-08,1.7856999999999998
2011-02-09,-0.593
2011-02-10,1.0689
2011-02-11,-0.0738
2011-02-14,0.9107
2011-02-15,-1.3171
2011-02-16,1.9773
2011-02-17,0.1212
2011-02-18,0.9441
2011-02-22,-5.012
2011-02-23,0.6816
2011-02-24,2.2568
2011-02-25,1.7656
2011-02-28,-1.5904
2011-03-01,-2.8648
2011-03-02,1.7646
2011-03-03,4.6074
2011-03-04,2.4153000000000002
2011-03-07,-0.3237
2011-03-08,0.3943
2011-03-09,-0.1617
2011-03-10,-2.4531
2011-03-11,2.0166
2011-03-14,1.4419
2011-03-15,-3.1637
2011-03-16,-2.8646000000000003
2011-03-17,1.0236
2011-03-18,2.0507
2011-03-21,3.4988
2011-03-22,-3.3805
2011-03-23,-3.026
2011-03-24,1.6821000000000002
2011-03-25,3.2127
2011-03-28,-1.7189
2011-03-29,2.5762
2011-03-30,-0.9217
2011-03-31,2.3256
2011-04-01,-7.3182
2011-04-04,6.6454
2011-04-05,2.2994
2011-04-06,-5.5968
2011-04-07,-5.2143
2011-04-08,-0.628
2011-04-11,-1.2639
2011-04-12,-3.021
2011-04-13,6.3622
2011-04-14,-0.3227
2011-04-15,1.0209
2011-04-18,-3.3029
2011-04-19,-1.1726
2011-04-20,3.9464
2011-04-21,0.2978
2011-04-25,1.0886
2011-04-26,0.7097
2011-04-27,1.4095
2011-04-28,14.4021
2011-04-29,2.0109
2011-05-02,-5.0308
2011-05-03,-2.2054
2011-05-04,-2.3215
2011-05-05,4.5496
2011-05-06,0.6928
2011-05-09,1.9996
2011-05-10,-0.4848
2011-05-11,-2.4147
2011-05-12,2.0404
2011-05-13,-0.1064
2011-05-16,-0.3407
2011-05-17,-0.3205
2011-05-18,1.4148
2011-05-19,2.8007
2011-05-20,-0.2159
2011-05-23,-3.4824
2011-05-24,-0.7686
2011-05-25,3.0981
2011-05-26,-1.2730000000000001
2011-05-27,1.1625
2011-05-31,1.3163
2011-06-01,2.4954
2011-06-02,-5.4728
2011-06-03,-0.2129
2011-06-06,1.1092
2011-06-07,2.1097
2011-06-08,-1.157
2011-06-09,-0.5435
2011-06-10,-4.7499
2011-06-13,0.3972
2011-06-14,0.6593
2011-06-15,-2.5764
2011-06-16,3.8548
2011-06-17,-2.2443
2011-06-20,0.3091
2011-06-21,8.4507
2011-06-22,0.0812
2011-06-23,1.8654
2011-06-24,2.9061
2011-06-27,0.619
2011-06-28,2.6913
2011-06-29,0.7488
2011-06-30,1.4121000000000001
2011-07-01,1.0993
2011-07-05,1.1236
2011-07-06,0.9677
2011-07-07,-2.1299
2011-07-08,1.741
2011-07-11,-2.4955
2011-07-12,-1.8282
2011-07-13,2.3464
2011-07-14,-1.8195000000000001
2011-07-15,-0.4818
2011-07-18,-1.1918
2011-07-19,0.9423
2011-07-20,-19.3055
2011-07-21,-4.211
2011-07-22,1.9324
2011-07-25,-2.4171
2011-07-26,0.4857
2011-07-27,-4.2049
2011-07-28,-0.1009
2011-07-29,2.6263
2011-08-01,-0.3937
2011-08-02,-0.5435
2011-08-03,4.7193000000000005
2011-08-04,-1.3283
2011-08-05,-5.6731
2011-08-08,-8.282399999999999
2011-08-09,6.6407
2011-08-10,-5.3153
2011-08-11,7.0996
2011-08-12,1.2847
2011-08-15,4.5155
2011-08-16,-1.3592
2011-08-17,2.5591
2011-08-18,-10.2687
2011-08-19,-6.2032
2011-08-22,-1.5964
2011-08-23,7.0684
2011-08-24,-3.4632
2011-08-25,-1.9619
2011-08-26,6.4037
2011-08-29,2.4181
2011-08-30,-1.2591999999999999
2011-08-31,1.6472
2011-09-01,-0.3659
2011-09-02,-3.4627
2011-09-06,-1.087
2011-09-07,3.5714
2011-09-08,-2.069
2011-09-09,-4.4962
2011-09-12,-1.021
2011-09-13,0.2292
2011-09-14,6.6324
2011-09-15,1.3941
2011-09-16,-4.019
2011-09-19,1.2671999999999999
2011-09-20,-5.3863
2011-09-21,0.7476
2011-09-22,-5.2511
2011-09-23,-2.1084
2011-09-26,7.8769
2011-09-27,-1.0268
2011-09-28,-2.2478
2011-09-29,-0.9434
2011-09-30,0.0
2011-10-03,-1.6071
2011-10-04,0.605
2011-10-05,2.4053
2011-10-06,4.9325
2011-10-07,0.3917
2011-10-10,3.456
2011-10-11,-1.5625
2011-10-12,-3.0104
2011-10-13,4.7968
2011-10-14,6.6774000000000004
2011-10-17,-2.7259
2011-10-18,1.972
2011-10-19,-5.8524
2011-10-20,-1.5135
2011-10-21,-3.1833
2011-10-24,8.39
2011-10-25,12.2385
2011-10-26,-3.1687
2011-10-27,4.5717
2011-10-28,6.1206
2011-10-31,0.0
2011-11-01,-2.1249
2011-11-02,1.728
2011-11-03,8.885
2011-11-04,-1.24
2011-11-07,-2.9567
2011-11-08,1.0434
2011-11-09,-3.8827
2011-11-10,7.3055
2011-11-11,-1.642
2011-11-14,-0.1629
2011-11-15,5.0571
2011-11-16,-0.854
2011-11-17,-4.1504
2011-11-18,-0.817
2011-11-21,-2.43
2011-11-22,-0.3799
2011-11-23,-3.3051
2011-11-25,-0.1753
2011-11-28,3.2923999999999998
2011-11-29,-1.7
2011-11-30,3.7180999999999997
2011-12-01,0.1251
2011-12-02,1.5404
2011-12-05,4.961
2011-12-06,-4.0234
2011-12-07,-3.6630000000000003
2011-12-08,-0.9294
2011-12-09,4.6482
2011-12-12,-2.4042
2011-12-13,-2.6722
2011-12-14,-4.9335
2011-12-15,-1.3989
2011-12-16,1.4645000000000001
2011-12-19,-2.6612999999999998
2011-12-20,-0.9731
2011-12-21,-6.1769
2011-12-22,2.8429
2011-12-23,1.0184
2011-12-27,1.4882
2011-12-28,0.9461
2011-12-29,1.4995
2011-12-30,0.6925
2012-01-03,-4.7684999999999995
2012-01-04,-3.1777
2012-01-05,0.4475
2012-01-06,1.0396
2012-01-09,-1.1759
2012-01-10,-1.3386
2012-01-11,3.6181
2012-01-12,2.1339
2012-01-13,-0.7597
2012-01-17,3.445
2012-01-18,2.0814
2012-01-19,1.9937
2012-01-20,1.0218
2012-01-23,-1.6711
2012-01-24,-0.1789
2012-01-25,2.8674
2012-01-26,-0.4355
2012-01-27,-0.35
2012-01-30,-1.2730000000000001
2012-01-31,1.4229
2012-02-01,9.7764
2012-02-02,1.9569
2012-02-03,-0.5875
2012-02-06,-0.985
2012-02-07,-1.1142
2012-02-08,1.6901000000000002
2012-02-09,3.7594
2012-02-10,-2.46
2012-02-13,3.1476
2012-02-14,1.213
2012-02-15,-3.2959
2012-02-16,1.8978000000000002
2012-02-17,-1.3303
2012-02-21,0.9245
2012-02-22,-0.2672
2012-02-23,0.4592
2012-02-24,2.819
2012-02-27,-0.4076
2012-02-28,1.9344999999999999
2012-02-29,-1.2774
2012-03-01,2.8834999999999997
2012-03-02,-1.042
2012-03-05,-4.6841
2012-03-06,-2.3238
2012-03-07,1.6771
2012-03-08,0.9206
2012-03-09,1.0642
2012-03-12,2.4445
2012-03-13,2.0925
2012-03-14,-2.3013
2012-03-15,0.9569
2012-03-16,-1.1301
2012-03-19,1.2906
2012-03-20,-0.9101
2012-03-21,-0.1837
2012-03-22,-2.1347
2012-03-23,1.6548
2012-03-26,2.3307
2012-03-27,-1.9523000000000001
2012-03-28,-1.6962000000000002
2012-03-29,2.3256
2012-03-30,1.3563
2012-04-02,2.7848
2012-04-03,0.0
2012-04-04,-0.7741
2012-04-05,0.8511
2012-04-09,-1.9691
2012-04-10,-2.2237999999999998
2012-04-11,0.0734
2012-04-12,1.8695
2012-04-13,-1.0435
2012-04-16,-1.6364
2012-04-17,1.8484
2012-04-18,0.3993
2012-04-19,-0.6508
2012-04-20,-1.3828
2012-04-23,-2.5092
2012-04-24,-2.5738
2012-04-25,2.7195
2012-04-26,-1.7398
2012-04-27,0.9238
2012-04-30,-0.3814
2012-05-01,1.1103
2012-05-02,-0.1893
2012-05-03,-1.214
2012-05-04,-2.8418
2012-05-07,-0.3557
2012-05-08,-1.1503
2012-05-09,-0.8828
2012-05-10,-3.0769
2012-05-11,1.0443
2012-05-14,-1.7363
2012-05-15,1.0517
2012-05-16,0.8743
2012-05-17,-3.8795
2012-05-18,-3.6496
2012-05-21,2.7629
2012-05-22,0.8673
2012-05-23,-0.3869
2012-05-24,-7.5097000000000005
2012-05-25,1.9132
2012-05-29,-0.1374
2012-05-30,-1.1463
2012-05-31,-1.4378
2012-06-01,-3.9529
2012-06-04,0.392
2012-06-05,1.3665
2012-06-06,4.2369
2012-06-07,-0.1386
2012-06-08,1.0638
2012-06-11,-4.0275
2012-06-12,-0.4292
2012-06-13,1.4847000000000001
2012-06-14,-0.0472
2012-06-15,4.4854
2012-06-18,0.2711
2012-06-19,1.2618
2012-06-20,0.7566
2012-06-21,-3.0919
2012-06-22,2.8715
2012-06-25,-2.8799
2012-06-26,0.365
2012-06-27,3.0909
2012-06-28,-3.0423
2012-06-29,5.5935
2012-07-02,1.6796
2012-07-03,2.4989
2012-07-05,-0.2893
2012-07-06,-9.656
2012-07-09,-2.7982
2012-07-10,0.1888
2012-07-11,-0.8479
2012-07-12,-0.5701
2012-07-13,2.9623
2012-07-16,-1.1601
2012-07-17,-0.1878
2012-07-18,10.4421
2012-07-19,2.385
2012-07-20,-2.371
2012-07-23,-2.7695
2012-07-24,-2.5416
2012-07-25,0.6745
2012-07-26,11.9696
2012-07-27,1.436
2012-07-30,-3.2245
2012-07-31,-2.438
2012-08-01,-2.6239
2012-08-02,0.2139
2012-08-03,3.5850999999999997
2012-08-06,1.1537
2012-08-07,2.3625
2012-08-08,-0.955
2012-08-09,-0.683
2012-08-10,0.2427
2012-08-13,-1.5737999999999999
2012-08-14,-2.132
2012-08-15,2.2622999999999998
2012-08-16,2.0074
2012-08-17,1.8474
2012-08-20,-0.5915
2012-08-21,0.6347
2012-08-22,1.5372
2012-08-23,-0.2717
2012-08-24,-0.3114
2012-08-27,2.6552
2012-08-28,0.4945
2012-08-29,0.3407
2012-08-30,-1.6975
2012-08-31,1.7268
2012-09-04,0.3772
2012-09-05,-0.3006
2012-09-06,3.2793
2012-09-07,-0.073
2012-09-10,-0.1826
2012-09-11,-0.4757
2012-09-12,1.0662
2012-09-13,0.4729
2012-09-14,0.2172
2012-09-17,-1.1561
2012-09-18,-0.2924
2012-09-19,0.9531
2012-09-20,-0.581
2012-09-21,-1.3879000000000001
2012-09-24,-3.4074
2012-09-25,-0.9202
2012-09-26,-3.1734
2012-09-27,-1.3189
2012-09-28,-2.2276
2012-10-01,-3.1483
2012-10-02,-0.5133
2012-10-03,0.5159
2012-10-04,2.438
2012-10-05,0.5846
2012-10-08,-1.1623
2012-10-09,-0.462
2012-10-10,-0.1899
2012-10-11,1.078
2012-10-12,1.4638
2012-10-15,2.0198
2012-10-16,0.202
2012-10-17,-18.6694
2012-10-18,-3.1235
2012-10-19,0.9724
2012-10-22,-1.4192
2012-10-23,0.5141
2012-10-24,-1.5345
2012-10-25,0.6234
2012-10-26,0.8776
2012-10-31,-0.87
2012-11-01,4.5431
2012-11-02,-1.284
2012-11-05,-1.8009
2012-11-06,0.6113
2012-11-07,-3.1391999999999998
2012-11-08,-1.3068
2012-11-09,0.7415
2012-11-12,-3.4175
2012-11-13,-3.0484
2012-11-14,1.3476
2012-11-15,-1.3296000000000001
2012-11-16,2.6390000000000002
2012-11-19,1.7505
2012-11-20,-1.8817
2012-11-21,2.4657999999999998
2012-11-23,1.9251
2012-11-26,0.8919
2012-11-27,-0.26
2012-11-28,1.7727
2012-11-29,1.7930000000000001
2012-11-30,0.5536
2012-12-03,-1.1512
2012-12-04,1.0127
2012-12-05,-5.6642
2012-12-06,1.4878
2012-12-07,3.1414
2012-12-10,2.0305
2012-12-11,0.7463
2012-12-12,-0.2963
2012-12-13,1.7335
2012-12-14,2.2395
2012-12-17,0.6667
2012-12-18,0.9461
2012-12-19,0.0937
2012-12-20,-0.2809
2012-12-21,-0.6573
2012-12-24,-0.189
2012-12-26,-1.5152
2012-12-27,-0.0962
2012-12-28,0.7218
2012-12-31,0.6689
2013-01-02,0.5695
2013-01-03,-8.7305
2013-01-04,-0.0517
2013-01-07,-1.3968
2013-01-08,0.1574
2013-01-09,0.4715
2013-01-10,2.0855
2013-01-11,-1.2257
2013-01-14,0.5171
2013-01-15,3.3436
2013-01-16,-0.8462
2013-01-17,-0.6024
2013-01-18,-0.2525
2013-01-22,-2.1772
2013-01-23,2.0186
2013-01-24,1.2177
2013-01-25,4.411
2013-01-28,1.0562
2013-01-29,-6.3658
2013-01-30,-1.8265
2013-01-31,21.9121
2013-02-01,0.0212
2013-02-04,-2.9879
2013-02-05,0.4806
2013-02-06,1.7826
2013-02-07,-1.4097
2013-02-08,1.5598
2013-02-11,-1.4078
2013-02-12,3.1155
2013-02-13,-2.1821
2013-02-14,0.5148
2013-02-15,0.3414
2013-02-19,0.1276
2013-02-20,0.1699
2013-02-21,-1.7812000000000001
2013-02-22,3.6701
2013-02-25,-1.1662
2013-02-26,4.0455
2013-02-27,0.405
2013-02-28,-2.4607
2013-03-01,-0.1241
2013-03-04,-0.0414
2013-03-05,1.657
2013-03-06,-1.0594999999999999
2013-03-07,-1.3591
2013-03-08,1.6284
2013-03-11,-0.2054
2013-03-12,0.6587
2013-03-13,0.818
2013-03-14,1.4199
2013-03-15,-0.88
2013-03-18,-2.3406000000000002
2013-03-19,-3.4298
2013-03-20,1.1553
2013-03-21,-1.4805
2013-03-22,-1.1164
2013-03-25,-0.4342
2013-03-26,0.2617
2013-03-27,1.2179
2013-03-28,1.7619
2013-04-01,-2.9561
2013-04-02,-0.1305
2013-04-03,-3.2244
2013-04-04,0.4502
2013-04-05,-1.524
2013-04-08,-1.0924
2013-04-09,1.7948
2013-04-10,-1.2206
2013-04-11,-13.0435
2013-04-12,-1.2105
2013-04-15,-3.7294
2013-04-16,0.332
2013-04-17,-0.3861
2013-04-18,-2.0487
2013-04-19,-0.9045
2013-04-22,1.4261
2013-04-23,0.1125
2013-04-24,-1.5169000000000001
2013-04-25,0.2852
2013-04-26,-1.2514
2013-04-29,2.8226
2013-04-30,0.6162
2013-05-01,-0.6682
2013-05-02,1.2892000000000001
2013-05-03,0.0553
2013-05-06,0.5531
2013-05-07,-0.385
2013-05-08,0.6074
2013-05-09,-0.6586
2013-05-10,3.5911999999999997
2013-05-13,-3.5733
2013-05-14,0.9956
2013-05-15,-0.3834
2013-05-16,1.7042000000000002
2013-05-17,2.4865
2013-05-20,1.635
2013-05-21,-0.3633
2013-05-22,-2.5521000000000003
2013-05-23,-1.6569
2013-05-24,-0.4891
2013-05-28,1.6383999999999999
2013-05-29,1.7195
2013-05-30,1.9017
2013-05-31,-0.1555
2013-06-03,-3.9459999999999997
2013-06-04,-1.5676
2013-06-05,-0.7688
2013-06-06,2.0476
2013-06-07,1.1388
2013-06-10,-0.1072
2013-06-11,-1.7713
2013-06-12,-0.765
2013-06-13,-0.4956
2013-06-14,-1.8262
2013-06-17,1.4656
2013-06-18,0.1111
2013-06-19,-1.4983
2013-06-20,-0.507
2013-06-21,-1.812
2013-06-24,-4.6713000000000005
2013-06-25,1.2099
2013-06-26,2.1518
2013-06-27,1.2873
2013-06-28,1.0976
2013-07-01,-1.2570999999999999
2013-07-02,0.3472
2013-07-03,3.6909
2013-07-05,1.4461
2013-07-08,0.6579
2013-07-09,1.8519
2013-07-10,5.1337
2013-07-11,1.3225
2013-07-12,0.5522
2013-07-15,-0.1498
2013-07-16,-0.3
2013-07-17,2.4072
2013-07-18,0.049
2013-07-19,0.0979
2013-07-22,-0.0489
2013-07-23,4.8434
2013-07-24,-0.3733
2013-07-25,-1.733
2013-07-26,-1.1916
2013-07-29,-1.7366000000000001
2013-07-30,-0.9818
2013-07-31,5.3545
2013-08-01,0.4235
2013-08-02,0.0
2013-08-05,-1.0778
2013-08-06,-1.0422
2013-08-07,-1.1967
2013-08-08,0.9205
2013-08-09,-0.5281
2013-08-12,0.5792
2013-08-13,1.2955999999999999
2013-08-14,-0.2369
2013-08-15,-4.0361
2013-08-16,-1.5834000000000001
2013-08-19,0.8044
2013-08-20,-0.2993
2013-08-21,0.9505
2013-08-22,0.7929
2013-08-23,0.0
2013-08-26,-0.6883
2013-08-27,-1.9306999999999999
2013-08-28,-0.5048
2013-08-29,1.6743000000000001
2013-08-30,-1.1976
2013-09-03,-0.1515
2013-09-04,0.1517
2013-09-05,0.0505
2013-09-06,1.1106
2013-09-09,1.5476999999999999
2013-09-10,1.2291
2013-09-11,-0.1943
2013-09-12,0.1946
2013-09-13,0.0
2013-09-16,-0.34
2013-09-17,1.3645
2013-09-18,0.6731
2013-09-19,0.6686
2013-09-20,0.8065
2013-09-23,-2.2118
2013-09-24,-1.8768
2013-09-25,-0.049
2013-09-26,1.0304
2013-09-27,-1.0199
2013-09-30,-0.5888
2013-10-01,3.0602
2013-10-02,0.8142
2013-10-03,-2.4703
2013-10-04,5.6503
2013-10-07,1.337
2013-10-08,-2.8662
2013-10-09,-2.6698
2013-10-10,1.8287
2013-10-11,0.189
2013-10-14,0.4245
2013-10-15,-5.5895
2013-10-16,1.2934999999999999
2013-10-17,-3.2417
2013-10-18,2.5381
2013-10-21,2.2772
2013-10-22,0.1452
2013-10-23,-0.6283
2013-10-24,1.3618999999999999
2013-10-25,-3.6948
2013-10-28,0.0498
2013-10-29,0.2988
2013-10-30,-1.142
2013-10-31,1.0045
2013-11-01,-1.7902
2013-11-04,1.6709
2013-11-05,-0.2988
2013-11-06,-0.3996
2013-11-07,-2.7081
2013-11-08,0.2062
2013-11-11,1.6975
2013-11-12,-0.3794
2013-11-13,1.4978
2013-11-14,-0.3502
2013-11-15,2.2088
2013-11-18,-2.8978
2013-11-19,-1.7198
2013-11-20,-0.2059
2013-11-21,0.6189
2013-11-22,0.9739
2013-11-25,-1.4213
2013-11-26,0.9269
2013-11-27,0.2041
2013-11-29,-12.9328
2013-12-02,-1.9883
2013-12-03,1.79
2013-12-04,2.8136
2013-12-05,0.5701
2013-12-06,0.3401
2013-12-09,1.9209
2013-12-10,0.3326
2013-12-11,-1.7127
2013-12-12,-1.3491
2013-12-13,0.7407
2013-12-16,0.905
2013-12-17,0.2242
2013-12-18,0.9508
2013-12-19,-0.9418
2013-12-20,3.0761
2013-12-23,2.93
2013-12-24,-0.369
2013-12-26,-0.1058
2013-12-27,0.1589
2013-12-30,-0.0529
2013-12-31,1.2169
2014-01-02,-0.575
2014-01-03,1.3144
2014-01-06,-0.1557
2014-01-07,3.0665
2014-01-08,0.0504
2014-01-09,-1.8649
2014-01-10,0.4622
2014-01-13,0.409
2014-01-14,6.4155
2014-01-15,2.7273
2014-01-16,0.2329
2014-01-17,-0.1859
2014-01-21,-0.5121
2014-01-22,-0.0936
2014-01-23,0.0468
2014-01-24,1.4981
2014-01-27,-0.5996
2014-01-28,2.0882
2014-01-29,-2.6818
2014-01-30,3.4096
2014-01-31,-4.2457
2014-02-03,-4.1509
2014-02-04,2.2638
2014-02-05,-2.6949
2014-02-06,3.7587
2014-02-07,2.5262000000000002
2014-02-10,-0.093
2014-02-11,0.6049
2014-02-12,-0.7401
2014-02-13,3.4017
2014-02-14,-0.5858
2014-02-18,3.3545
2014-02-19,-2.9825
2014-02-20,2.4864
2014-02-21,-0.2647
2014-02-24,0.0885
2014-02-25,1.9001000000000001
2014-02-26,1.3877
2014-02-27,2.053
2014-02-28,-2.9757
2014-03-03,-1.6415
2014-03-04,3.2499000000000002
2014-03-05,-0.638
2014-03-06,0.3853
2014-03-07,-0.2559
2014-03-10,-1.1116
2014-03-11,-1.2538
2014-03-12,1.2259
2014-03-13,-2.2491
2014-03-14,1.1062
2014-03-17,1.4003999999999999
2014-03-18,2.6327
2014-03-19,-0.3785
2014-03-20,-0.7176
2014-03-21,-2.1259
2014-03-24,-3.1712
2014-03-25,-0.5832
2014-03-26,-2.2563
2014-03-27,0.9695
2014-03-28,-0.2743
2014-03-31,1.0087
2014-04-01,3.0413
2014-04-02,0.3524
2014-04-03,-1.2730000000000001
