ticker,CB UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.2472
2000-01-04,-1.1494
2000-01-05,-5.4264
2000-01-06,5.7377
2000-01-07,13.5659
2000-01-10,2.0478
2000-01-11,-4.6823
2000-01-12,3.8596
2000-01-13,6.7568
2000-01-14,4.1139
2000-01-18,-6.6869
2000-01-19,2.9316
2000-01-20,0.0
2000-01-21,1.5823
2000-01-24,0.0
2000-01-25,-2.4922
2000-01-26,-3.1949
2000-01-27,-2.6403
2000-01-28,-2.3729
2000-01-31,-1.7361
2000-02-01,1.7668
2000-02-02,-3.4722
2000-02-03,-2.1583
2000-02-04,-0.7353
2000-02-07,-0.7407
2000-02-08,-1.8657
2000-02-09,-3.0418
2000-02-10,-3.1373
2000-02-11,-3.2389
2000-02-14,0.0
2000-02-15,1.2551999999999999
2000-02-16,19.8347
2000-02-17,4.8276
2000-02-18,-3.9474
2000-02-22,-4.4521
2000-02-23,-2.509
2000-02-24,0.7353
2000-02-25,-2.1898
2000-02-28,1.4925
2000-02-29,5.1471
2000-03-01,-5.2448
2000-03-02,-2.583
2000-03-03,0.0
2000-03-06,-4.9242
2000-03-07,-6.3745
2000-03-08,0.4255
2000-03-09,3.3898
2000-03-10,-0.8197
2000-03-13,-1.2397
2000-03-14,0.0
2000-03-15,3.3473
2000-03-16,14.17
2000-03-17,-3.1915
2000-03-20,-2.9304
2000-03-21,9.8113
2000-03-22,-2.4055
2000-03-23,5.2817
2000-03-24,1.6722000000000001
2000-03-27,-2.6316
2000-03-28,2.7027
2000-03-29,0.5789
2000-03-30,10.1974
2000-03-31,9.2537
2000-04-03,-1.6393
2000-04-04,-3.0556
2000-04-05,0.0
2000-04-06,-3.4384
2000-04-07,0.8902
2000-04-10,1.7647
2000-04-11,-2.8902
2000-04-12,2.6786
2000-04-13,2.029
2000-04-14,-4.2614
2000-04-17,-2.0772
2000-04-18,0.9091
2000-04-19,-1.5015
2000-04-20,1.2195
2000-04-24,11.1446
2000-04-25,10.5691
2000-04-26,-5.8824
2000-04-27,1.8229
2000-04-28,-2.046
2000-05-01,7.8329
2000-05-02,-3.1477
2000-05-03,-1.25
2000-05-04,2.7848
2000-05-05,-2.2167
2000-05-08,-1.5112999999999999
2000-05-09,6.3939
2000-05-10,-1.2019
2000-05-11,1.2165
2000-05-12,0.2404
2000-05-15,1.9184999999999999
2000-05-16,0.4706
2000-05-17,-1.171
2000-05-18,4.7393
2000-05-19,-1.5836999999999999
2000-05-22,-1.1494
