ticker,HAR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.5590000000000002
2000-01-04,-1.3158
2000-01-05,-0.8889
2000-01-06,0.5605
2000-01-07,1.6722000000000001
2000-01-10,0.5482
2000-01-11,-2.3991
2000-01-12,-0.7821
2000-01-13,0.0
2000-01-14,1.2387
2000-01-18,-0.1112
2000-01-19,0.0
2000-01-20,5.4566
2000-01-21,0.3168
2000-01-24,-0.4211
2000-01-25,2.8541
2000-01-26,1.6444
2000-01-27,-0.7078
2000-01-28,-1.222
2000-01-31,-3.7113
2000-02-01,-1.6059999999999999
2000-02-02,-0.3264
2000-02-03,-0.1092
2000-02-04,-0.4372
2000-02-07,1.5148000000000001
2000-02-08,1.9481000000000002
2000-02-09,3.6093
2000-02-10,-0.8197
2000-02-11,1.6529
2000-02-14,-0.7114
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,1.5352999999999999
2000-02-18,-1.6129
2000-02-22,1.332
2000-02-23,-1.5167000000000002
2000-02-24,0.0
2000-02-25,-0.8214
2000-02-28,-2.8986
2000-02-29,5.6503
2000-03-01,-0.8073
2000-03-02,-2.8484
2000-03-03,-0.5236
2000-03-06,1.2631999999999999
2000-03-07,-3.8462
2000-03-08,1.7297
2000-03-09,2.4442
2000-03-10,0.1037
2000-03-13,-3.4197
2000-03-14,-2.3605
2000-03-15,1.978
2000-03-16,1.6164
2000-03-17,0.0
2000-03-20,-0.106
2000-03-21,-0.5308
2000-03-22,2.2412
2000-03-23,-0.4175
2000-03-24,-2.4109
2000-03-27,0.7519
2000-03-28,-2.2388
2000-03-29,-0.8724
2000-03-30,0.11
2000-03-31,5.4945
2000-04-03,-0.8333
2000-04-04,-0.3151
2000-04-05,1.4752
2000-04-06,-1.5575999999999999
2000-04-07,1.1602999999999999
2000-04-10,-3.4411
2000-04-11,0.432
2000-04-12,5.3763
2000-04-13,-0.6122
2000-04-14,0.2053
2000-04-17,-1.8443
2000-04-18,-0.7307
2000-04-19,-0.9464
2000-04-20,0.1062
2000-04-24,-1.9088
2000-04-25,6.5946
2000-04-26,2.1298
2000-04-27,6.852
2000-04-28,-2.7881
2000-05-01,2.5813
2000-05-02,-2.0503
2000-05-03,-1.5224
2000-05-04,0.4831
2000-05-05,2.9808
2000-05-08,-5.8077
2000-05-09,0.496
2000-05-10,-2.0731
2000-05-11,2.4194
2000-05-12,1.8700999999999999
2000-05-15,0.4831
2000-05-16,-0.4808
2000-05-17,-0.9662
2000-05-18,-1.8537
