ticker,VIAB UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-06,3.715
2005-12-07,1.1489
2005-12-08,-2.2272
2005-12-09,-0.5695
2005-12-12,-0.2978
2005-12-13,0.8732
2005-12-14,0.0
2005-12-15,-2.2551
2005-12-16,0.6525
2005-12-19,-1.4123999999999999
2005-12-20,-1.3620999999999999
2005-12-21,-0.4048
2005-12-22,-0.6694
2005-12-23,-0.2407
2005-12-27,-2.6779
2005-12-28,-0.1983
2005-12-29,-0.77
2005-12-30,3.0038
2006-01-03,1.0693
2006-01-04,0.9377
2006-01-05,0.6432
2006-01-06,0.9467
2006-01-09,-0.3517
2006-01-10,-0.2353
2006-01-11,-1.3915
2006-01-12,-0.3827
2006-01-13,1.2725
2006-01-17,-1.138
2006-01-18,0.0959
2006-01-19,2.4677
2006-01-20,-0.7482
2006-01-23,1.649
2006-01-24,0.7184
2006-01-25,-0.4142
2006-01-26,-0.4159
2006-01-27,0.4408
2006-01-30,-1.7094
2006-01-31,-2.5147
2006-02-01,1.4706000000000001
2006-02-02,-0.7603
2006-02-03,0.5267
2006-02-06,-0.262
2006-02-07,-0.0716
2006-02-08,1.5532
2006-02-09,0.8235
2006-02-10,0.2334
2006-02-13,-0.4191
2006-02-14,0.982
2006-02-15,0.4862
2006-02-16,0.4608
2006-02-17,-1.5596
2006-02-21,-1.165
2006-02-22,-1.2258
2006-02-23,-2.2434
2006-02-24,-1.9531
2006-02-27,0.0
2006-02-28,-0.498
2006-03-01,2.4274
2006-03-02,-2.321
2006-03-03,-0.4752
2006-03-06,-2.9153000000000002
2006-03-07,-1.4755
2006-03-08,-0.0263
2006-03-09,0.6045
2006-03-10,1.4889999999999999
2006-03-13,-0.1287
2006-03-14,0.5155
2006-03-15,-0.359
2006-03-16,-1.4153
2006-03-17,1.8011
2006-03-20,0.0
2006-03-21,-2.3077
2006-03-22,0.2625
2006-03-23,1.178
2006-03-24,0.2846
2006-03-27,-0.1032
2006-03-28,-0.0517
2006-03-29,1.5504
2006-03-30,-0.8906
2006-03-31,-0.3851
2006-04-03,-0.8763
2006-04-04,0.598
2006-04-05,0.5169
2006-04-06,0.7714
2006-04-07,-1.1993
2006-04-10,-0.8264
2006-04-11,-0.1562
2006-04-12,0.0782
2006-04-13,0.8079
2006-04-17,-0.5429
2006-04-18,-0.052
2006-04-19,0.3901
2006-04-20,0.2591
2006-04-21,0.2584
2006-04-24,0.5412
2006-04-25,1.6406
2006-04-26,1.2863
2006-04-27,0.2241
