ticker,HST UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.2727
2000-01-04,-0.7407
2000-01-05,-3.7313
2000-01-06,1.5504
2000-01-07,1.5267
2000-01-10,5.2632
2000-01-11,0.7143
2000-01-12,0.7092
2000-01-13,0.0
2000-01-14,1.4085
2000-01-18,3.4722
2000-01-19,2.6846
2000-01-20,-1.9607999999999999
2000-01-21,-2.0
2000-01-24,0.0
2000-01-25,1.3605
2000-01-26,0.0
2000-01-27,-0.6711
2000-01-28,-2.7027
2000-01-31,-1.3889
2000-02-01,2.8169
2000-02-02,0.0
2000-02-03,0.6849
2000-02-04,0.0
2000-02-07,1.3605
2000-02-08,1.3423
2000-02-09,0.0
2000-02-10,-0.6623
2000-02-11,-2.6667
2000-02-14,0.6849
2000-02-15,0.0
2000-02-16,1.3605
2000-02-17,1.3423
2000-02-18,-1.9868000000000001
2000-02-22,-2.027
2000-02-23,0.6897
2000-02-24,-1.3699
2000-02-25,-0.6944
2000-02-28,-0.6993
2000-02-29,0.0
2000-03-01,-2.1127
2000-03-02,0.0
2000-03-03,-0.7194
2000-03-06,2.8986
2000-03-07,-1.4085
2000-03-08,0.7143
2000-03-09,0.7092
2000-03-10,1.4085
2000-03-13,-0.6944
2000-03-14,-0.6993
2000-03-15,0.7042
2000-03-16,0.6993
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,-1.3889
2000-03-22,0.7042
2000-03-23,0.0
2000-03-24,-0.6993
2000-03-27,-2.1127
2000-03-28,2.1583
2000-03-29,0.2535
2000-03-30,1.4388
2000-03-31,0.7092
2000-04-03,0.7042
2000-04-04,0.0
2000-04-05,-0.6993
2000-04-06,7.0423
2000-04-07,3.2895
2000-04-10,0.6369
2000-04-11,0.6329
2000-04-12,5.0314
2000-04-13,-1.1976
2000-04-14,-3.0303
2000-04-17,-1.25
2000-04-18,1.2658
2000-04-19,-1.25
2000-04-20,0.6329
2000-04-24,3.1447
2000-04-25,1.8293
2000-04-26,-2.3952
2000-04-27,3.681
2000-04-28,1.1834
2000-05-01,0.0
2000-05-02,-1.7544
2000-05-03,-1.1905000000000001
2000-05-04,-0.6024
2000-05-05,-0.6061
2000-05-08,-2.439
2000-05-09,-0.625
2000-05-10,1.8868
2000-05-11,-0.6173
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,1.8634
2000-05-17,-1.2195
2000-05-18,-1.2346
2000-05-19,0.0
2000-05-22,-0.625
2000-05-23,-1.8868
2000-05-24,-0.641
2000-05-25,-1.9355
