ticker,AME UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.3279
2000-01-04,-0.3289
2000-01-05,0.9901
2000-01-06,-0.6536
2000-01-07,1.3158
2000-01-10,3.2468
2000-01-11,-2.8302
2000-01-12,0.3236
2000-01-13,-1.2903
2000-01-14,-0.9804
2000-01-18,4.9505
2000-01-19,-2.5157
2000-01-20,1.2903
2000-01-21,-0.3185
2000-01-24,-3.8339
2000-01-25,-1.6611
2000-01-26,2.7027
2000-01-27,5.5921
2000-01-28,1.8692
2000-01-31,7.6453
2000-02-01,-10.2273
2000-02-02,-5.6962
2000-02-03,-1.6779
2000-02-04,-0.6826
2000-02-07,-1.3746
2000-02-08,-0.3484
2000-02-09,-2.0979
2000-02-10,-5.7143
2000-02-11,8.7121
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-0.6969
2000-02-17,0.7018
2000-02-18,-1.3937
2000-02-22,2.4735
2000-02-23,-3.4483
2000-02-24,-2.1429
2000-02-25,0.7299
2000-02-28,-2.5362
2000-02-29,0.7435
2000-03-01,9.2251
2000-03-02,-3.7161999999999997
2000-03-03,-2.1053
2000-03-06,0.7168
2000-03-07,-0.7117
2000-03-08,1.7921
2000-03-09,-1.7606000000000002
2000-03-10,-3.9427
2000-03-13,2.6119
2000-03-14,-6.9091000000000005
2000-03-15,1.1562000000000001
2000-03-16,5.814
2000-03-17,4.3956
2000-03-20,0.3509
2000-03-21,-1.7483
2000-03-22,3.5587
2000-03-23,1.3746
2000-03-24,1.6949
2000-03-27,-0.6667
2000-03-28,-5.0336
2000-03-29,-1.4134
2000-03-30,8.9606
2000-03-31,1.3158
2000-04-03,2.2727
2000-04-04,-0.3175
2000-04-05,0.0
2000-04-06,1.9108
2000-04-07,0.9375
2000-04-10,-0.3096
2000-04-11,-0.9317
2000-04-12,-0.3135
2000-04-13,0.0
2000-04-14,0.6289
2000-04-17,-2.8125
2000-04-18,2.2508
2000-04-19,2.8302
2000-04-20,1.5291000000000001
2000-04-24,-2.7108
2000-04-25,2.1672
2000-04-26,-0.303
2000-04-27,0.304
2000-04-28,-0.303
2000-05-01,1.2158
2000-05-02,-1.2012
2000-05-03,-3.0395
2000-05-04,3.7618
2000-05-05,1.5106000000000002
2000-05-08,-1.1905000000000001
2000-05-09,-0.3012
2000-05-10,-1.8127
2000-05-11,-0.3077
2000-05-12,0.0
2000-05-15,1.5432000000000001
2000-05-16,2.1277
2000-05-17,-1.1905000000000001
2000-05-18,-0.9036
