ticker,TXU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.8120000000000003
2000-01-04,0.1808
2000-01-05,4.1516
2000-01-06,-0.3466
2000-01-07,1.7391
2000-01-10,-0.5128
2000-01-11,-1.3746
2000-01-12,1.9163999999999999
2000-01-13,-0.3419
2000-01-14,-0.8576
2000-01-18,-1.0381
2000-01-19,0.6993
2000-01-20,-1.0417
2000-01-21,1.0526
2000-01-24,1.2153
2000-01-25,-2.2298
2000-01-26,1.0526
2000-01-27,-1.7361
2000-01-28,-0.8834
2000-01-31,0.8913
2000-02-01,0.0
2000-02-02,0.3534
2000-02-03,1.5845
2000-02-04,1.2132
2000-02-07,-1.5411000000000001
2000-02-08,0.3478
2000-02-09,-0.5199
2000-02-10,-2.439
2000-02-11,-0.5357
2000-02-14,0.1795
2000-02-15,-1.4337
2000-02-16,0.0
2000-02-17,-1.0909
2000-02-18,-2.3897
2000-02-22,1.1299
2000-02-23,-0.3724
2000-02-24,-5.2336
2000-02-25,0.1972
2000-02-28,2.3622
2000-02-29,0.3846
2000-03-01,-1.9157
2000-03-02,-4.1016
2000-03-03,-3.4623
2000-03-06,-5.4852
2000-03-07,-3.5714
2000-03-08,1.9907
2000-03-09,1.1601
2000-03-10,-2.2936
2000-03-13,0.2347
2000-03-14,0.4684
2000-03-15,1.3986
2000-03-16,7.1264
2000-03-17,2.5751
2000-03-20,2.7197
2000-03-21,0.0
2000-03-22,-3.2587
2000-03-23,0.6316
2000-03-24,0.4184
2000-03-27,0.625
2000-03-28,-3.1056
2000-03-29,0.8547
2000-03-30,0.2119
2000-03-31,0.4228
2000-04-03,0.8421
2000-04-04,2.0877
2000-04-05,1.4315
2000-04-06,-2.0161
2000-04-07,1.8519
2000-04-10,0.8081
2000-04-11,0.6012
2000-04-12,2.988
2000-04-13,2.3211
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,-2.2684
2000-04-19,-0.7737
2000-04-20,-0.9747
2000-04-24,3.5433
2000-04-25,2.2814
2000-04-26,2.7881
2000-04-27,-0.5425
2000-04-28,-2.0
2000-05-01,1.2987
2000-05-02,-1.4652
2000-05-03,0.5576
2000-05-04,1.2939
2000-05-05,-1.0949
2000-05-08,1.2915
2000-05-09,-1.4572
2000-05-10,1.2939
2000-05-11,1.8248
2000-05-12,-0.8961
2000-05-15,1.085
2000-05-16,-1.0733
2000-05-17,-2.17
2000-05-18,1.4787
2000-05-19,-0.3643
2000-05-22,2.3766
2000-05-23,-0.5357
