ticker,MAC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4024
2000-01-04,-1.8462
2000-01-05,1.5674000000000001
2000-01-06,1.8519
2000-01-07,3.9394
2000-01-10,2.6239
2000-01-11,1.1364
2000-01-12,1.4045
2000-01-13,1.385
2000-01-14,0.0
2000-01-18,0.2732
2000-01-19,1.6349
2000-01-20,2.681
2000-01-21,-1.0444
2000-01-24,-1.5831
2000-01-25,-0.2681
2000-01-26,-1.8817
2000-01-27,-0.8219
2000-01-28,-0.2762
2000-01-31,0.0
2000-02-01,-1.385
2000-02-02,-3.6517
2000-02-03,0.8746
2000-02-04,-0.289
2000-02-07,0.0
2000-02-08,2.029
2000-02-09,0.8523
2000-02-10,-1.9718
2000-02-11,-2.2989
2000-02-14,1.4706000000000001
2000-02-15,0.2899
2000-02-16,-1.3988
2000-02-17,-0.3003
2000-02-18,-3.012
2000-02-22,2.4845
2000-02-23,-3.3333
2000-02-24,-0.3135
2000-02-25,-0.3145
2000-02-28,0.3155
2000-02-29,1.2579
2000-03-01,-4.3478
2000-03-02,-0.974
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,-0.3279
2000-03-08,2.6316
2000-03-09,1.6026
2000-03-10,-0.9464
2000-03-13,-0.6369
2000-03-14,0.0
2000-03-15,1.6026
2000-03-16,1.8927
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.6192
2000-03-23,-1.5385
2000-03-24,0.9375
2000-03-27,-0.3096
2000-03-28,-0.3106
2000-03-29,1.8692
2000-03-30,-0.9174
2000-03-31,1.8519
2000-04-03,-0.303
2000-04-04,-0.6079
2000-04-05,1.5291000000000001
2000-04-06,-0.6024
2000-04-07,3.0303
2000-04-10,1.4706000000000001
2000-04-11,-0.8696
2000-04-12,0.2924
2000-04-13,4.0816
2000-04-14,-1.9607999999999999
2000-04-17,0.2857
2000-04-18,-0.2849
2000-04-19,2.5714
2000-04-20,-1.1142
2000-04-24,-0.8451
2000-04-25,2.5568
2000-04-26,0.277
2000-04-27,1.6575
2000-04-28,0.8152
2000-05-01,1.3477000000000001
2000-05-02,1.3298
2000-05-03,0.0
2000-05-04,0.7874
2000-05-05,0.0
2000-05-08,-0.5208
2000-05-09,0.2618
2000-05-10,-1.3054999999999999
2000-05-11,1.5873
2000-05-12,-2.3437
2000-05-15,0.2667
2000-05-16,0.8404
2000-05-17,-1.8868
2000-05-18,-3.2967
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,1.1364
