ticker,PWR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2212
2000-01-04,-0.2217
2000-01-05,1.5556
2000-01-06,0.2188
2000-01-07,-2.6201
2000-01-10,0.6726
2000-01-11,4.4543
2000-01-12,1.4925
2000-01-13,0.4202
2000-01-14,1.6736
2000-01-18,-3.4979
2000-01-19,1.2793
2000-01-20,21.4737
2000-01-21,-2.253
2000-01-24,0.0
2000-01-25,1.2411
2000-01-26,0.0
2000-01-27,-4.3783
2000-01-28,-1.4652
2000-01-31,-2.6022
2000-02-01,2.8626
2000-02-02,3.154
2000-02-03,0.8993
2000-02-04,-2.6738
2000-02-07,1.0989
2000-02-08,3.9855
2000-02-09,2.0906
2000-02-10,-1.7065000000000001
2000-02-11,-0.8681
2000-02-14,-1.7513
2000-02-15,-0.1783
2000-02-16,-1.4285999999999999
2000-02-17,-0.1812
2000-02-18,2.5408
2000-02-22,5.1327
2000-02-23,8.5859
2000-02-24,-1.3953
2000-02-25,-2.2013
2000-02-28,0.4823
2000-02-29,3.68
2000-03-01,8.642
2000-03-02,6.8182
2000-03-03,-1.3298
2000-03-06,-1.3477000000000001
2000-03-07,0.5464
2000-03-08,1.9022000000000001
2000-03-09,-0.8
2000-03-10,9.1398
2000-03-13,2.9557
2000-03-14,5.1435
2000-03-15,2.9579
2000-03-16,2.4309
2000-03-17,2.0496
2000-03-20,-0.8457
2000-03-21,-1.4925
2000-03-22,-2.1645
2000-03-23,9.7345
2000-03-24,4.8387
2000-03-27,-2.9808
2000-03-28,-4.8563
2000-03-29,-3.2292
2000-03-30,3.3369
2000-03-31,1.1458
2000-04-03,3.8105
2000-04-04,-14.4841
2000-04-05,9.2807
2000-04-06,4.6709
2000-04-07,-0.7099
2000-04-10,2.809
2000-04-11,-4.1729
2000-04-12,3.2659000000000002
2000-04-13,-3.012
2000-04-14,-2.4845
2000-04-17,-4.7771
2000-04-18,5.1839
2000-04-19,4.2925
2000-04-20,2.439
2000-04-24,-5.9524
2000-04-25,5.6962
2000-04-26,-3.5928
2000-04-27,2.9503
2000-04-28,12.0664
2000-05-01,7.1332
2000-05-02,-1.1307
2000-05-03,-3.0496
2000-05-04,10.3539
2000-05-05,5.7007
2000-05-08,-5.0562
2000-05-09,-0.9467
2000-05-10,-5.4958
2000-05-11,12.5158
2000-05-12,-5.1685
2000-05-15,-0.3555
2000-05-16,2.8537
2000-05-17,1.3873
2000-05-18,-3.8769
2000-05-19,-2.4911
2000-05-22,-1.8248
