ticker,CCI UN Equity
2001-09-18,1.5556
2001-09-19,-4.814
2001-09-20,-5.2874
2001-09-21,1.9417
2001-09-24,5.9524
2001-09-25,-2.2472
2001-09-26,-7.5862
2001-09-27,-1.6169
2001-09-28,13.78
2001-10-01,-1.3333
2001-10-02,5.8559
2001-10-03,-2.766
2001-10-04,7.3304
2001-10-05,-2.3445
2001-10-08,-2.9228
2001-10-09,7.6344
2001-10-10,5.4945
2001-10-11,11.7424
2001-10-12,-6.6102
2001-10-15,-4.7187
2001-10-16,2.3810000000000002
2001-10-17,0.4651
2001-10-18,1.7593
2001-10-19,6.5514
2001-10-22,-0.5124
2001-10-23,-0.6009
2001-10-24,-1.8135
2001-10-25,0.7036
2001-10-26,6.1135
2001-10-29,-1.6461000000000001
2001-10-30,-5.6904
2001-10-31,3.8154
2001-11-01,0.3419
2001-11-02,2.385
2001-11-05,-0.416
2001-11-06,-8.1036
2001-11-07,-5.0909
2001-11-08,-0.8621
2001-11-09,-0.9662
2001-11-12,-2.439
2001-11-13,6.1
2001-11-14,3.8643
2001-11-15,1.0889
2001-11-16,3.4111000000000002
2001-11-19,5.4688
2001-11-20,-1.9752999999999998
2001-11-21,-4.45
2001-11-23,2.2847
2001-11-26,-0.3436
2001-11-27,3.4483
2001-11-28,-5.0
2001-11-29,0.0
2001-11-30,-4.4737
2001-12-03,-2.6630000000000003
2001-12-04,1.3208
2001-12-05,2.4209
2001-12-06,-1.3636
2001-12-07,-5.4378
2001-12-10,-2.8265000000000002
2001-12-11,-3.5105
2001-12-12,-5.4054
2001-12-13,2.0879
2001-12-14,1.1841
2001-12-17,6.9149
2001-12-18,2.9851
2001-12-19,-4.8309
2001-12-20,1.6244
2001-12-21,-4.0959
2001-12-24,2.6042
2001-12-26,2.7411
2001-12-27,2.2727
2001-12-28,3.4783
2001-12-31,-0.2801
2002-01-02,2.9962999999999997
2002-01-03,4.4545
2002-01-04,-2.9591
2002-01-07,-2.87
2002-01-08,-7.2946
2002-01-09,-2.2908
2002-01-10,-8.2569
2002-01-11,2.2222
2002-01-14,-3.2609
2002-01-15,0.0
2002-01-16,-6.7416
2002-01-17,-4.8193
2002-01-18,-11.6456
2002-01-22,-7.8797
2002-01-23,15.5521
2002-01-24,4.8452
2002-01-25,0.0
2002-01-28,-2.1823
2002-01-29,-5.5118
2002-01-30,-1.8056
2002-01-31,2.8289
2002-02-01,-2.8886
2002-02-04,-6.5156
2002-02-05,-11.3636
2002-02-06,0.8547
2002-02-07,10.339
2002-02-08,-0.1536
2002-02-11,13.538499999999999
2002-02-12,-4.336
2002-02-13,-0.5666
2002-02-14,-12.3932
2002-02-15,-2.439
2002-02-19,-1.6667
2002-02-20,2.7119
2002-02-21,-5.9406
2002-02-22,-2.1053
2002-02-25,5.0179
2002-02-26,2.0478
2002-02-27,5.3512
2002-02-28,-1.4285999999999999
2002-03-01,27.2142
2002-03-04,-2.2785
2002-03-05,-1.6839
2002-03-06,14.7563
2002-03-07,2.7555
2002-03-08,-2.5698
2002-03-11,3.0963
2002-03-12,-7.119
2002-03-13,-4.1916
2002-03-14,-0.125
2002-03-15,-4.8811
2002-03-18,-1.1842
2002-03-19,-6.1252
2002-03-20,-0.7092
2002-03-21,-1.1429
2002-03-22,0.4335
2002-03-25,-2.7338
2002-03-26,-5.1775
2002-03-27,-0.468
2002-03-28,3.605
2002-04-01,-4.5386
2002-04-02,-3.3281
2002-04-03,-4.0984
2002-04-04,-1.5385
2002-04-05,-0.1736
2002-04-08,-1.3913
2002-04-09,2.2928
2002-04-10,-2.7586
2002-04-11,-6.9149
2002-04-12,13.3333
2002-04-15,1.0084
2002-04-16,12.3128
2002-04-17,4.1481
2002-04-18,-2.276
2002-04-19,1.8923
2002-04-22,-6.1429
2002-04-23,3.0441
2002-04-24,1.1817
2002-04-25,-0.7299
2002-04-26,-0.7353
2002-04-29,0.1481
2002-04-30,7.9882
2002-05-01,-6.1644
2002-05-02,-10.9489
2002-05-03,-1.6393
2002-05-06,-2.8333
2002-05-07,-4.1166
2002-05-08,3.7567
2002-05-09,-16.2069
2002-05-10,-6.5844000000000005
2002-05-13,2.2026
2002-05-14,2.1552
2002-05-15,2.7426
2002-05-16,-6.3655
2002-05-17,6.3596
2002-05-20,-1.2371
2002-05-21,1.0438
2002-05-22,-0.2066
2002-05-23,-1.6562999999999999
2002-05-24,-1.4737
2002-05-28,1.4957
2002-05-29,-6.1053
2002-05-30,2.0179
2002-05-31,-1.0989
2002-06-03,-2.4444
2002-06-04,0.9112
2002-06-05,-5.1919
2002-06-06,0.0
2002-06-07,0.0
2002-06-10,-1.4285999999999999
2002-06-11,-3.3816
2002-06-12,3.5
2002-06-13,7.2464
2002-06-14,-9.009
2002-06-17,6.6832
2002-06-18,-5.1044
2002-06-19,0.0
2002-06-20,1.467
2002-06-21,-1.2048
2002-06-24,-1.2195
2002-06-25,3.2099
2002-06-26,-5.2632
2002-06-27,2.0202
2002-06-28,-2.7228
2002-07-01,-8.1425
2002-07-02,3.8781
2002-07-03,-1.6
2002-07-05,2.981
2002-07-08,-3.1579
2002-07-09,-4.3478
2002-07-10,-4.2614
2002-07-11,0.8902
2002-07-12,-1.4706000000000001
2002-07-15,1.4925
2002-07-16,5.2941
2002-07-17,0.5587
2002-07-18,-8.8889
2002-07-19,-5.4878
2002-07-22,-2.5806
2002-07-23,-8.2781
2002-07-24,-7.9422
2002-07-25,-7.8431
2002-07-26,19.1489
2002-07-29,0.0
2002-07-30,-6.0714
2002-07-31,-12.5475
2002-08-01,2.1739
2002-08-02,-7.234
2002-08-05,-4.5872
2002-08-06,7.2115
2002-08-07,-11.2108
2002-08-08,-5.0505
2002-08-09,-38.8298
2002-08-12,-11.3043
2002-08-13,17.647100000000002
2002-08-14,0.8333
2002-08-15,5.7851
2002-08-16,14.8438
2002-08-19,18.3673
2002-08-20,-5.7471
2002-08-21,20.122
2002-08-22,15.2284
2002-08-23,-3.0837
2002-08-26,3.1818
2002-08-27,-5.2863
2002-08-28,-1.8605
2002-08-29,0.4739
2002-08-30,8.4906
2002-09-03,8.6957
2002-09-04,4.0
2002-09-05,-3.0769
2002-09-06,1.1905000000000001
2002-09-09,1.9607999999999999
2002-09-10,-4.6154
2002-09-11,0.0
2002-09-12,-0.4032
2002-09-13,1.2146
2002-09-16,-0.4
2002-09-17,-7.6305
2002-09-18,0.4348
2002-09-19,3.8961
2002-09-20,-3.3333
2002-09-23,-8.1897
2002-09-24,-11.2676
2002-09-25,11.6402
2002-09-26,12.3223
2002-09-27,-5.4852
2002-09-30,-3.125
2002-10-01,-1.3825
2002-10-02,-2.3364
2002-10-03,-2.8708
2002-10-04,-4.9261
2002-10-07,1.5544
2002-10-08,2.551
2002-10-09,-12.9353
2002-10-10,2.8571
2002-10-11,8.3333
2002-10-14,-2.5641
2002-10-15,5.7895
2002-10-16,-0.4975
2002-10-17,5.0
2002-10-18,0.0
2002-10-21,0.9524
2002-10-22,-1.8868
2002-10-23,-1.4423
2002-10-24,31.2195
2002-10-25,5.948
2002-10-28,-4.9123
2002-10-29,5.1661
2002-10-30,19.2982
2002-10-31,2.9412000000000003
2002-11-01,10.2857
2002-11-04,-11.9171
2002-11-05,-4.4118
2002-11-06,2.7692
2002-11-07,4.491
2002-11-08,-6.0172
2002-11-11,-6.4024
2002-11-12,9.4463
2002-11-13,-4.1667
2002-11-14,2.4845
2002-11-15,8.7879
2002-11-18,6.1281
2002-11-19,0.0
2002-11-20,-2.8871
2002-11-21,-1.3514
2002-11-22,-4.1096
2002-11-25,2.8571
2002-11-26,2.7778
2002-11-27,8.1081
2002-11-29,-1.0
2002-12-02,9.8485
2002-12-03,-6.8966
2002-12-04,-4.1975
2002-12-05,-12.1134
2002-12-06,-0.2933
2002-12-09,-1.7647
2002-12-10,1.1976
2002-12-11,-0.5917
2002-12-12,4.1667
2002-12-13,-4.2857
2002-12-16,-7.4627
2002-12-17,8.0645
2002-12-18,0.0
2002-12-19,-7.4627
2002-12-20,4.8387
2002-12-23,4.6154
2002-12-24,-4.4118
2002-12-26,6.1538
2002-12-27,-1.4493
2002-12-30,-0.8824
2002-12-31,11.276
2003-01-02,0.0
2003-01-03,1.3333
2003-01-06,7.8947
2003-01-07,0.2439
2003-01-08,-1.9465
2003-01-09,7.6923
2003-01-10,-1.1521
2003-01-13,-1.8648
2003-01-14,9.2637
2003-01-15,2.6087
2003-01-16,1.0593
2003-01-17,-9.2243
2003-01-21,-3.9261
2003-01-22,-0.9615
2003-01-23,-8.4951
2003-01-24,-7.1618
2003-01-27,-6.8571
2003-01-28,6.4417
2003-01-29,10.0865
2003-01-30,-8.9005
2003-01-31,13.505700000000001
2003-02-03,-9.1139
2003-02-04,-3.8997
2003-02-05,-3.4783
2003-02-06,-0.6006
2003-02-07,1.2085
2003-02-10,-0.2985
2003-02-11,0.2994
2003-02-12,1.4925
2003-02-13,2.9412000000000003
2003-02-14,7.4286
2003-02-18,4.5213
2003-02-19,-2.5445
2003-02-20,3.1332
2003-02-21,6.8354
2003-02-24,-0.4739
2003-02-25,-7.1429
2003-02-26,0.0
2003-02-27,-1.7949000000000002
2003-02-28,1.3054999999999999
2003-03-03,-0.7732
2003-03-04,10.1299
2003-03-05,7.5472
2003-03-06,0.2193
2003-03-07,1.7505
2003-03-10,-3.2258
2003-03-11,-3.1111
2003-03-12,-4.3578
2003-03-13,9.5923
2003-03-14,7.4398
2003-03-17,4.888
2003-03-18,4.8544
2003-03-19,-2.7778
2003-03-20,2.0952
2003-03-21,6.1567
2003-03-24,-3.3392
2003-03-25,-3.2727
2003-03-26,-1.3158
2003-03-27,0.0
2003-03-28,0.381
2003-03-31,4.3643
2003-04-01,5.4545
2003-04-02,3.6207000000000003
2003-04-03,-2.6622
2003-04-04,0.1709
2003-04-07,4.2661999999999995
2003-04-08,-1.1457
2003-04-09,2.4834
2003-04-10,-2.7464
2003-04-11,2.99
2003-04-14,6.2903
2003-04-15,-1.3657
2003-04-16,-4.9231
2003-04-17,1.1327
2003-04-21,0.0
2003-04-22,-0.8
2003-04-23,3.3871
2003-04-24,-1.7161
2003-04-25,2.5397
2003-04-28,0.1548
2003-04-29,-3.864
2003-04-30,2.4116
2003-05-01,-4.2386
2003-05-02,7.8689
2003-05-05,-1.8237
2003-05-06,11.4551
2003-05-07,3.4722
2003-05-08,-4.0268
2003-05-09,0.4196
2003-05-12,1.6713
2003-05-13,-0.6849
2003-05-14,1.7931
2003-05-15,-0.4065
2003-05-16,-4.3537
2003-05-19,3.8407
2003-05-20,1.0959
2003-05-21,-4.336
2003-05-22,-1.4163999999999999
2003-05-23,2.4425
2003-05-27,6.5919
2003-05-28,4.4737
2003-05-29,3.2746
2003-05-30,1.5854
2003-06-02,0.2401
2003-06-03,-0.1198
2003-06-04,3.4772
2003-06-05,-0.1159
2003-06-06,-0.8121
2003-06-09,-5.4971
2003-06-10,0.3713
2003-06-11,-1.233
2003-06-12,2.9962999999999997
2003-06-13,-3.1515
2003-06-16,-0.7509
2003-06-17,3.4048
2003-06-18,-2.9268
2003-06-19,-5.2764
2003-06-20,2.3872999999999998
2003-06-23,-0.5181
2003-06-24,2.2135
2003-06-25,2.5478
2003-06-26,-5.5901
2003-06-27,1.9737
2003-06-30,0.2581
2003-07-01,0.3861
2003-07-02,10.5128
2003-07-03,5.5684000000000005
2003-07-07,3.8462
2003-07-08,4.2328
2003-07-09,1.6244
2003-07-10,-2.3976
2003-07-11,0.2047
2003-07-14,3.6772
2003-07-15,-2.1675
2003-07-16,2.4169
2003-07-17,-4.1298
2003-07-18,0.0
2003-07-21,-3.0769
2003-07-22,3.1746
2003-07-23,2.0513
2003-07-24,0.402
2003-07-25,-0.7007
2003-07-28,4.7379
2003-07-29,-4.7161
2003-07-30,-0.202
2003-07-31,0.2024
2003-08-01,-2.7273
2003-08-04,0.0
2003-08-05,0.7269
2003-08-06,2.3711
2003-08-07,-1.1078000000000001
2003-08-08,0.7128
2003-08-11,-0.3033
2003-08-12,3.5497
2003-08-13,5.2889
2003-08-14,-5.5814
2003-08-15,-0.5911
2003-08-18,1.5857
2003-08-19,2.0488
2003-08-20,-0.5736
2003-08-21,0.3846
2003-08-22,-0.3831
2003-08-25,-1.5385
2003-08-26,-1.8555000000000001
2003-08-27,5.8706
2003-08-28,0.188
2003-08-29,0.8443
2003-09-02,1.0233
2003-09-03,0.8287
2003-09-04,0.1826
2003-09-05,-0.6381
2003-09-08,-1.1927
2003-09-09,-1.0214
2003-09-10,-3.5647
2003-09-11,-0.7782
2003-09-12,0.6863
2003-09-15,-0.6816
2003-09-16,2.451
2003-09-17,1.0526
2003-09-18,-2.9356
2003-09-19,-2.5366
2003-09-22,-4.004
2003-09-23,2.9196999999999997
2003-09-24,-2.3303
2003-09-25,-1.3485
2003-09-26,-1.6824
2003-09-29,-0.8556
2003-09-30,1.5102
2003-10-01,2.1254
2003-10-02,8.2206
2003-10-03,2.7885
2003-10-06,3.1805
2003-10-07,-0.1813
2003-10-08,-0.2725
2003-10-09,1.4572
2003-10-10,-0.3591
2003-10-13,2.5225
2003-10-14,-0.703
2003-10-15,-0.0885
2003-10-16,0.0
2003-10-17,-0.7086
2003-10-20,1.9625
2003-10-21,2.1872
2003-10-22,-1.5411000000000001
2003-10-23,-2.1739
2003-10-24,-0.8889
2003-10-27,3.3184
2003-10-28,2.8646000000000003
2003-10-29,9.3671
2003-10-30,-2.0062
2003-10-31,-0.315
2003-11-03,-0.5529
2003-11-04,0.3177
2003-11-05,-3.1671
2003-11-06,1.9624000000000001
2003-11-07,3.3681
2003-11-10,-5.353
2003-11-11,-1.5574
2003-11-12,3.6635999999999997
2003-11-13,-1.7671000000000001
2003-11-14,-2.7800000000000002
2003-11-17,-2.439
2003-11-18,1.7241
2003-11-19,-1.6949
2003-11-20,-1.3793
2003-11-21,4.021
2003-11-24,1.5966
2003-11-25,-0.4963
2003-11-26,1.2469000000000001
2003-11-28,1.8883
2003-12-01,1.9339
2003-12-02,0.3953
2003-12-03,0.3937
2003-12-04,-1.8039
2003-12-05,0.639
2003-12-08,-1.1905000000000001
2003-12-09,-2.8112
2003-12-10,-2.9752
2003-12-11,2.2147
2003-12-12,-2.5
2003-12-15,-2.1368
2003-12-16,-1.7467000000000001
2003-12-17,-0.3556
2003-12-18,0.0
2003-12-19,-3.6574
2003-12-22,1.8519
2003-12-23,1.4545
2003-12-24,-0.2688
2003-12-26,0.6289
2003-12-29,-0.8929
2003-12-30,-0.991
2003-12-31,0.364
2004-01-02,-0.272
2004-01-05,5.0
2004-01-06,2.1645
2004-01-07,2.7965999999999998
2004-01-08,4.2869
2004-01-09,3.5573
2004-01-12,-0.3817
2004-01-13,-0.5364
2004-01-14,-2.9276
2004-01-15,-0.3968
2004-01-16,0.7968
2004-01-20,0.3953
2004-01-21,-1.9685000000000001
2004-01-22,-0.241
2004-01-23,1.4493
2004-01-26,-1.2698
2004-01-27,0.6431
2004-01-28,-3.0351
2004-01-29,-1.5651000000000002
2004-01-30,3.7657
2004-02-02,-1.2097
2004-02-03,0.0816
2004-02-04,-4.5677
2004-02-05,2.5641
2004-02-06,4.75
2004-02-09,0.3182
2004-02-10,-2.0619
2004-02-11,0.4049
2004-02-12,-0.4839
2004-02-13,-0.6483
2004-02-17,4.1599
2004-02-18,-5.2467
2004-02-19,0.3306
2004-02-20,-1.318
2004-02-23,-0.3339
2004-02-24,-3.2663
2004-02-25,1.2987
2004-02-26,1.2821
2004-02-27,1.6878
2004-03-01,0.6639
2004-03-02,7.0074
2004-03-03,1.2327
2004-03-04,5.4033
2004-03-05,-2.3105
2004-03-08,-2.2173
2004-03-09,-1.5117
2004-03-10,-2.4559
2004-03-11,-0.5507
2004-03-12,-0.0791
2004-03-15,-1.0293
2004-03-16,5.2
2004-03-17,1.1407
2004-03-18,-2.2556
2004-03-19,-1.1538
2004-03-22,-2.4125
2004-03-23,-3.2695
2004-03-24,-1.8136999999999999
2004-03-25,2.351
2004-03-26,-0.6563
2004-03-29,1.8993
2004-03-30,2.107
2004-03-31,0.2381
2004-04-01,1.8211
2004-04-02,0.8554
2004-04-05,2.1588
2004-04-06,2.717
2004-04-07,1.396
2004-04-08,1.9565000000000001
2004-04-12,-1.2082
2004-04-13,-0.8633
2004-04-14,-0.9434
2004-04-15,5.348
2004-04-16,1.1127
2004-04-19,3.1637
2004-04-20,-0.6
2004-04-21,2.7498
2004-04-22,2.0235
2004-04-23,-1.9834
2004-04-26,0.1958
2004-04-27,-2.8013
2004-04-28,-2.748
2004-04-29,-0.8959
2004-04-30,-2.9903
2004-05-03,5.9498
2004-05-04,1.4885
2004-05-05,-1.6667
2004-05-06,-1.3559
2004-05-07,-0.756
2004-05-10,-4.4321
2004-05-11,-0.0725
2004-05-12,-1.0152
2004-05-13,-0.4396
2004-05-14,-0.5887
2004-05-17,-2.5907
2004-05-18,1.8237
2004-05-19,1.2687
2004-05-20,1.7686
2004-05-21,1.3758
2004-05-24,0.2143
2004-05-25,2.9936
2004-05-26,0.346
2004-05-27,1.5862
2004-05-28,0.0
2004-06-01,-1.0862
2004-06-02,-1.1668
2004-06-03,-2.5694
2004-06-04,4.0627
2004-06-07,2.3973
2004-06-08,0.5351
2004-06-09,-1.4637
2004-06-10,1.6205
2004-06-14,-0.6645
2004-06-15,0.4682
2004-06-16,-0.1332
2004-06-17,1.4667
2004-06-18,0.0
2004-06-21,-1.774
2004-06-22,2.9431000000000003
2004-06-23,3.6387
2004-06-24,1.7555
2004-06-25,-0.9242
2004-06-28,-12.1269
2004-06-29,2.477
2004-06-30,1.8646
2004-07-01,-1.7627000000000002
2004-07-02,-0.4141
2004-07-06,-0.4158
2004-07-07,4.5233
2004-07-08,-1.3981
2004-07-09,0.4051
2004-07-12,-1.076
2004-07-13,-0.4759
2004-07-14,-2.1175
2004-07-15,-0.5583
2004-07-16,1.4035
2004-07-19,1.3841
2004-07-20,1.6381999999999999
2004-07-21,-4.231
2004-07-22,-2.1739
2004-07-23,-3.3692
2004-07-26,-6.1573
2004-07-27,9.3281
2004-07-28,4.2661
2004-07-29,-1.4563
2004-07-30,-0.6334
2004-08-02,-1.5581
2004-08-03,-4.0288
2004-08-04,-1.3493
2004-08-05,-0.6079
2004-08-06,0.2294
2004-08-09,-1.6018
2004-08-10,2.8682
2004-08-11,-0.1507
2004-08-12,0.0755
2004-08-13,1.0558
2004-08-16,-0.5224
2004-08-17,0.6002
2004-08-18,1.9388999999999998
2004-08-19,-0.5852
2004-08-20,0.4415
2004-08-23,0.1465
2004-08-24,-1.5362
2004-08-25,2.526
2004-08-26,-0.4348
2004-08-27,4.4396
2004-08-30,-1.1847
2004-08-31,0.9168
2004-09-01,-0.9783
2004-09-02,1.1997
2004-09-03,-0.9763
2004-09-07,-0.3521
2004-09-08,2.1201
2004-09-09,-0.2768
2004-09-10,1.6655
2004-09-13,0.0683
2004-09-14,0.1364
2004-09-15,-0.8856
2004-09-16,1.7182
2004-09-17,0.2027
2004-09-20,-0.2697
2004-09-21,-0.0676
2004-09-22,-2.0298
2004-09-23,3.453
2004-09-24,-1.2016
2004-09-27,-2.2973
2004-09-28,0.4149
2004-09-29,1.1708
2004-09-30,1.2934
2004-10-01,1.1425
2004-10-04,0.7309
2004-10-05,1.1873
2004-10-06,0.7171
2004-10-07,-0.0647
2004-10-08,0.5829
2004-10-11,1.2234
2004-10-12,-1.3995
2004-10-13,-1.3548
2004-10-14,-1.2426
2004-10-15,1.0596
2004-10-18,-0.4587
2004-10-19,-0.2633
2004-10-20,-0.6601
2004-10-21,-0.3322
2004-10-22,0.4
2004-10-25,-0.3984
2004-10-26,2.5333
2004-10-27,0.9103
2004-10-28,-1.0309
2004-10-29,-0.3255
2004-11-01,-0.0653
2004-11-02,0.9804
2004-11-03,0.9709
2004-11-04,0.7692
2004-11-05,0.5089
2004-11-08,-0.1266
2004-11-09,5.0697
2004-11-10,1.0253
2004-11-11,0.1791
2004-11-12,1.1919
2004-11-15,-3.298
2004-11-16,-0.1218
2004-11-17,-1.0366
2004-11-18,1.2323
2004-11-19,-0.0609
2004-11-22,0.4872
2004-11-23,0.4848
2004-11-24,1.5078
2004-11-26,0.4159
2004-11-29,0.2959
2004-11-30,-0.413
2004-12-01,2.6659
2004-12-02,-0.1154
2004-12-03,0.1155
2004-12-06,-0.7501
2004-12-07,-0.6977
2004-12-08,-1.5808
2004-12-09,-1.1303
2004-12-10,-1.3237
2004-12-13,-0.3049
2004-12-14,-0.1835
2004-12-15,-0.1225
2004-12-16,0.2454
2004-12-17,-1.6524
2004-12-20,0.4978
2004-12-21,1.3003
2004-12-22,0.3667
2004-12-23,-0.5481
2004-12-27,0.0
2004-12-28,0.2449
2004-12-29,0.4887
2004-12-30,0.4863
2004-12-31,0.6655
2005-01-03,-1.3822
2005-01-04,-1.5844
2005-01-05,2.4768
2005-01-06,0.6042
2005-01-07,2.4024
2005-01-10,1.4663
2005-01-11,-0.2312
2005-01-12,-0.6952
2005-01-13,-2.1587
2005-01-14,1.7889
2005-01-18,0.4101
2005-01-19,1.9253
2005-01-20,-1.4883
2005-01-21,-2.0918
2005-01-24,-1.9585
2005-01-25,0.908
2005-01-26,-1.4397
2005-01-27,-0.4869
2005-01-28,0.1835
2005-01-31,0.1221
2005-02-01,0.0
2005-02-02,-1.2195
2005-02-03,-0.1235
2005-02-04,0.1236
2005-02-07,-0.2469
2005-02-08,1.4851
2005-02-09,-1.3415
2005-02-10,0.8653
2005-02-11,-0.4289
2005-02-14,-0.3692
2005-02-15,-0.1853
2005-02-16,2.6609
2005-02-17,0.3014
2005-02-18,0.6611
2005-02-22,-0.0597
2005-02-23,-2.9271000000000003
2005-02-24,-0.3077
2005-02-25,1.0493999999999999
2005-02-28,-0.1833
2005-03-01,0.9792
2005-03-02,-1.5152
2005-03-03,0.7385
2005-03-04,-1.6494
2005-03-07,0.4969
2005-03-08,1.2361
2005-03-09,-2.0757
2005-03-10,0.9975
2005-03-11,1.8519
2005-03-14,0.7879
2005-03-15,-0.2405
2005-03-16,-0.7836
2005-03-17,-0.243
2005-03-18,-1.0352999999999999
2005-03-21,0.0
2005-03-22,-0.9846
2005-03-23,-3.4804
2005-03-24,1.4166
2005-03-28,0.8889
2005-03-29,-1.1957
2005-03-30,-0.1911
2005-03-31,2.4888
2005-04-01,1.4321
2005-04-04,0.1228
2005-04-05,2.0846
2005-04-06,0.1201
2005-04-07,0.8998
2005-04-08,0.1189
2005-04-11,-0.6532
2005-04-12,-0.0598
2005-04-13,0.0598
2005-04-14,-0.9564
2005-04-15,-2.5347
2005-04-18,-0.1858
2005-04-19,-1.0546
2005-04-20,-1.0658
2005-04-21,0.3802
2005-04-22,2.8409
2005-04-25,0.798
2005-04-26,-0.2436
2005-04-27,1.7705
2005-04-28,-2.8794
2005-04-29,-0.3706
2005-05-02,-0.558
2005-05-03,1.995
2005-05-04,0.6112
2005-05-05,3.4629
2005-05-06,-2.5837
2005-05-09,1.6275
2005-05-10,-1.1269
2005-05-11,0.7199
2005-05-12,-0.3574
2005-05-13,-0.5977
2005-05-16,-0.902
2005-05-17,0.7888
2005-05-18,2.348
2005-05-19,1.1764999999999999
2005-05-20,-1.4535
2005-05-23,-0.413
2005-05-24,-0.9479
2005-05-25,-0.4187
2005-05-26,0.9009
2005-05-27,5.5357
2005-05-31,0.282
2005-06-01,0.9561
2005-06-02,0.9471
2005-06-03,0.7174
2005-06-06,-2.4657999999999998
2005-06-07,1.9663
2005-06-08,-1.1019
2005-06-09,-0.7799
2005-06-10,1.516
2005-06-13,2.5442
2005-06-14,-0.5933
2005-06-15,0.217
2005-06-16,-0.2166
2005-06-17,-0.5969
2005-06-20,0.9825
2005-06-21,2.5404999999999998
2005-06-22,5.4296
2005-06-23,-0.1
2005-06-24,1.5015
2005-06-27,-0.1972
2005-06-28,0.7905
2005-06-29,-0.6863
2005-06-30,0.2962
2005-07-01,-0.5906
2005-07-05,0.6436
2005-07-06,2.0659
2005-07-07,0.3855
2005-07-08,1.4882
2005-07-11,0.0946
2005-07-12,-0.0945
2005-07-13,-2.176
2005-07-14,-1.354
2005-07-15,-0.7353
2005-07-18,-0.9877
2005-07-19,1.1471
2005-07-20,-0.3945
2005-07-21,1.2871000000000001
2005-07-22,1.0753
2005-07-25,-0.8704
2005-07-26,0.6341
2005-07-27,0.921
2005-07-28,6.4361
2005-07-29,-1.8051
2005-08-01,-0.1838
2005-08-02,-1.4733
2005-08-03,4.2056000000000004
2005-08-04,-2.6906
2005-08-05,0.7834
2005-08-08,-1.3717
2005-08-09,2.5962
2005-08-10,-0.1808
2005-08-11,1.9466
2005-08-12,-2.1314
2005-08-15,1.8603
2005-08-16,-0.7572
2005-08-17,1.167
2005-08-18,2.0852
2005-08-19,1.043
2005-08-22,2.6237
2005-08-23,-1.8441
2005-08-24,2.9462
2005-08-25,-2.1153
2005-08-26,2.3729
2005-08-29,0.4967
2005-08-30,0.8237
2005-08-31,1.1438
2005-09-01,2.0194
2005-09-02,-0.9897
2005-09-06,-0.7597
2005-09-07,-0.0806
2005-09-08,1.0081
2005-09-09,-0.5988
2005-09-12,-1.1245
2005-09-13,-0.0812
2005-09-14,0.0
2005-09-15,1.0163
2005-09-16,-0.8048
