ticker,USB UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.6627
2000-01-04,-3.6474
2000-01-05,-2.2082
2000-01-06,7.7419
2000-01-07,3.8922
2000-01-10,-0.5764
2000-01-11,-4.3478
2000-01-12,5.7576
2000-01-13,6.3037
2000-01-14,0.2695
2000-01-18,0.8065
2000-01-19,-1.8667
2000-01-20,-3.5326
2000-01-21,-3.0986
2000-01-24,-0.2907
2000-01-25,1.4577
2000-01-26,4.8850999999999996
2000-01-27,2.1918
2000-01-28,-4.5576
2000-01-31,7.3034
2000-02-01,1.8325
2000-02-02,1.2852999999999999
2000-02-03,-2.7919
2000-02-04,-6.7885
2000-02-07,1.9607999999999999
2000-02-08,3.8462
2000-02-09,-2.9101
2000-02-10,-1.3624
2000-02-11,-1.9337
2000-02-14,-1.9718
2000-02-15,0.8621
2000-02-16,-3.9886
2000-02-17,-5.0445
2000-02-18,-4.0625
2000-02-22,1.9544000000000001
2000-02-23,-2.8754
2000-02-24,-2.6316
2000-02-25,-2.7027
2000-02-28,2.0833
2000-02-29,-3.0612
2000-03-01,2.807
2000-03-02,2.0478
2000-03-03,0.6689
2000-03-06,-2.6578
2000-03-07,-3.7542999999999997
2000-03-08,-3.1915
2000-03-09,0.7326
2000-03-10,2.1818
2000-03-13,1.0676
2000-03-14,0.7042
2000-03-15,11.1888
2000-03-16,14.7799
2000-03-17,-0.8219
2000-03-20,-1.6575
2000-03-21,6.1798
2000-03-22,-1.3228
2000-03-23,0.8043
2000-03-24,0.7979
2000-03-27,-2.9024
2000-03-28,1.9022000000000001
2000-03-29,-0.3733
2000-03-30,-2.6954000000000002
2000-03-31,1.662
2000-04-03,6.812
2000-04-04,-1.7856999999999998
2000-04-05,-1.8182
2000-04-06,0.0
2000-04-07,-0.7937
2000-04-10,0.0
2000-04-11,6.6667
2000-04-12,5.5
2000-04-13,-4.7393
2000-04-14,-4.4776
2000-04-17,2.3438
2000-04-18,4.3257
2000-04-19,1.4634
2000-04-20,1.9231
2000-04-24,4.717
2000-04-25,-2.7027
2000-04-26,-1.3889
2000-04-27,-4.2254
2000-04-28,-2.451
2000-05-01,2.5126
2000-05-02,1.2255
2000-05-03,-3.632
2000-05-04,-4.0201
2000-05-05,0.5236
2000-05-08,3.9063
2000-05-09,-1.0025
2000-05-10,-1.7722
2000-05-11,2.3196
2000-05-12,2.0151
2000-05-15,-0.2469
2000-05-16,-3.2178
2000-05-17,-4.8593
2000-05-18,-0.8065
2000-05-19,2.981
