ticker,CSC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.4531
2000-01-04,-0.6702
2000-01-05,-7.0175
2000-01-06,2.0319
2000-01-07,-0.7824
2000-01-10,5.5197
2000-01-11,-1.9701
2000-01-12,0.0
2000-01-13,1.9404
2000-01-14,1.4276
2000-01-18,-2.0777
2000-01-19,-0.5476
2000-01-20,-3.6475999999999997
2000-01-21,2.0714
2000-01-24,-0.2099
2000-01-25,-0.4208
2000-01-26,-0.9155
2000-01-27,1.8479
2000-01-28,-0.3489
2000-01-31,2.9412000000000003
2000-02-01,-2.9252000000000002
2000-02-02,-3.644
2000-02-03,2.4727
2000-02-04,4.5422
2000-02-07,-2.2403
2000-02-08,-0.3472
2000-02-09,-2.439
2000-02-10,-0.5
2000-02-11,-3.733
2000-02-14,0.8949
2000-02-15,-0.8869
2000-02-16,-2.4609
2000-02-17,-1.9113
2000-02-18,-0.0779
2000-02-22,0.78
2000-02-23,0.2322
2000-02-24,-1.2355
2000-02-25,-2.111
2000-02-28,-3.2748
2000-02-29,4.1288
2000-03-01,-4.8374
2000-03-02,1.0
2000-03-03,1.4851
2000-03-06,0.0
2000-03-07,0.813
2000-03-08,-0.4032
2000-03-09,3.6437
2000-03-10,1.0156
2000-03-13,-1.0054
2000-03-14,-1.1719
2000-03-15,-2.8458
2000-03-16,-1.6273
2000-03-17,-3.0604
2000-03-20,-1.4505
2000-03-21,4.6753
2000-03-22,4.5492
2000-03-23,-0.2373
2000-03-24,2.3791
2000-03-27,-0.8521
2000-03-28,-2.5781
2000-03-29,-1.6840000000000002
2000-03-30,-0.571
2000-03-31,3.8556
2000-04-03,0.237
2000-04-04,0.5516
2000-04-05,5.6426
2000-04-06,0.4451
2000-04-07,-3.4712
2000-04-10,-4.5142
2000-04-11,-1.1218
2000-04-12,-0.8104
2000-04-13,1.3072
2000-04-14,-5.4032
2000-04-17,2.9838
2000-04-18,3.2285
2000-04-19,-0.5613
2000-04-20,4.3548
2000-04-24,-3.0912
2000-04-25,6.2201
2000-04-26,-1.7267000000000001
2000-04-27,2.8266
2000-04-28,-3.0461
2000-05-01,-0.1533
2000-05-02,0.3837
2000-05-03,-3.4404
2000-05-04,0.0
2000-05-05,0.5542
2000-05-08,1.4173
2000-05-09,2.5621
2000-05-10,-1.6654
2000-05-11,2.5404
2000-05-12,3.8288
2000-05-15,2.3861
2000-05-16,-1.2711999999999999
2000-05-17,-0.6438
2000-05-18,1.3679000000000001
2000-05-19,-2.0597
