ticker,AOS UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.8571
2000-01-04,-1.4409
2000-01-05,-0.2924
2000-01-06,-1.4663
2000-01-07,4.1667
2000-01-10,1.1429
2000-01-11,-1.1299
2000-01-12,-3.4286
2000-01-13,1.4793
2000-01-14,2.0408
2000-01-18,-1.4285999999999999
2000-01-19,1.7391
2000-01-20,-1.7094
2000-01-21,3.4783
2000-01-24,0.8403
2000-01-25,-5.2778
2000-01-26,-1.7595
2000-01-27,-2.4119
2000-01-28,-2.1538
2000-01-31,-0.9434
2000-02-01,-1.2698
2000-02-02,0.9646
2000-02-03,-3.5032
2000-02-04,-0.33
2000-02-07,1.3245
2000-02-08,-5.5556
2000-02-09,-1.7301
2000-02-10,-1.0563
2000-02-11,0.0
2000-02-14,-1.4235
2000-02-15,-0.722
2000-02-16,0.0
2000-02-17,1.0909
2000-02-18,-1.4388
2000-02-22,2.1898
2000-02-23,0.7143
2000-02-24,0.3546
2000-02-25,-0.3534
2000-02-28,-0.3546
2000-02-29,-1.7793999999999999
2000-03-01,-3.2609
2000-03-02,-1.8727
2000-03-03,0.0
2000-03-06,-0.7634
2000-03-07,-1.1538
2000-03-08,1.9455
2000-03-09,-2.2901
2000-03-10,-0.3906
2000-03-13,-0.3922
2000-03-14,-5.5118
2000-03-15,1.6667
2000-03-16,7.377
2000-03-17,-0.3817
2000-03-20,3.0651
2000-03-21,1.8587
2000-03-22,0.7299
2000-03-23,0.3623
2000-03-24,-1.083
2000-03-27,0.365
2000-03-28,0.3636
2000-03-29,0.3623
2000-03-30,2.5271
2000-03-31,1.4085
2000-04-03,2.0833
2000-04-04,-1.3605
2000-04-05,-0.6897
2000-04-06,0.3472
2000-04-07,3.1142
2000-04-10,-0.6711
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,3.3784
2000-04-14,7.8431
2000-04-17,-0.6061
2000-04-18,-7.0122
2000-04-19,-3.2787
2000-04-20,4.4068
2000-04-24,-5.1948
2000-04-25,4.7945
2000-04-26,5.5294
2000-04-27,-0.3115
2000-04-28,2.8125
2000-05-01,4.2553
2000-05-02,0.2915
2000-05-03,-2.0349
2000-05-04,3.8576
2000-05-05,2.0
2000-05-08,-0.8403
2000-05-09,-1.9774
2000-05-10,-4.3228
2000-05-11,7.2289
2000-05-12,-0.8427
2000-05-15,2.5496
2000-05-16,-0.8287
2000-05-17,-2.7855
2000-05-18,-3.7249
2000-05-19,0.8929
2000-05-22,1.7699
2000-05-23,-2.8986
