ticker,AMGN UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.7867
2000-01-04,-7.6465
2000-01-05,3.4409
2000-01-06,1.6632
2000-01-07,11.2474
2000-01-10,6.0662
2000-01-11,-7.8856
2000-01-12,-4.3274
2000-01-13,5.1131
2000-01-14,2.2451
2000-01-18,1.0979
2000-01-19,4.2534
2000-01-20,-0.2604
2000-01-21,4.0035
2000-01-24,-7.2803
2000-01-25,0.1805
2000-01-26,-7.5676
2000-01-27,-4.2885
2000-01-28,-2.7495000000000003
2000-01-31,6.7016
2000-02-01,2.5515
2000-02-02,-2.488
2000-02-03,0.4907
2000-02-04,0.9766
2000-02-07,7.06
2000-02-08,1.897
2000-02-09,-5.2305
2000-02-10,-2.4322
2000-02-11,-3.931
2000-02-14,3.8922
2000-02-15,0.0
2000-02-16,7.3967
2000-02-17,4.1145
2000-02-18,-1.9759
2000-02-22,-5.3462
2000-02-23,5.8333
2000-02-24,1.5748
2000-02-25,1.3780999999999999
2000-02-28,-6.9669
2000-02-29,-0.3653
2000-03-01,-4.583
2000-03-02,0.3842
2000-03-03,1.5311
2000-03-06,-2.6390000000000002
2000-03-07,-5.5179
2000-03-08,0.6148
2000-03-09,-3.8697
2000-03-10,0.9534
2000-03-13,-2.6233
2000-03-14,-9.9138
2000-03-15,11.9617
2000-03-16,10.6838
2000-03-17,-2.5097
2000-03-20,-8.1188
2000-03-21,5.3879
2000-03-22,1.0225
2000-03-23,-6.5789
2000-03-24,-5.4171
2000-03-27,10.6529
2000-03-28,4.0373
2000-03-29,-0.8955
2000-03-30,-3.2129
2000-03-31,1.8672
2000-04-03,-3.2587
2000-04-04,-4.9474
2000-04-05,5.6478
2000-04-06,4.5073
2000-04-07,-2.2066
2000-04-10,-3.3846
2000-04-11,0.4246
2000-04-12,-1.2421
2000-04-13,-0.9901
2000-04-14,-8.7568
2000-04-17,1.1848
2000-04-18,9.3677
2000-04-19,-4.0685
2000-04-20,-3.5714
2000-04-24,-4.9769
2000-04-25,5.8465
2000-04-26,5.4085
2000-04-27,-5.4585
2000-04-28,3.4642
2000-05-01,-0.2232
2000-05-02,0.4474
2000-05-03,-4.2316
2000-05-04,5.2326
2000-05-05,5.3039
2000-05-08,3.8825
2000-05-09,-3.1313
2000-05-10,-0.2086
2000-05-11,3.0303
2000-05-12,1.217
2000-05-15,2.9058
2000-05-16,0.779
2000-05-17,-2.7295
2000-05-18,-2.7564
2000-05-19,-2.145
2000-05-22,-4.4885
