ticker,TXT UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.282
2000-01-04,-1.6681
2000-01-05,-2.3749000000000002
2000-01-06,-1.3032
2000-01-07,2.4648
2000-01-10,1.2027
2000-01-11,-0.764
2000-01-12,-1.8820000000000001
2000-01-13,-3.9233000000000002
2000-01-14,0.0
2000-01-18,-2.5408
2000-01-19,-5.7728
2000-01-20,-8.498
2000-01-21,4.3197
2000-01-24,0.207
2000-01-25,-1.0331
2000-01-26,0.6263
2000-01-27,0.8299
2000-01-28,-2.2634
2000-01-31,0.5263
2000-02-01,0.5236
2000-02-02,2.8125
2000-02-03,0.0
2000-02-04,0.1013
2000-02-07,-1.0121
2000-02-08,0.6135
2000-02-09,-1.4228
2000-02-10,0.5155
2000-02-11,-1.7436
2000-02-14,-0.3132
2000-02-15,1.1518
2000-02-16,-0.8282
2000-02-17,-0.9395
2000-02-18,0.2107
2000-02-22,0.1052
2000-02-23,0.5252
2000-02-24,0.9404
2000-02-25,-1.3458
2000-02-28,2.3085
2000-02-29,0.1026
2000-03-01,-3.0738
2000-03-02,-2.537
2000-03-03,2.3861
2000-03-06,-2.2246
2000-03-07,-2.3835
2000-03-08,-0.1998
2000-03-09,-3.3557
2000-03-10,-2.662
2000-03-13,0.2378
2000-03-14,-2.2539
2000-03-15,6.432
2000-03-16,8.2098
2000-03-17,1.1591
2000-03-20,0.625
2000-03-21,-0.7246
2000-03-22,-0.1043
2000-03-23,2.9228
2000-03-24,-3.5497
2000-03-27,-2.6288
2000-03-28,0.8639
2000-03-29,-0.1071
2000-03-30,3.2154
2000-03-31,1.1423
2000-04-03,5.1335
2000-04-04,0.5859
2000-04-05,-3.6893000000000002
2000-04-06,0.0
2000-04-07,-1.7137
2000-04-10,0.3077
2000-04-11,-0.2045
2000-04-12,4.7131
2000-04-13,-2.6419
2000-04-14,-4.5226
2000-04-17,0.8421
2000-04-18,-2.1921
2000-04-19,-0.9605
2000-04-20,1.4009
2000-04-24,4.1445
2000-04-25,4.5918
2000-04-26,-1.6585
2000-04-27,-0.6944
2000-04-28,-0.999
2000-05-01,2.4218
2000-05-02,-0.4926
2000-05-03,-1.5842
2000-05-04,-1.3078
2000-05-05,1.5291000000000001
2000-05-08,-0.6024
2000-05-09,-1.3131
2000-05-10,-0.3071
2000-05-11,3.9013999999999998
2000-05-12,3.1621
2000-05-15,-0.3831
2000-05-16,0.8654
2000-05-17,-0.6673
2000-05-18,-0.3839
2000-05-19,-3.5645
