ticker,ADP UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-22,-3.5788
2008-10-23,3.4986
2008-10-24,-4.0858
2008-10-27,-4.9035
2008-10-28,12.504
2008-10-29,-5.0129
2008-10-30,-0.6936
2008-10-31,6.1342
2008-11-03,-4.8069
2008-11-04,8.8969
2008-11-05,-4.3334
2008-11-06,-0.981
2008-11-07,3.2343
2008-11-10,0.3387
2008-11-11,-1.5752000000000002
2008-11-12,-3.1152
2008-11-13,7.9056
2008-11-14,-3.9913
2008-11-17,-0.8257
2008-11-18,1.1197
2008-11-19,-3.1516
2008-11-20,-5.8047
2008-11-21,9.7106
2008-11-24,6.2979
2008-11-25,0.1868
2008-11-26,7.0325
2008-11-28,2.1901
2008-12-01,-8.1588
2008-12-02,1.8298
2008-12-03,0.4167
2008-12-04,-5.2905
2008-12-05,2.9299
2008-12-08,2.7135
2008-12-09,1.3209
2008-12-10,-0.7413
2008-12-11,-3.0649
2008-12-12,2.5456
2008-12-15,-2.0904
2008-12-16,1.201
2008-12-17,-1.7669000000000001
2008-12-18,-1.6376
2008-12-19,2.6201
2008-12-22,0.4787
2008-12-23,0.0265
2008-12-24,1.0056
2008-12-26,-0.0786
2008-12-29,-0.1573
2008-12-30,2.7574
2008-12-31,0.5367
2009-01-02,2.7199
2009-01-05,-1.0146
2009-01-06,2.025
2009-01-07,-1.7153
2009-01-08,1.2466
2009-01-09,-4.9249
2009-01-12,-0.1295
2009-01-13,0.9336
2009-01-14,-2.518
2009-01-15,3.2683
2009-01-16,0.6126
2009-01-20,-4.5155
2009-01-21,-0.1328
2009-01-22,-2.2878
2009-01-23,0.9801
2009-01-26,1.4828999999999999
2009-01-27,-1.3018
2009-01-28,0.8345
2009-01-29,-2.0822
2009-01-30,-0.9542
2009-02-02,0.8533
2009-02-03,6.5502
2009-02-04,-2.7664
2009-02-05,2.1075
2009-02-06,2.0898
2009-02-09,-0.8087
2009-02-10,-4.2548
2009-02-11,1.0112
2009-02-12,-0.2634
2009-02-13,-1.8225
2009-02-17,-1.8563
2009-02-18,0.9868
2009-02-19,-3.1759
2009-02-20,0.5607
2009-02-23,-4.5163
2009-02-24,3.0657
2009-02-25,-1.1048
2009-02-26,-2.0911
2009-02-27,-0.0878
2009-03-02,-3.2796
2009-03-03,0.0908
2009-03-04,2.8433
2009-03-05,-3.5294
2009-03-06,1.4634
2009-03-09,-0.2404
2009-03-10,4.247
2009-03-11,-0.0578
2009-03-12,2.5102
2009-03-13,0.6834
