ticker,KO UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.4335
2000-01-04,-0.8889
2000-01-05,2.13
2000-01-06,0.1098
2000-01-07,6.3596
2000-01-10,-2.9897
2000-01-11,3.4006
2000-01-12,1.2333
2000-01-13,-1.6244
2000-01-14,0.8256
2000-01-18,6.4483
2000-01-19,0.2885
2000-01-20,1.0547
2000-01-21,1.518
2000-01-24,-2.8037
2000-01-25,1.3462
2000-01-26,-4.2694
2000-01-27,-5.7483
2000-01-28,-3.9958
2000-01-31,0.6572
2000-02-01,1.3058
2000-02-02,-2.7927
2000-02-03,-2.3204000000000002
2000-02-04,2.0362
2000-02-07,0.7761
2000-02-08,0.6601
2000-02-09,-0.1093
2000-02-10,-0.7659
2000-02-11,-2.4256
2000-02-14,-2.1469
2000-02-15,2.8868
2000-02-16,-3.4792
2000-02-17,-2.6744
2000-02-18,-1.9116
2000-02-22,0.8526
2000-02-23,-1.6907999999999999
2000-02-24,-2.0885
2000-02-25,-2.0075
2000-02-28,1.0243
2000-02-29,-1.7744
2000-03-01,5.9355
2000-03-02,-2.8015
2000-03-03,0.1253
2000-03-06,-2.1277
2000-03-07,-4.4757
2000-03-08,1.7403
2000-03-09,-1.5789
2000-03-10,-4.4118
2000-03-13,-1.9971999999999999
2000-03-14,-1.1461000000000001
2000-03-15,10.2899
2000-03-16,4.5992
2000-03-17,-1.5074999999999998
2000-03-20,-0.5102
2000-03-21,1.4102999999999999
2000-03-22,-4.804
2000-03-23,1.1952
2000-03-24,-1.3123
2000-03-27,-2.5266
2000-03-28,-1.6371
2000-03-29,4.0222
2000-03-30,3.6
2000-03-31,-3.3462
2000-04-03,6.2583
2000-04-04,3.2580999999999998
2000-04-05,-7.5243
2000-04-06,-4.4619
2000-04-07,1.5110000000000001
2000-04-10,-2.5709999999999997
2000-04-11,5.6944
2000-04-12,1.9710999999999999
2000-04-13,-2.8350999999999997
2000-04-14,-0.7958
2000-04-17,3.2086
2000-04-18,-1.1658
2000-04-19,3.1455
2000-04-20,0.5083
2000-04-24,0.5057
2000-04-25,1.6352
2000-04-26,-2.104
2000-04-27,-2.2756
2000-04-28,-2.5873
2000-05-01,-1.328
2000-05-02,-0.2692
2000-05-03,4.7233
2000-05-04,0.0
2000-05-05,-2.9638999999999998
2000-05-08,2.9215999999999998
2000-05-09,4.2581
2000-05-10,4.5792
2000-05-11,1.4201
2000-05-12,-2.4504
2000-05-15,-0.5981
2000-05-16,-6.3779
2000-05-17,-1.1568
