ticker,IVZ UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3274
2000-01-04,-1.6816
2000-01-05,-4.2189
2000-01-06,-1.1905000000000001
2000-01-07,3.7349
2000-01-10,-0.5807
2000-01-11,2.5701
2000-01-12,1.139
2000-01-13,4.5045
2000-01-14,0.7543
2000-01-18,3.5294
2000-01-19,-2.4793
2000-01-20,-3.8136
2000-01-21,-0.3304
2000-01-24,2.4309
2000-01-25,-1.726
2000-01-26,-4.3908
2000-01-27,-0.8037
2000-01-28,-0.9259
2000-01-31,1.285
2000-02-01,1.4994
2000-02-02,2.5
2000-02-03,-1.5521
2000-02-04,2.027
2000-02-07,2.2075
2000-02-08,3.2397
2000-02-09,0.8368
2000-02-10,-5.083
2000-02-11,-1.6393
2000-02-14,-0.2222
2000-02-15,-4.2316
2000-02-16,5.1163
2000-02-17,2.6549
2000-02-18,1.2931
2000-02-22,0.5319
2000-02-23,-2.2222
2000-02-24,1.2987
2000-02-25,-0.1068
2000-02-28,-2.5667999999999997
2000-02-29,0.2195
2000-03-01,0.7667
2000-03-02,2.6087
2000-03-03,1.6949
2000-03-06,2.7083
2000-03-07,-1.8256000000000001
2000-03-08,2.4793
2000-03-09,2.621
2000-03-10,-2.1611
2000-03-13,-4.4177
2000-03-14,1.8908
2000-03-15,-1.2371
2000-03-16,2.9228
2000-03-17,1.4199
2000-03-20,0.5
2000-03-21,9.4527
2000-03-22,-0.3636
2000-03-23,-1.4599
2000-03-24,1.4815
2000-03-27,0.7299
2000-03-28,-0.9058
2000-03-29,-0.3656
2000-03-30,-0.9174
2000-03-31,5.1852
2000-04-03,0.3521
2000-04-04,-5.1754
2000-04-05,1.3518
2000-04-06,-1.6543999999999999
2000-04-07,0.1869
2000-04-10,0.0
2000-04-11,0.2799
2000-04-12,1.9535
2000-04-13,-3.2847
2000-04-14,-10.1887
2000-04-17,-2.1008
2000-04-18,0.6438
2000-04-19,7.5693
2000-04-20,2.9732
2000-04-24,-0.1925
2000-04-25,4.1466
2000-04-26,2.963
2000-04-27,-0.7194
2000-04-28,3.6231999999999998
2000-05-01,0.7867
2000-05-02,1.2142
2000-05-03,-0.7712
2000-05-04,-1.8135
2000-05-05,0.6157
2000-05-08,-4.8951
2000-05-09,-2.6654
2000-05-10,-2.1719
2000-05-11,0.7722
2000-05-12,-4.5977
2000-05-15,4.1165
2000-05-16,-1.2536
2000-05-17,-1.9531
2000-05-18,4.9801
2000-05-19,-3.7002
2000-05-22,-3.4483
