ticker,1683351D UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.1947
2000-01-04,-9.5833
2000-01-05,-3.0722
2000-01-06,0.7924
2000-01-07,12.5786
2000-01-10,3.352
2000-01-11,-8.6486
2000-01-12,-1.6272
2000-01-13,5.5639
2000-01-14,-1.567
2000-01-18,-2.4602
2000-01-19,2.3739
2000-01-20,8.8406
2000-01-21,-3.3289
2000-01-24,-8.8154
2000-01-25,4.0785
2000-01-26,-2.1771
2000-01-27,-3.8576
2000-01-28,6.0185
2000-01-31,3.3479
2000-02-01,-2.6761
2000-02-02,5.2097999999999995
2000-02-03,-2.8886
2000-02-04,-0.7082
2000-02-07,7.2753
2000-02-08,12.766
2000-02-09,-12.9717
2000-02-10,-4.336
2000-02-11,-9.4901
2000-02-14,13.928
2000-02-15,-0.9615
2000-02-16,0.0
2000-02-17,0.9709
2000-02-18,-0.6868
2000-02-22,-1.5213999999999999
2000-02-23,17.6966
2000-02-24,-4.2959
2000-02-25,-1.4963
2000-02-28,4.557
2000-02-29,-3.1477
2000-03-01,30.0
2000-03-02,-3.9423
2000-03-03,7.8078
2000-03-06,0.3714
2000-03-07,-3.9778000000000002
2000-03-08,-4.1426
2000-03-09,-6.7337
2000-03-10,3.3405
2000-03-13,-23.6705
2000-03-14,-9.8361
2000-03-15,3.4848
2000-03-16,5.4173
2000-03-17,-1.6667
2000-03-20,-6.7797
2000-03-21,-2.2727
2000-03-22,10.3876
2000-03-23,-4.3539
2000-03-24,-2.4963
2000-03-27,-0.1506
2000-03-28,1.5083
2000-03-29,-2.8232
2000-03-30,2.4465
2000-03-31,19.1045
2000-04-03,-3.3835
2000-04-04,-8.69
2000-04-05,0.2841
2000-04-06,8.2153
2000-04-07,4.1885
2000-04-10,-5.402
2000-04-11,-3.5857
2000-04-12,-0.5165
2000-04-13,1.4884
2000-04-14,-14.734
2000-04-17,13.28
2000-04-18,2.8249
2000-04-19,-8.3791
2000-04-20,-2.099
2000-04-24,-1.3783
2000-04-25,11.1801
2000-04-26,-8.9385
2000-04-27,3.5276
2000-04-28,7.2593
2000-05-01,0.2762
2000-05-02,-18.1818
2000-05-03,-6.9024
2000-05-04,4.1591
2000-05-05,2.0833
2000-05-08,-1.1905000000000001
2000-05-09,-0.1721
2000-05-10,-5.8621
2000-05-11,4.0293
2000-05-12,-2.1127
2000-05-15,0.3597
2000-05-16,8.6022
2000-05-17,-5.2805
2000-05-18,-1.7422
2000-05-19,2.305
2000-05-22,-1.9064
