ticker,RTY Index
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.4392
2000-01-04,-3.8299
2000-01-05,0.0933
2000-01-06,-0.736
2000-01-07,2.7571
2000-01-10,2.7737
2000-01-11,-1.8529
2000-01-12,-0.5213
2000-01-13,2.2951
2000-01-14,1.2819
2000-01-18,1.1461000000000001
2000-01-19,1.275
2000-01-20,1.4096
2000-01-21,1.2591999999999999
2000-01-24,-2.022
2000-01-25,-0.2861
2000-01-26,-0.0911
2000-01-27,-0.7766
2000-01-28,-2.3898
2000-01-31,-1.6520000000000001
2000-02-01,1.5251000000000001
2000-02-02,1.2203
2000-02-03,2.2873
2000-02-04,0.7564
2000-02-07,1.3084
2000-02-08,0.9607
2000-02-09,-0.2754
2000-02-10,1.1762
2000-02-11,-0.9261
2000-02-14,0.5232
2000-02-15,0.0508
2000-02-16,1.4003999999999999
2000-02-17,1.9484
2000-02-18,-2.2691
2000-02-22,-0.8534
2000-02-23,1.6316000000000002
2000-02-24,0.7785
2000-02-25,0.47
2000-02-28,0.1747
2000-02-29,3.6075
2000-03-01,1.8389
2000-03-02,-0.734
2000-03-03,2.4356
2000-03-06,0.5905
2000-03-07,-1.071
2000-03-08,-0.0913
2000-03-09,1.9184999999999999
2000-03-10,-0.3762
2000-03-13,-2.2557
2000-03-14,-2.9263
2000-03-15,-2.3915
2000-03-16,2.6892
2000-03-17,0.1007
2000-03-20,-4.4439
2000-03-21,0.6772
2000-03-22,3.3522
2000-03-23,0.4418
2000-03-24,0.0605
2000-03-27,-0.0872
2000-03-28,-2.5427999999999997
2000-03-29,-2.849
2000-03-30,-2.0899
2000-03-31,1.4085
2000-04-03,-4.2653
2000-04-04,-1.9413
2000-04-05,2.3722
2000-04-06,2.8411
2000-04-07,1.9337
2000-04-10,-4.4534
2000-04-11,-1.6423
2000-04-12,-3.271
2000-04-13,-0.8461
2000-04-14,-7.2288
2000-04-17,1.1703999999999999
2000-04-18,5.8614
2000-04-19,0.0549
2000-04-20,-0.9247
2000-04-24,-2.7458
2000-04-25,4.3731
2000-04-26,-0.9692
2000-04-27,2.1243
2000-04-28,2.3645
2000-05-01,2.518
2000-05-02,-2.6304
2000-05-03,-1.9138
2000-05-04,1.2755
2000-05-05,2.1848
2000-05-08,-2.4816
2000-05-09,-1.8439
2000-05-10,-3.3517
2000-05-11,3.2005
2000-05-12,0.3062
2000-05-15,1.3888
2000-05-16,1.6478000000000002
2000-05-17,-1.2357
2000-05-18,-1.7365
2000-05-19,-2.2984
