feature,feature_score
cash_2,0.02456367352347081
environment_4,0.026598429692779067
environment_8,0.01712376530113882
global_5,0.03677135257073623
growth_5,0.0421255621343887
growth_14,0.005845950987484986
kentucky_4,0.006492549415224881
marketing_15,0.014568369169156676
massachusetts_1,0.04235944322648308
members_2,0.02298986129015777
members_13,0.04323779205809643
million_10,0.026487741202170893
million_16,0.009141769519378154
money_14,0.0018604654535528888
travel_2,0.04852653650899875
elected,
services,
marketing_17,
earnings,
travel_9,
media,
money_1,
georgia_20,
short selling,
cash_11,
garden_18,
economics,
members_17,
oil,
law,
credit,
invest,
missouri,
opportunity_9,
carolina,
crisis,
money,
cash_16,
growth_13,
growth_18,
garden_13,
default,
college_11,
travel_1,
metals,
college_5,
train_2,
money_2,
college_1,
government,
derivatives,
garden_3,
travel_10,
arts,
happy,
rich,
world,
ohio,
markets,
growth_4,
train,
texas_16,
marketing_3,
money_10,
georgia_5,
cash_4,
members_15,
college_10,
travel_15,
million_8,
lifestyle,
travel_19,
council,
illinois_2,
cash_20,
case,
corporation,
kentucky_19,
stock market,
members_11,
money_15,
district,
members_12,
massachusetts_14,
pennsylvania,
growth_8,
investment,
chance,
college_9,
illinois_4,
kentucky_5,
travel_4,
money_18,
global_19,
movement,
illinois_1,
financial markets,
kentucky_8,
members_19,
cash,
movie,
train_18,
million_4,
train_19,
environment_2,
massachusetts_12,
opportunity_12,
profit,
georgia_6,
train_10,
texas_5,
republican,
cash_14,
georgia,
train_12,
georgia_18,
act,
million,
gains,
illinois_10,
texas_13,
labor,
million_12,
million_6,
million_11,
bank,
train_16,
global_7,
illinois_19,
global_16,
marketing_8,
train_9,
success,
sell,
environment_16,
kentucky_10,
kentucky_20,
cash_3,
virginia,
environment_1,
loss,
portfolio,
fine,
college,
members_18,
college_20,
kitchen,
kentucky_12,
wisconsin,
travel_14,
conflict,
tennessee,
growth_20,
inc,
money_11,
opportunity_19,
million_17,
bubble,
travel_17,
companies,
money_7,
political,
college_19,
dividend,
travel_12,
ore,
growth_7,
housing,
marketing_1,
washington,
train_15,
georgia_2,
georgia_8,
million_15,
police,
stocks,
health,
marketing_6,
georgia_17,
marketing_10,
garden_19,
kentucky_16,
dow jones,
massachusetts_4,
democratic,
crash,
travel_18,
growth_2,
growth_3,
leverage,
gold,
massachusetts_10,
stats,
party,
illinois_5,
travel_6,
train_8,
project,
travel,
gain,
environment_10,
illinois_17,
fed,
economic,
texas_12,
growth_6,
illinois_13,
opportunity_2,
train_14,
garden_1,
train_7,
money_8,
travel_5,
texas,
target_return,
money_3,
debt,
marketing_13,
kentucky_11,
environment_9,
community,
