feature,feature_score
buy_9,3.589859425896264e-07
buy_10,0.00012579851537318108
buy_17,0.011985813811200431
buy_20,0.00014205294654357194
default_3,6.3096722847475e-05
default_6,0.000475122635734308
default_7,0.001133254837910824
default_12,0.0006177480729759648
dividend_4,0.027591606826499613
founded_8,0.027234922368216098
investment_1,0.0011104246642126563
investment_14,0.02095902676477987
ministry_1,0.0009994187259385813
restaurant_9,0.014885171394029345
restaurant_10,0.002180376772367217
restaurant_14,0.01356124426868265
restaurant_20,3.996443917261845e-06
unemployment_19,0.029577172559251744
union_4,0.00025180338897055687
world_2,0.034660709245968556
world_3,
world_10,
union_14,
elected,
services,
religion_16,
happy_11,
court,
earnings,
media,
service,
trader,
buy_16,
buy_5,
leverage_3,
global,
short selling,
short sell,
ministry_4,
unemployment_13,
unemployment_16,
ministry_16,
security,
founded_18,
union_2,
votes,
union_7,
economics,
world_14,
restaurant_3,
oil,
union_10,
war,
legal_10,
opportunity,
law,
credit,
union_18,
religion_19,
dividend_8,
invest,
missouri,
wisconsin_7,
energy,
social,
council_12,
unemployment_11,
food,
carolina,
revenue,
crisis,
wisconsin_9,
default_20,
money,
banking,
council_2,
dividend_2,
wisconsin_8,
ministry_2,
county,
dividend_15,
unemployment_7,
unemployment_9,
restaurant_7,
default,
happy_13,
ministry_15,
unemployment_18,
union,
happy_17,
metals,
wisconsin_2,
happy_5,
religion_13,
buy_13,
default_1,
restaurant_4,
government,
derivatives,
market,
transaction,
world_5,
restaurant_19,
representatives,
ministry_18,
union_19,
arts,
council_16,
council_1,
leverage_4,
ministry_7,
happy_18,
happy,
leverage_17,
religion_1,
rich,
world,
dividend_1,
council_11,
founded_10,
happy_3,
ohio,
dividend_20,
leverage_8,
union_20,
investment_6,
markets,
leverage_20,
train,
dividend_10,
buy_6,
world_18,
legal_19,
forex,
wisconsin_14,
ministry,
union_8,
ministry_17,
founded_4,
lifestyle,
wisconsin_16,
council,
investment_13,
dividend_11,
case,
corporation,
union_5,
cancer,
investment_3,
buy_15,
dividend_13,
happy_2,
stock market,
business,
council_4,
union_15,
district,
unemployment_2,
holiday,
restaurant_1,
unemployment_1,
garden,
world_16,
religion_14,
dividend_3,
leverage_19,
pennsylvania,
founded_17,
return,
investment,
chance,
default_18,
investment_12,
president,
council_9,
religion_6,
leverage_5,
happy_14,
founded_5,
investment_18,
movement,
unemployment_15,
buy_3,
investment_19,
ministry_12,
financial markets,
investment_5,
cash,
movie,
legal_13,
rare earths,
council_3,
restaurant_18,
investment_8,
dividend_17,
wisconsin_17,
development,
served,
default_4,
council_13,
unemployment_17,
restaurant_12,
buy_4,
profit,
religion_10,
wisconsin_6,
legal_2,
ministry_11,
founded_9,
legal_5,
republican,
leverage_12,
georgia,
act,
million,
happy_10,
unemployment,
leverage_14,
gains,
council_10,
council_17,
legal_12,
leverage_9,
council_19,
labor,
ministry_5,
world_8,
ministry_13,
bank,
founded_11,
world_1,
dividend_19,
happy_15,
dividend_16,
illinois,
happy_12,
legal_1,
success,
buy_19,
sell,
wisconsin_12,
default_2,
rights,
unemployment_4,
buy_7,
religion_9,
investment_7,
founded_19,
religion_3,
virginia,
legal_7,
legal_4,
unemployment_10,
buy_14,
loss,
portfolio,
fine,
unemployment_12,
investment_4,
default_14,
buy_1,
dividend_6,
council_5,
union_13,
college,
founded_1,
leverage_1,
dividend_14,
committee,
restaurant_6,
council_8,
seats,
founded_14,
governor,
kitchen,
wisconsin,
dividend_12,
religion_2,
religion_17,
investment_17,
conflict,
restaurant_15,
elections,
tennessee,
happy_19,
inc,
legal_20,
union_3,
default_8,
investment_9,
world_4,
bubble,
leverage_11,
companies,
political,
world_17,
investment_10,
dividend,
council_14,
office,
union_1,
legal_6,
ore,
housing,
society,
religion_18,
washington,
wisconsin_20,
happy_9,
founded_6,
inflation,
ministry_20,
wisconsin_5,
leverage_16,
restaurant_11,
legal_11,
default_10,
police,
stocks,
nyse,
health,
founded_12,
ministry_14,
investment_16,
happy_20,
restaurant_2,
dow jones,
democratic,
crash,
founded_16,
legal_9,
leverage_7,
default_13,
culture,
leverage,
gold,
stats,
party,
buy_12,
default_15,
project,
travel,
gain,
happy_16,
founded_3,
fed,
religion,
founded_20,
economic,
marketing,
ministry_10,
default_5,
world_20,
election,
restaurant_17,
union_9,
happy_7,
massachusetts,
religion_5,
religion_20,
texas,
target_return,
wisconsin_15,
buy_2,
legal_15,
debt,
leverage_15,
default_17,
union_17,
dividend_5,
wisconsin_3,
happy_6,
community,
wisconsin_1,
wisconsin_18,
world_19,
world_9,
financial,
investment_20,
management,
greed,
ministry_19,
default_11,
