feature,feature_score
elections_2,0.011537984572450078
fond_2,0.02033344945840355
forex_7,0.0043244251788066975
forex_19,0.027778947944559783
governor_12,0.0014511283003755422
lifestyle_12,0.002917599566003275
members_10,0.03654813521752696
short_sell_3,0.032140689783816144
pennsylvania,
senate_14,
home,
fine,
committee_11,
carolina,
consumption_12,
illinois,
investment,
virginia,
health_2,
court_2,
rich_15,
rich_16,
society_19,
leverage,
president,
opportunity_18,
forex_17,
case,
project_9,
county,
consumption_20,
society_10,
members_16,
environment,
bubble,
train_12,
elections_1,
lifestyle_4,
consumption_9,
money,
movement_2,
movement_8,
buy,
health_8,
forex_15,
culture_18,
college,
rich_7,
health_14,
court_12,
crash,
governor_7,
senate_11,
legal,
elected,
opportunity_1,
committee_19,
train_10,
derivatives,
fond_14,
movement_5,
management,
committee_12,
services,
opportunity_13,
health_3,
governor_6,
court_13,
short_sell_12,
committee_10,
short_sell_15,
health_18,
committee,
committee_18,
rich,
governor_10,
society_17,
short_sell_16,
dividend,
opportunity_20,
culture,
consumption_3,
members_13,
short_sell_13,
movement_10,
lifestyle_17,
court_5,
trader_13,
culture_19,
million,
project_11,
portfolio,
rich_5,
rich_17,
committee_5,
project_18,
project_14,
security,
police,
forex_5,
movement_4,
lifestyle_11,
movement_7,
society_2,
senate_12,
project_8,
marketing,
marketing_4,
fond_4,
trader_16,
court_1,
culture_14,
wisconsin,
project_12,
products,
party,
short_sell_19,
court_18,
happy,
success,
short sell,
movement_9,
court_8,
marketing_5,
present,
elections_4,
trader_6,
votes,
elections_3,
members_15,
growth,
members_17,
fond_15,
marketing_1,
trader_17,
senate,
district,
movement_12,
marketing_14,
train_5,
return,
labor,
fond_5,
elections_20,
society_20,
consumption_10,
garden,
marketing_10,
senate_18,
political,
conflict,
marketing_12,
trader_9,
train_18,
bank,
default,
society,
fond_12,
opportunity_8,
bonds,
consumption_18,
governor_17,
consumption_19,
marketing_15,
society_8,
movement_1,
trader_20,
democratic,
committee_1,
governor_9,
loss,
health_1,
marketing_2,
elections_10,
secretary,
committee_14,
culture_13,
governor_18,
fond_10,
dow jones,
lifestyle_5,
train_4,
act,
train_1,
society_13,
court_6,
members_12,
project_6,
short_sell_2,
fond,
consume,
committee_17,
credit,
firm,
development,
culture_5,
members_18,
senate_17,
oil,
movement_11,
project_20,
lifestyle_13,
cash,
marketing_11,
senate_9,
society_11,
trader_5,
