date,act,return,election,party,earnings,stock,investment,hedge,york,movie,arts,trader,metals,war,loss,police,kitchen,georgia,gain,chance,water,president,returns,ring,present,holiday,conty,judge,ministry,environment,sell,crash,federal,members,society,world,dow jones,kentucky,nasdaq,district,elections,restaurant,opportunity,lifestyle,council,success,william,voter,democratic,market,legal,nyse,vermount,votes,politics,revenue,union,DOW JONES,inflation,illinois,fond,conflict,economy,forex,dividend,unemployment,home,law,elected,cash,growth,rich,fine,travel,money,profit,rights,winsconsin,carolina,pennsylvania,earths,senate,train,transaction,house,crisis,leverage,justice,debt,texas,consumption,derivatives,selling,happy,committee,buy,markets,tourism,energy,economics,notability,rare,cancer,government,seats,BUY AND HOLD,health,college,court,housing,republican,massachusetts,portfolio,secretary,bubble,missouri,gains,garden,default,minister,tennessee,political,washington,virginia,consume,ohio,movement,color,short,fed,risk,food,invest,ore,oil,credit,stats,representatives,freedom,case,bonds,gold,stocks,fun,headlines,financial,governor,office,car,culture,security,religion,greed,labor,marriage,finance,served,banking
2015-12-13,3,3,0,6,0,6,1,0,12,32,2,1,0,7,2,5,4,4,1,1,12,3,1,4,1,8,0,1,0,1,3,1,5,1,2,16,1,2,0,5,0,8,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,1,0,4,0,1,1,0,0,1,25,6,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,18,1,0,2,1,15,0,0,1,7,0,19,0,0,5,1,0,1,4,2,1,0,10,17,6,2,3,1,0,1,1,3,0,5,1,0,2,1,8,5,0,12,1,7,5,1,1,13,0,0,8,15,2,0,1,6,1,7,1,3,0,3,0,15,18,1,5,1,0,2,1,3,0,2
2015-12-20,2,3,0,5,0,5,1,0,12,43,1,1,0,5,2,4,4,5,1,1,11,2,1,4,1,11,0,1,0,0,3,2,5,1,2,15,0,2,0,3,0,9,0,0,1,0,2,0,2,8,2,0,0,0,0,0,9,0,0,4,0,0,0,0,0,1,26,4,0,3,1,1,1,4,7,0,1,0,6,2,0,0,5,0,18,0,0,1,1,14,0,0,1,8,0,23,0,0,3,0,0,1,3,1,1,0,7,14,4,1,1,1,0,1,1,3,0,5,1,0,3,1,8,5,0,11,1,6,6,1,1,15,0,0,8,15,2,0,1,6,0,7,1,3,0,2,0,13,18,1,4,1,0,1,1,2,0,2
2015-12-27,2,3,0,7,0,5,1,0,13,45,1,1,0,5,3,5,5,6,1,1,13,2,1,4,0,6,0,1,0,0,3,1,5,1,2,16,0,2,0,3,0,11,0,0,1,0,2,0,0,7,2,0,0,0,0,1,10,0,0,4,0,0,0,0,0,2,30,5,0,3,1,1,1,4,7,0,1,0,7,2,0,0,4,0,20,0,0,1,1,19,0,0,1,14,0,18,0,0,3,0,0,1,4,1,1,0,8,18,5,2,1,1,0,1,1,4,0,6,1,0,3,0,8,5,0,14,1,7,6,1,1,15,0,0,9,17,2,0,1,6,0,7,1,3,0,3,0,13,20,1,5,1,0,1,2,2,0,2
2016-01-03,3,3,0,7,0,8,1,0,12,32,2,1,0,6,3,5,4,5,1,1,13,3,1,3,1,3,0,1,0,0,3,1,5,1,2,15,1,2,0,6,0,10,0,0,1,1,3,0,0,7,2,0,0,0,0,1,10,1,0,5,0,0,1,0,0,2,28,7,0,3,1,2,1,4,8,1,1,0,6,2,0,0,4,0,19,1,0,2,1,17,0,0,1,6,0,16,0,0,5,0,0,1,4,2,1,0,11,19,6,2,1,1,0,1,1,3,0,5,1,0,3,1,8,5,0,13,1,7,6,1,1,14,0,0,10,17,2,0,1,6,1,7,1,3,0,4,0,15,20,1,5,1,0,2,2,3,0,2
2016-01-10,3,3,0,6,0,8,1,0,12,30,2,1,0,6,3,5,4,5,1,1,13,3,1,3,1,2,0,1,0,1,3,2,5,1,2,15,1,2,0,5,0,10,0,0,1,1,3,0,1,7,2,0,0,0,1,1,12,1,0,5,0,0,1,0,0,2,26,6,0,4,1,1,1,4,8,1,1,0,6,2,0,0,4,0,19,1,0,2,1,18,0,0,1,6,0,15,0,0,5,0,0,1,7,2,1,0,11,19,6,2,3,1,0,1,1,3,0,5,1,0,3,1,9,5,0,13,1,7,5,1,1,14,0,0,10,16,2,0,1,6,1,6,1,3,0,3,1,14,19,1,5,1,0,2,2,3,0,2
2016-01-17,3,3,0,6,0,8,1,0,12,32,2,1,0,6,3,5,5,5,1,1,15,3,1,4,1,3,0,1,0,1,3,2,5,1,2,15,1,2,0,5,0,10,0,0,1,1,3,0,2,8,2,0,0,0,1,1,9,1,0,4,0,0,1,0,0,2,27,6,0,3,1,1,1,4,8,1,2,0,8,2,0,0,4,0,19,1,0,2,1,16,0,0,1,6,0,13,1,0,5,1,0,1,5,2,1,0,11,18,6,2,1,1,0,1,1,3,0,5,1,0,3,1,9,5,0,12,1,7,5,1,1,14,0,0,10,15,2,0,1,6,1,7,1,3,0,3,1,13,20,1,5,1,0,2,2,3,0,2
2016-01-24,3,4,1,6,1,8,1,0,11,29,2,1,0,6,3,5,4,5,1,1,14,3,1,4,1,2,0,1,0,1,3,1,6,1,2,15,1,2,0,6,0,10,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,1,0,4,0,0,1,0,0,2,27,7,0,3,1,1,1,4,8,1,2,0,9,2,0,0,4,0,19,1,0,2,1,16,0,0,1,6,0,13,0,0,5,1,0,1,4,3,1,0,12,18,6,2,2,1,0,1,1,3,0,5,1,0,3,1,8,5,0,13,1,7,5,1,1,14,0,0,10,16,2,0,1,6,1,7,1,3,0,4,1,14,20,1,5,1,0,2,2,3,0,2
2016-01-31,4,5,1,7,0,8,1,0,11,28,2,1,0,7,3,5,4,5,1,1,14,4,1,4,1,2,0,1,0,1,3,2,6,1,2,15,1,2,0,5,0,10,0,0,1,1,3,1,3,7,2,0,0,0,1,1,10,1,0,4,0,0,1,0,0,2,26,7,0,3,1,1,3,4,8,1,2,0,7,2,0,0,4,0,19,1,0,2,1,17,0,0,1,6,0,13,0,0,5,1,0,1,5,3,1,0,11,17,6,2,3,2,0,1,1,3,0,5,1,0,3,1,8,5,0,13,1,7,5,1,1,15,0,0,10,16,2,0,1,6,1,6,1,3,0,4,0,14,20,1,5,1,0,2,2,3,0,2
2016-02-07,3,4,1,7,0,8,1,0,11,29,2,1,0,7,3,5,4,5,1,1,14,4,1,4,1,3,0,1,0,1,3,1,6,1,2,16,1,2,0,5,0,11,0,0,1,1,3,0,3,7,2,0,0,0,1,1,10,1,0,4,0,0,1,0,0,2,25,7,0,3,1,1,1,4,8,1,2,0,9,2,0,1,3,0,19,1,0,2,1,16,0,0,1,7,0,14,0,0,5,1,0,1,4,3,1,0,11,16,7,2,4,2,0,1,1,3,0,5,1,0,3,1,8,5,0,13,1,7,5,1,1,14,0,0,10,16,2,0,1,6,1,7,1,3,0,4,1,13,21,1,5,1,0,2,2,3,0,2
2016-02-14,4,3,1,7,0,7,1,0,11,32,2,1,0,7,3,5,4,5,1,1,14,4,1,4,1,3,0,2,0,1,2,2,6,1,2,15,1,2,0,5,0,11,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,1,0,4,0,0,1,0,0,2,26,7,0,3,1,1,1,4,7,1,2,0,9,2,0,1,4,0,20,1,0,4,2,17,0,0,1,9,0,14,0,0,5,0,0,1,5,2,1,0,11,16,9,2,3,1,0,1,1,3,0,6,1,0,3,1,8,5,0,13,1,7,5,1,1,15,0,0,10,16,2,0,2,6,1,7,1,3,0,3,1,14,22,1,5,1,0,2,2,3,0,2
2016-02-21,4,3,2,7,0,7,1,0,11,28,2,1,0,7,3,5,5,5,1,1,14,4,1,3,1,2,0,1,0,1,3,2,5,1,3,15,1,3,0,5,1,10,0,0,1,1,3,0,2,7,2,0,0,0,1,1,10,1,0,5,0,0,1,0,0,1,27,7,0,3,1,1,1,4,7,1,2,0,9,2,0,1,3,0,23,1,0,2,1,18,0,0,1,6,0,14,0,0,5,1,0,1,5,3,1,0,11,16,7,2,6,2,0,1,1,3,0,6,1,0,3,2,8,5,0,13,1,7,5,1,1,15,0,0,10,15,2,0,1,6,1,7,1,3,0,3,1,14,21,1,5,1,0,2,2,3,0,2
2016-02-28,4,3,4,8,0,7,1,0,11,27,2,1,0,7,3,5,4,5,1,1,14,5,1,3,1,2,0,1,0,1,2,2,5,1,2,15,1,3,0,5,1,10,0,0,1,1,3,1,3,7,2,0,0,1,1,1,10,1,0,5,0,0,1,0,0,1,27,7,0,3,1,1,1,4,7,1,2,0,7,2,0,1,3,0,25,1,0,2,1,18,0,0,1,6,0,13,0,0,5,1,0,1,5,2,1,0,11,16,6,2,7,2,0,1,1,3,0,6,1,0,3,2,8,6,0,14,1,7,5,1,1,15,0,0,9,16,2,0,1,6,1,7,1,3,0,4,1,13,22,1,5,1,0,2,2,3,0,2
2016-03-06,3,3,3,7,0,7,1,0,12,26,2,1,0,8,3,5,4,5,1,1,15,4,1,3,1,2,0,1,0,1,3,1,5,1,2,15,1,3,0,5,1,10,0,0,1,1,3,0,5,7,2,0,0,0,1,1,10,1,0,5,0,0,1,0,0,1,27,7,0,3,1,1,1,4,7,1,2,0,6,2,0,1,4,0,22,1,0,2,1,17,0,0,1,6,0,14,0,0,5,1,0,1,5,2,1,0,11,16,6,2,6,2,0,1,1,3,0,6,1,0,3,2,8,5,0,14,1,7,5,1,1,15,0,0,10,16,2,0,1,6,1,7,1,3,0,3,1,13,21,1,5,1,0,2,2,2,0,2
2016-03-13,3,3,4,8,0,7,1,0,12,27,2,1,0,7,3,5,4,5,1,1,14,4,1,3,1,3,0,1,0,1,2,2,5,1,2,16,1,3,0,5,1,10,0,0,1,1,3,1,4,7,2,0,0,0,1,1,9,1,0,6,0,0,1,0,0,1,27,6,0,3,1,1,1,4,7,1,2,0,6,2,0,1,4,0,21,1,0,2,1,17,0,0,1,7,0,13,0,0,5,0,0,1,4,2,1,0,10,17,7,2,6,2,0,1,1,5,0,6,1,0,3,2,8,6,0,16,1,7,5,1,1,15,0,0,9,15,2,0,1,6,1,7,1,4,0,3,1,13,21,1,5,1,0,2,2,2,0,2
2016-03-20,3,3,3,7,0,7,1,0,12,29,2,1,0,7,3,5,4,5,1,1,14,3,1,3,1,3,0,1,0,1,2,2,5,1,2,16,1,3,0,5,0,10,0,0,1,1,3,0,3,8,2,0,0,0,1,1,10,1,0,4,0,0,1,0,0,1,27,6,0,3,1,1,1,4,7,1,1,0,6,2,0,0,4,0,21,1,0,3,1,17,0,0,1,7,0,13,0,0,4,0,0,1,4,2,1,0,10,16,6,2,3,2,0,1,1,3,0,6,1,0,3,1,9,5,0,13,1,7,5,1,1,16,0,0,9,16,2,0,1,6,1,6,1,3,0,3,1,13,21,1,5,1,0,2,2,2,0,2
2016-03-27,3,3,2,7,0,7,1,0,12,28,2,2,0,7,3,5,5,5,1,1,15,3,1,3,1,3,0,1,0,1,3,2,5,1,2,16,1,2,0,5,0,10,0,0,1,1,3,0,3,7,2,0,0,0,1,1,10,1,0,5,0,0,1,0,0,1,28,7,0,3,1,1,1,4,7,1,1,0,6,2,0,0,4,0,21,1,0,3,1,17,0,0,1,8,0,13,0,0,4,0,0,1,4,2,1,0,11,17,6,2,2,2,0,1,1,3,0,6,1,0,3,1,9,6,0,13,1,7,5,1,1,15,0,0,9,16,2,0,1,6,1,6,1,3,0,3,1,14,21,1,5,1,0,2,2,3,0,2
2016-04-03,4,3,2,7,0,7,1,0,13,26,2,1,0,7,3,5,5,5,1,1,15,3,1,3,1,2,0,1,0,1,3,2,5,1,3,16,1,2,0,5,0,10,0,0,1,1,3,0,3,7,2,0,0,0,1,1,10,1,0,4,0,0,1,0,0,1,28,7,0,3,1,1,1,4,7,1,2,0,7,2,0,0,4,0,20,1,0,2,1,17,0,0,1,6,0,13,0,0,5,0,0,1,4,2,1,0,11,17,6,2,2,2,0,1,1,3,0,7,1,0,3,1,9,5,0,14,1,7,5,1,1,16,0,0,9,16,2,0,1,6,1,6,1,3,0,3,1,13,21,1,5,1,0,2,2,3,0,2
2016-04-10,4,4,1,7,0,7,1,0,13,27,2,1,0,9,3,5,4,5,1,1,15,3,1,3,1,2,0,1,0,1,3,2,6,1,2,15,1,2,0,5,0,10,0,0,1,1,3,0,3,8,2,0,0,0,1,1,10,1,0,5,0,0,1,0,0,1,29,7,0,3,2,1,1,4,8,1,2,0,6,2,0,0,4,0,20,1,0,2,1,17,0,0,1,6,0,13,0,0,5,1,0,1,5,2,1,0,11,16,6,2,2,2,0,1,1,3,0,7,1,0,3,1,8,5,0,13,1,7,5,1,1,15,0,0,9,16,2,0,1,6,1,7,1,3,0,4,1,13,21,1,5,1,0,2,2,3,0,2
2016-04-17,4,3,2,7,1,7,1,0,18,26,2,1,0,8,3,5,4,5,1,1,15,3,1,3,1,2,0,1,0,1,3,2,5,1,2,15,1,3,0,5,0,10,0,0,1,1,4,0,3,8,2,0,0,0,1,1,10,1,0,4,0,0,1,0,0,1,28,7,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,20,1,0,2,1,18,0,0,1,6,0,13,0,0,5,0,0,1,4,2,1,0,11,15,6,2,2,1,0,1,1,3,0,7,1,0,3,1,9,5,0,14,1,7,5,1,1,15,0,0,9,15,2,0,1,6,1,6,1,3,0,3,0,13,21,1,5,1,0,2,2,3,0,2
