date,act,return,election,party,earnings,stock,investment,hedge,york,movie,arts,trader,metals,war,loss,police,kitchen,georgia,gain,chance,water,president,returns,ring,present,holiday,conty,judge,ministry,environment,sell,crash,federal,members,society,world,dow jones,kentucky,nasdaq,district,elections,restaurant,opportunity,lifestyle,council,success,william,voter,democratic,market,legal,nyse,vermount,votes,politics,revenue,union,DOW JONES,inflation,illinois,fond,conflict,economy,forex,dividend,unemployment,home,law,elected,cash,growth,rich,fine,travel,money,profit,rights,winsconsin,carolina,pennsylvania,earths,senate,train,transaction,house,crisis,leverage,justice,debt,texas,consumption,derivatives,selling,happy,committee,buy,markets,tourism,energy,economics,notability,rare,cancer,government,seats,BUY AND HOLD,health,college,court,housing,republican,massachusetts,portfolio,secretary,bubble,missouri,gains,garden,default,minister,tennessee,political,washington,virginia,consume,ohio,movement,color,short,fed,risk,food,invest,ore,oil,credit,stats,representatives,freedom,case,bonds,gold,stocks,fun,headlines,financial,governor,office,car,culture,security,religion,greed,labor,marriage,finance,served,banking
2015-07-19,2,2,0,7,1,7,1,0,12,32,2,1,0,5,3,5,4,5,1,1,17,2,1,3,0,3,0,1,0,0,3,2,5,1,2,18,1,2,0,5,0,10,0,0,1,1,3,0,0,7,2,0,0,0,0,1,11,1,0,5,0,0,1,0,0,1,28,6,0,3,1,2,1,4,7,1,1,0,6,2,0,0,5,0,19,0,0,2,1,18,0,0,1,6,0,15,0,0,4,0,0,1,4,2,1,0,10,15,6,2,1,2,0,1,1,3,0,6,1,0,3,1,9,6,0,14,1,6,4,1,1,15,0,0,8,17,1,0,1,6,1,8,1,4,0,4,0,14,22,1,5,1,0,3,2,3,0,2
2015-07-26,2,2,0,7,0,6,1,0,13,32,2,1,0,4,3,6,4,5,1,1,17,2,1,3,0,3,0,1,0,0,3,2,5,1,2,17,1,2,0,5,0,10,0,0,1,1,3,0,0,8,2,0,0,0,0,1,11,1,0,5,0,0,1,0,0,1,28,5,0,3,1,2,1,4,7,1,1,0,6,2,0,0,4,0,19,0,0,2,1,18,0,0,1,6,0,15,0,0,4,0,0,1,4,1,1,0,10,15,6,2,1,2,0,1,1,3,0,6,1,0,3,1,9,6,0,15,1,6,4,1,1,14,0,0,8,17,2,0,1,5,0,7,1,3,0,4,0,14,22,1,5,1,0,3,2,3,0,2
2015-08-02,2,2,0,7,0,6,1,0,12,31,2,1,0,4,3,6,4,5,1,1,16,3,0,3,0,3,0,1,0,0,2,2,5,1,2,16,0,2,0,6,0,10,0,0,1,1,3,0,1,7,2,0,0,0,0,1,11,1,0,5,0,0,1,0,0,1,27,5,0,3,1,2,1,4,7,1,1,0,6,2,0,0,4,0,19,0,0,2,1,18,0,0,1,6,0,15,0,0,4,0,0,1,4,2,1,0,10,16,6,2,6,2,0,1,1,3,0,6,1,0,3,1,9,6,0,15,1,7,4,1,1,14,0,0,9,18,1,0,1,5,0,6,1,3,0,4,1,15,21,1,5,1,0,3,2,3,0,2
2015-08-09,2,2,0,7,0,6,1,0,13,31,2,1,0,5,3,5,4,5,1,1,16,2,1,3,0,3,0,1,0,0,3,2,5,1,2,16,1,2,0,6,0,10,0,0,1,1,3,0,0,7,2,0,0,0,0,1,11,1,0,5,0,0,1,0,0,1,28,6,0,3,1,1,1,4,7,1,1,0,6,2,0,0,4,0,19,0,0,2,1,18,0,0,1,6,0,15,0,0,4,0,0,1,4,2,1,0,10,17,6,2,1,2,0,1,1,3,0,5,1,0,3,1,9,6,0,15,1,7,5,1,1,15,0,0,9,17,2,0,1,5,0,6,1,3,0,4,0,15,21,1,6,1,0,3,2,3,0,2
2015-08-16,2,2,0,6,0,7,1,0,13,31,2,1,0,5,3,5,4,5,1,1,15,3,0,3,0,2,0,1,0,0,3,2,5,1,2,17,1,2,0,6,0,10,0,0,1,1,3,0,0,8,2,0,0,0,0,1,10,1,0,5,0,0,1,0,0,1,27,6,0,3,1,1,1,4,7,1,1,0,6,2,0,0,4,0,18,0,0,2,1,17,0,0,1,6,0,15,0,0,4,0,0,1,4,2,1,0,10,19,6,2,1,2,0,1,1,3,0,5,1,0,3,1,10,6,0,14,1,6,4,1,1,14,0,0,9,17,2,0,1,5,0,6,1,3,0,4,0,14,21,1,5,1,0,4,2,3,0,2
2015-08-23,3,2,0,6,0,12,1,0,13,27,2,1,0,6,3,5,4,5,1,1,14,3,1,3,1,2,0,1,0,1,3,3,5,1,2,18,3,2,0,6,0,9,0,0,1,1,3,0,0,10,2,0,0,0,0,1,11,3,0,4,0,0,1,0,0,1,27,6,0,3,1,1,1,4,7,1,1,0,6,2,0,0,5,0,18,0,0,2,1,17,0,0,1,6,0,15,1,0,4,1,0,1,4,2,1,0,11,21,6,2,1,2,0,1,1,3,0,5,1,0,3,1,9,10,0,14,1,7,4,1,1,14,0,0,9,17,2,0,1,6,1,6,1,3,0,4,0,15,20,1,5,1,0,6,2,4,0,2
2015-08-30,3,2,0,7,0,7,1,0,12,26,2,1,0,7,2,6,4,6,1,1,14,4,0,3,1,3,0,1,0,1,2,2,5,1,3,17,2,3,0,6,0,9,0,0,1,1,3,0,0,8,2,0,0,0,0,1,10,2,0,5,0,0,1,0,0,1,27,6,0,3,1,1,1,4,7,1,1,0,6,2,0,0,4,0,17,1,0,2,1,18,0,0,1,6,0,14,1,0,4,1,0,1,4,2,1,0,11,23,6,2,1,2,0,1,1,3,0,5,1,0,3,1,9,6,0,14,1,7,4,1,1,14,0,0,9,17,2,0,1,6,1,6,1,4,0,4,0,14,20,1,5,1,0,8,2,3,0,2
2015-09-06,3,2,0,7,0,6,1,0,12,28,2,1,0,7,2,5,4,6,1,1,14,3,0,3,1,3,0,1,0,1,2,2,5,1,2,17,1,3,0,5,0,8,0,0,1,1,3,0,0,7,2,0,0,0,0,1,10,1,0,4,0,1,1,0,0,1,26,6,0,3,1,1,1,4,7,1,1,0,6,2,0,0,4,0,18,1,0,2,1,18,0,0,1,6,0,14,0,0,4,1,0,1,4,2,1,0,10,22,6,2,1,2,0,1,1,3,0,5,1,0,3,1,8,7,0,17,1,7,5,1,1,14,0,0,8,15,2,0,1,6,1,6,1,3,0,3,0,13,19,1,5,1,0,10,2,3,0,2
2015-09-13,4,3,0,7,0,6,1,0,13,26,2,1,0,7,2,5,3,6,1,1,13,3,1,3,1,3,0,1,0,1,2,2,5,1,3,16,1,3,0,6,0,8,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,1,0,5,0,1,1,0,0,1,25,6,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,17,1,0,2,1,18,0,0,1,7,0,13,0,0,5,1,0,1,5,3,1,0,11,21,6,2,5,2,0,1,1,3,0,5,1,0,4,1,8,5,0,14,1,7,5,1,1,14,0,0,8,15,2,0,1,6,1,6,1,3,0,4,1,13,19,1,5,1,0,2,2,3,0,2
2015-09-20,4,3,0,8,0,6,1,0,13,26,2,1,0,6,3,5,4,6,1,1,13,3,1,3,1,3,0,1,0,1,2,2,5,1,3,17,1,3,0,5,0,8,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,1,0,4,0,1,1,0,0,1,25,6,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,18,1,0,2,1,18,0,0,1,7,0,13,0,0,5,1,0,1,5,3,1,0,11,21,6,2,1,2,0,1,1,3,0,5,1,0,4,1,10,6,0,14,1,7,5,1,1,14,0,0,8,15,2,0,1,6,1,6,1,3,0,4,0,13,20,2,5,2,0,2,2,3,0,2
2015-09-27,4,3,0,8,0,6,1,0,13,26,2,1,0,6,3,5,4,6,1,1,15,3,0,3,1,3,0,1,0,1,2,2,5,1,3,17,1,2,0,5,0,8,0,0,1,1,3,0,0,7,2,0,0,0,1,1,10,1,0,5,0,1,1,0,0,1,25,7,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,18,1,0,2,1,18,0,0,1,7,0,13,0,0,5,1,0,1,6,4,1,0,11,22,6,2,1,2,0,1,1,3,0,5,1,0,3,1,9,6,0,14,1,7,5,1,1,14,0,0,8,16,2,0,1,6,1,6,1,3,0,4,0,13,19,1,5,1,0,2,2,3,0,2
2015-10-04,4,3,0,9,0,6,1,0,13,26,2,1,0,6,3,5,4,6,1,1,14,3,1,3,1,3,0,1,0,1,2,2,5,1,3,17,1,2,0,6,0,8,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,1,0,4,0,1,1,0,0,1,25,6,0,3,1,1,1,4,7,1,2,0,8,2,0,0,4,0,19,1,0,2,1,20,0,0,1,7,0,13,0,0,5,1,0,1,6,3,1,0,11,21,6,2,1,2,0,1,1,3,0,5,1,0,4,1,9,6,0,14,1,7,5,1,1,14,0,0,8,16,2,0,1,6,1,6,1,3,0,4,0,14,19,2,5,1,0,2,2,3,0,2
2015-10-11,4,3,1,9,0,6,1,0,13,26,2,1,0,6,3,5,3,5,1,1,13,3,1,3,1,4,0,1,0,1,2,2,5,1,3,18,1,3,0,5,0,9,0,0,1,1,3,0,6,7,2,0,0,0,1,1,10,1,0,4,0,1,1,0,0,1,26,6,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,19,1,0,2,1,19,0,0,1,7,0,13,0,0,5,1,0,1,5,3,1,0,11,20,6,2,1,2,0,1,1,3,0,5,1,0,3,1,8,5,0,13,1,7,4,1,1,14,0,0,8,15,2,0,1,6,1,6,1,3,0,3,0,13,19,1,5,1,0,2,2,3,0,2
2015-10-18,4,3,1,10,0,6,1,0,13,27,2,1,0,6,3,5,3,5,1,1,13,3,0,3,1,3,0,1,0,1,2,2,5,1,3,19,1,2,0,5,0,8,0,0,1,1,3,0,1,6,2,0,0,0,1,1,10,1,0,4,0,1,1,0,0,1,25,6,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,19,1,0,2,1,17,0,0,1,6,1,13,0,0,5,1,0,1,5,3,1,0,11,21,6,2,1,1,0,1,1,3,0,5,1,0,3,1,8,5,0,14,1,7,4,1,1,14,0,0,8,15,2,0,1,6,1,6,1,4,0,3,0,13,19,1,5,1,0,2,2,3,0,2
2015-10-25,4,3,1,13,1,6,1,0,13,27,2,1,0,6,3,6,3,5,1,1,12,3,1,3,1,3,0,1,0,1,2,2,5,1,3,24,1,3,0,5,1,8,0,0,1,1,3,0,1,6,2,0,0,0,1,1,10,1,0,4,0,1,1,0,0,1,24,6,0,3,1,1,1,3,7,1,2,0,7,2,0,0,4,0,19,1,0,2,1,17,0,0,1,7,0,13,0,0,5,1,0,1,5,3,1,0,11,20,6,2,4,1,0,1,1,3,0,4,1,0,3,1,8,5,0,14,1,7,5,1,1,14,0,0,8,15,2,0,1,6,1,6,1,4,0,3,0,13,18,1,5,1,0,2,2,3,0,2
2015-11-01,4,3,4,7,1,7,1,0,13,28,2,1,0,6,3,5,4,5,1,1,12,3,1,3,1,4,0,1,0,1,2,2,5,1,3,21,0,3,0,6,2,8,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,0,0,4,0,1,1,0,0,1,25,6,0,3,1,1,1,4,7,1,2,0,7,2,0,1,4,0,17,1,0,2,1,17,0,0,1,7,1,14,0,0,5,1,0,1,5,3,1,0,12,21,6,2,1,1,0,1,1,3,0,4,1,0,3,1,8,5,0,16,1,7,5,1,1,14,0,0,8,16,2,0,1,6,1,6,1,4,0,3,1,13,18,1,5,1,0,2,2,3,0,2
2015-11-08,4,3,1,6,0,6,1,0,12,28,2,1,0,7,2,5,4,5,1,1,13,3,0,3,1,5,0,1,0,1,2,2,5,1,3,17,0,2,0,5,0,8,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,0,0,4,0,1,1,0,0,1,26,6,0,3,1,1,1,3,7,1,2,0,6,2,0,0,4,0,17,1,0,2,1,16,0,0,1,8,0,15,0,0,5,1,0,1,5,3,1,0,11,22,6,2,4,2,0,1,1,5,0,5,1,0,3,1,8,5,0,13,1,7,5,1,1,14,0,0,8,15,2,0,2,6,1,6,1,3,0,3,0,13,17,1,5,1,0,2,2,3,0,2
2015-11-15,4,3,0,6,0,6,1,0,12,28,2,1,0,8,3,5,4,5,1,1,12,3,1,3,1,5,0,1,0,1,2,2,5,1,2,17,1,3,0,5,0,8,0,0,1,1,3,0,2,7,2,0,0,0,1,1,9,1,0,4,0,1,1,0,0,1,25,6,0,3,1,2,1,4,7,1,2,0,6,2,0,0,4,0,16,1,0,2,1,16,0,0,1,7,0,16,0,0,5,1,0,1,4,3,1,0,11,21,6,2,1,1,0,1,1,3,0,4,1,0,3,1,9,5,0,13,1,7,5,1,1,14,0,0,8,15,2,0,2,6,1,6,1,3,0,3,1,13,18,1,5,2,0,2,2,3,0,2
2015-11-22,2,2,0,5,0,5,1,0,11,35,2,1,0,7,2,5,4,5,1,1,11,2,1,4,1,7,0,1,0,0,2,1,4,1,2,15,0,2,0,3,0,8,0,0,1,1,3,0,0,7,2,0,0,0,0,1,9,0,0,4,0,0,1,0,0,1,28,5,0,3,1,1,1,4,6,1,1,0,7,1,0,0,5,0,16,0,0,2,1,15,0,0,1,10,0,27,0,0,4,0,0,1,4,2,1,0,8,18,4,1,1,1,0,1,1,3,0,4,1,0,3,1,7,5,0,14,1,6,4,1,1,14,0,0,8,14,2,0,2,6,0,6,1,3,0,3,0,11,18,1,4,1,0,1,1,2,0,2
2015-11-29,4,3,0,6,0,6,1,0,11,28,2,1,0,7,2,5,4,5,1,1,12,3,1,4,1,7,0,1,0,1,2,1,5,1,3,16,0,2,0,5,0,7,0,0,1,1,3,0,0,6,2,0,0,0,1,1,10,0,0,4,0,1,1,0,0,2,27,6,0,3,1,1,1,4,7,1,2,0,6,2,0,0,5,0,17,1,0,2,1,15,0,0,1,7,0,19,0,0,5,1,0,1,4,3,1,0,11,20,6,2,1,1,0,1,1,3,0,4,1,0,3,1,8,5,0,12,1,7,5,1,1,13,0,0,8,17,2,0,1,7,1,7,1,3,0,3,0,14,17,1,5,1,0,2,2,3,0,2
2015-12-06,5,3,0,7,0,6,1,0,11,28,2,1,0,7,2,5,4,4,1,1,12,3,1,4,1,7,0,1,0,1,2,1,5,1,3,16,0,2,0,5,0,8,0,0,1,1,3,0,1,7,2,0,0,0,1,1,10,0,0,4,0,1,1,0,0,1,26,6,0,3,1,1,1,4,7,1,2,0,6,2,0,0,4,0,17,1,0,2,1,15,0,0,1,7,0,17,0,0,5,1,0,1,4,3,1,0,11,20,6,2,1,1,0,1,1,3,0,5,1,0,2,1,8,5,0,11,1,7,5,1,1,14,0,0,8,15,2,0,1,7,1,6,1,3,0,3,0,14,17,1,5,2,0,2,1,3,0,2
