ticker,SPGI UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.1724
2000-01-04,-4.5989
2000-01-05,-1.3453
2000-01-06,-2.7273
2000-01-07,0.9346
2000-01-10,7.0602
2000-01-11,0.4324
2000-01-12,0.7535
2000-01-13,4.594
2000-01-14,-3.9837
2000-01-18,-3.2979
2000-01-19,1.5402
2000-01-20,-0.325
2000-01-21,1.3043
2000-01-24,-3.5408
2000-01-25,-1.6684999999999999
2000-01-26,6.6742
2000-01-27,2.0148
2000-01-28,-3.1185
2000-01-31,-3.7554
2000-02-01,0.0
2000-02-02,2.7871
2000-02-03,2.1692
2000-02-04,-2.3355
2000-02-07,-2.2826
2000-02-08,-0.1112
2000-02-09,-1.7816999999999998
2000-02-10,0.6803
2000-02-11,-0.6757
2000-02-14,-0.2268
2000-02-15,-3.1818
2000-02-16,-1.4085
2000-02-17,-1.6667
2000-02-18,-2.7845
2000-02-22,0.0
2000-02-23,-1.7732999999999999
2000-02-24,-5.2229
2000-02-25,-0.1344
2000-02-28,0.1346
2000-02-29,9.4086
2000-03-01,-1.4742
2000-03-02,0.3741
2000-03-03,-0.3727
2000-03-06,-1.6209
2000-03-07,-0.6337
2000-03-08,-2.2959
2000-03-09,4.047
2000-03-10,-1.6311
2000-03-13,-6.6327
2000-03-14,1.6393
2000-03-15,-0.2688
2000-03-16,9.434
2000-03-17,-2.8325
2000-03-20,-3.6755
2000-03-21,-3.5526
2000-03-22,3.5471
2000-03-23,3.9526
2000-03-24,-2.5349
2000-03-27,-4.0312
2000-03-28,-2.439
2000-03-29,2.2222
2000-03-30,1.3587
2000-03-31,-2.4129
2000-04-03,-1.0989
2000-04-04,2.2222
2000-04-05,1.4946
2000-04-06,2.1419
2000-04-07,-1.7038
2000-04-10,-3.2
2000-04-11,-2.3416
2000-04-12,2.1157
2000-04-13,-5.1105
2000-04-14,-0.1456
2000-04-17,-0.2915
2000-04-18,14.3275
2000-04-19,1.9182000000000001
2000-04-20,-0.6274
2000-04-24,4.798
2000-04-25,4.8193
2000-04-26,1.1494
2000-04-27,-2.0455
2000-04-28,-2.5522
2000-05-01,-1.0714
2000-05-02,0.0
2000-05-03,-1.083
2000-05-04,0.9732
2000-05-05,0.6024
2000-05-08,-2.1557
2000-05-09,-0.7344
2000-05-10,-0.3699
2000-05-11,-0.3713
2000-05-12,1.2422
2000-05-15,0.1227
2000-05-16,-0.7353
2000-05-17,-0.7407
2000-05-18,1.4925
2000-05-19,-1.7157
