ticker,CNP UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7321999999999997
2000-01-04,1.1236
2000-01-05,3.8889
2000-01-06,0.8021
2000-01-07,1.5915
2000-01-10,-1.3054999999999999
2000-01-11,-0.7937
2000-01-12,1.6
2000-01-13,-0.2625
2000-01-14,-2.6316
2000-01-18,-0.8108
2000-01-19,0.8174
2000-01-20,-1.0811
2000-01-21,0.8197
2000-01-24,-2.71
2000-01-25,-4.4568
2000-01-26,3.4985
2000-01-27,1.1268
2000-01-28,-1.1142
2000-01-31,2.8169
2000-02-01,-2.1918
2000-02-02,0.8403
2000-02-03,6.9444
2000-02-04,-3.1169000000000002
2000-02-07,-1.3405
2000-02-08,0.8152
2000-02-09,0.0
2000-02-10,-0.5391
2000-02-11,-2.71
2000-02-14,1.1142
2000-02-15,-0.8403
2000-02-16,-1.4123999999999999
2000-02-17,-2.2923
2000-02-18,-0.5865
2000-02-22,0.0
2000-02-23,0.295
2000-02-24,-3.5294
2000-02-25,-1.2195
2000-02-28,2.4691
2000-02-29,-0.9036
2000-03-01,-0.6079
2000-03-02,1.2232
2000-03-03,1.8127
2000-03-06,-4.1543
2000-03-07,-2.1672
2000-03-08,4.1139
2000-03-09,2.7356
2000-03-10,0.0
2000-03-13,2.9586
2000-03-14,-2.2989
2000-03-15,6.7647
2000-03-16,7.438
2000-03-17,-3.8462
2000-03-20,-2.9333
2000-03-21,1.3736
2000-03-22,-4.065
2000-03-23,1.4123999999999999
2000-03-24,-1.1142
2000-03-27,0.8451
2000-03-28,-2.7933
2000-03-29,2.2989
2000-03-30,1.6854
2000-03-31,3.5911999999999997
2000-04-03,-1.8667
2000-04-04,3.8043
2000-04-05,0.5236
2000-04-06,-4.9479
2000-04-07,-1.0959
2000-04-10,5.5402000000000005
2000-04-11,2.3622
2000-04-12,5.3846
2000-04-13,4.6229
2000-04-14,-2.7907
2000-04-17,1.4354
2000-04-18,-2.1226
2000-04-19,-0.241
2000-04-20,2.4154999999999998
2000-04-24,3.3019
2000-04-25,0.4566
2000-04-26,2.2727
2000-04-27,-2.8889
2000-04-28,-2.5172
2000-05-01,-0.2347
2000-05-02,-2.5882
2000-05-03,0.2415
2000-05-04,0.9639
2000-05-05,-2.6253
2000-05-08,3.6765
2000-05-09,-0.7092
2000-05-10,2.3810000000000002
2000-05-11,1.6279
2000-05-12,0.4577
2000-05-15,0.9238
2000-05-16,-1.8307
2000-05-17,-1.8648
2000-05-18,2.1378
2000-05-19,-0.2326
