ticker,DXCM UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-15,-12.6917
2005-04-18,2.439
2005-04-19,0.7619
2005-04-20,0.189
2005-04-21,-0.9434
2005-04-22,0.1905
2005-04-25,0.2852
2005-04-26,-0.4739
2005-04-27,-6.7619
2005-04-28,1.1236
2005-04-29,1.0101
2005-05-02,-0.9
2005-05-03,0.9082
2005-05-04,1.0
2005-05-05,-1.9802
2005-05-06,1.0101
2005-05-09,-1.0
2005-05-10,15.1515
2005-05-11,0.9649
2005-05-12,-1.7376
2005-05-13,1.6799
2005-05-16,9.3043
2005-05-17,10.9785
2005-05-18,0.2867
2005-05-19,0.0
2005-05-20,-0.7863
2005-05-23,0.8646
2005-05-24,0.0
2005-05-25,0.3571
2005-05-26,-0.2847
2005-05-27,1.3562
2005-05-31,-1.7606000000000002
2005-06-01,-0.2867
2005-06-02,-2.5162
2005-06-03,1.3274
2005-06-06,1.8923
2005-06-07,4.2143
2005-06-08,1.8506
2005-06-09,0.2019
2005-06-10,1.7461
2005-06-13,0.9901
2005-06-14,-1.634
2005-06-15,2.3256
2005-06-16,-1.1039
2005-06-17,-0.197
2005-06-20,-1.3158
2005-06-21,-3.7333
2005-06-22,-6.3019
2005-06-23,-5.9128
2005-06-24,-5.7345
2005-06-27,-0.4167
2005-06-28,4.6025
2005-06-29,-0.08
2005-06-30,0.0
2005-07-01,-0.3203
2005-07-05,0.5622
2005-07-06,-2.7157
2005-07-07,-3.202
2005-07-08,2.1204
2005-07-11,1.5781
2005-07-12,-1.9624000000000001
2005-07-13,-2.1685
2005-07-14,-1.5345
2005-07-15,0.0
2005-07-18,0.6926
2005-07-19,-0.9458
2005-07-20,-2.7778
2005-07-21,0.4464
2005-07-22,2.0444
2005-07-25,-9.2334
2005-07-26,5.5662
2005-07-27,0.0
2005-07-28,0.0
2005-07-29,0.1818
2005-08-01,5.2632
2005-08-02,1.1207
2005-08-03,-1.1083
2005-08-04,-4.4828
2005-08-05,-2.0758
2005-08-08,-4.2396
2005-08-09,-1.3474
2005-08-10,-0.4878
2005-08-11,-1.4706000000000001
2005-08-12,0.0
2005-08-15,1.99
2005-08-16,0.0
2005-08-17,-2.0293
2005-08-18,15.0169
2005-08-19,1.7316
2005-08-22,2.1277
2005-08-23,3.1667
2005-08-24,-0.4847
2005-08-25,0.1623
2005-08-26,-5.2674
2005-08-29,1.7964
2005-08-30,1.6806999999999999
2005-08-31,2.8099
2005-09-01,-2.7331
2005-09-02,2.6446
