ticker,MDP UN Equity
2000-05-23,5.1919
2000-05-24,0.4292
2000-05-25,0.641
2000-05-26,1.9703
2000-05-30,3.1315
2000-05-31,-1.417
2000-06-01,0.0
2000-06-02,5.1335
2000-06-05,-0.7813
2000-06-06,1.5748
2000-06-07,1.3566
2000-06-08,-1.7208
2000-06-09,0.9728
2000-06-12,-1.3487
2000-06-13,-3.3203
2000-06-14,4.2424
2000-06-15,0.7752
2000-06-16,-3.2692
2000-06-19,5.3678
2000-06-20,0.9434
2000-06-21,-0.3738
2000-06-22,2.2514
2000-06-23,0.1835
2000-06-26,-0.3663
2000-06-27,1.8382
2000-06-28,2.7076000000000002
2000-06-29,1.2302
2000-06-30,-6.25
2000-07-03,3.7037
2000-07-05,-1.4285999999999999
2000-07-06,-0.5435
2000-07-07,-0.5464
2000-07-10,-0.5495
2000-07-11,0.0
2000-07-12,-0.3683
2000-07-13,0.7394
2000-07-14,0.0
2000-07-17,0.9174
2000-07-18,-2.7273
2000-07-19,-0.3738
2000-07-20,0.9381
2000-07-21,-1.6729
2000-07-24,-0.9452
2000-07-25,0.7634
2000-07-26,0.0
2000-07-27,-1.8939
2000-07-28,-3.0888
2000-07-31,1.3944
2000-08-01,0.9823
2000-08-02,0.5837
2000-08-03,-0.3868
2000-08-04,3.301
2000-08-07,-0.188
2000-08-08,-6.0264
2000-08-09,-10.02
2000-08-10,-2.4499
2000-08-11,4.3379
2000-08-14,1.5316999999999998
2000-08-15,-2.5862
2000-08-16,-1.3274
2000-08-17,0.6726
2000-08-18,0.4454
2000-08-21,-1.3304
2000-08-22,-1.573
2000-08-23,-0.2283
2000-08-24,-0.4577
2000-08-25,1.6092
2000-08-28,-0.2262
2000-08-29,-0.1633
2000-08-30,0.9112
2000-08-31,-1.3544
2000-09-01,0.6865
2000-09-05,0.0
2000-09-06,0.0
2000-09-07,-0.4545
2000-09-08,0.4566
2000-09-11,0.2273
2000-09-12,1.3605
2000-09-13,-0.2237
2000-09-14,-0.2242
2000-09-15,0.6742
2000-09-18,0.2232
2000-09-19,0.4454
2000-09-20,-0.4435
2000-09-21,-0.2227
2000-09-22,1.7856999999999998
2000-09-25,0.4386
2000-09-26,-2.6201
2000-09-27,0.4484
2000-09-28,3.7946
2000-09-29,1.5053999999999998
2000-10-02,-1.0593
2000-10-03,-2.9979
2000-10-04,2.4283
2000-10-05,0.8621
2000-10-06,-3.2051
2000-10-09,0.883
2000-10-10,0.4376
2000-10-11,-1.5251000000000001
2000-10-12,-2.4336
2000-10-13,4.7619
2000-10-16,-1.2987
2000-10-17,-2.193
2000-10-18,0.8969
2000-10-19,4.2222
2000-10-20,-0.4264
2000-10-23,-0.4283
2000-10-24,0.4301
2000-10-25,-0.2141
2000-10-26,0.6438
2000-10-27,2.1322
2000-10-30,2.9228
2000-10-31,3.0426
2000-11-01,-0.7874
2000-11-02,2.3810000000000002
2000-11-03,-1.7442
2000-11-06,-0.3945
2000-11-07,1.3860999999999999
2000-11-08,0.3906
2000-11-09,-2.7237
2000-11-10,-1.2
2000-11-13,1.0121
2000-11-14,0.6012
2000-11-15,-0.1992
2000-11-16,-0.998
2000-11-17,5.0403
2000-11-20,-1.3436
2000-11-21,0.7782
2000-11-22,-1.5444
2000-11-24,0.5882
2000-11-27,0.7797
2000-11-28,-4.588
2000-11-29,-1.4228
2000-11-30,1.2371
2000-12-01,-0.611
2000-12-04,1.0246
2000-12-05,-0.6085
2000-12-06,1.0204
2000-12-07,-0.404
2000-12-08,0.2028
2000-12-11,-0.2024
2000-12-12,-0.2028
2000-12-13,0.0
2000-12-14,-1.0163
2000-12-15,-2.0534
2000-12-18,-0.6289
2000-12-19,-1.8987
2000-12-20,0.6452
2000-12-21,2.3504
2000-12-22,0.0
2000-12-26,0.4175
2000-12-27,3.7422
2000-12-28,3.2064
2000-12-29,0.0
2001-01-02,-4.6602
2001-01-03,7.332
2001-01-04,2.6565
2001-01-05,-2.7725999999999997
2001-01-08,-0.1901
2001-01-09,-0.7619
2001-01-10,1.3436
2001-01-11,1.5152
2001-01-12,0.9328
2001-01-16,3.8817
2001-01-17,-1.9573
2001-01-18,-0.363
2001-01-19,-0.7286
2001-01-22,0.0
2001-01-23,2.5688
2001-01-24,-1.4311
2001-01-25,2.1779
2001-01-26,-2.1314
2001-01-29,1.5171999999999999
2001-01-30,3.833
2001-01-31,-2.7548
2001-02-01,3.0312
2001-02-02,1.3748
2001-02-05,-1.0035
2001-02-06,0.8219
2001-02-07,-0.5163
2001-02-08,-0.3278
2001-02-09,0.0822
2001-02-12,0.9858
2001-02-13,1.5455999999999999
2001-02-14,-2.5366999999999997
2001-02-15,0.5479
2001-02-16,0.436
2001-02-20,-1.2208
2001-02-21,-0.5493
2001-02-22,-0.939
2001-02-23,-1.5891
2001-02-26,2.5637
2001-02-27,0.8859
2001-02-28,-1.3721
2001-03-01,1.3912
2001-03-02,-0.6586
2001-03-05,-1.4088
2001-03-06,1.2048
2001-03-07,-2.021
2001-03-08,0.3956
2001-03-09,-1.4917
2001-03-12,-3.5429
2001-03-13,-2.2512
2001-03-14,-0.303
2001-03-15,1.8237
2001-03-16,-1.2239
2001-03-19,0.7555
2001-03-20,1.1098
2001-03-21,-2.0765
2001-03-22,0.4847
2001-03-23,0.1809
2001-03-26,1.8357
2001-03-27,2.7778
2001-03-28,-1.0926
2001-03-29,0.7267
2001-03-30,0.7504
2001-04-02,-0.6588
2001-04-03,-1.9031
2001-04-04,0.2352
2001-04-05,3.6657
2001-04-06,-1.5842
2001-04-09,2.0408
2001-04-10,0.9859
2001-04-11,-1.6179000000000001
2001-04-12,2.4383
2001-04-16,0.6366
2001-04-17,1.8152
2001-04-18,1.5667
2001-04-19,0.133
2001-04-20,-0.3187
2001-04-23,-0.1332
2001-04-24,-0.8004
2001-04-25,1.5869
2001-04-26,0.6089
2001-04-27,0.9737
2001-04-30,-1.6419000000000001
2001-05-01,1.6693
2001-05-02,-0.3649
2001-05-03,-1.5171000000000001
2001-05-04,-0.3187
2001-05-07,-0.7194
2001-05-08,-0.4831
2001-05-09,-0.2157
2001-05-10,1.3243
2001-05-11,-1.2803
2001-05-14,-0.2972
2001-05-15,0.271
2001-05-16,1.0541
2001-05-17,-0.5616
2001-05-18,1.6407
2001-05-21,0.3175
2001-05-22,1.6091
2001-05-23,-1.5316999999999998
2001-05-24,-0.4482
2001-05-25,-1.3506
2001-05-29,0.443
2001-05-30,-2.3574
2001-05-31,-0.823
2001-06-01,0.083
2001-06-04,1.6031
2001-06-05,2.7748
2001-06-06,-1.6411
2001-06-07,-0.1884
2001-06-08,-0.3775
2001-06-11,0.1894
2001-06-12,-2.134
2001-06-13,0.7176
2001-06-14,-1.1784
2001-06-15,-0.8597
2001-06-18,-0.5594
2001-06-19,1.1814
2001-06-20,2.2797
2001-06-21,0.8426
2001-06-22,-1.9677
2001-06-25,-0.7974
2001-06-26,-1.3858
2001-06-27,-0.1686
2001-06-28,0.5631
2001-06-29,0.252
2001-07-02,1.2846
2001-07-03,0.9098
2001-07-05,0.6831
2001-07-06,-1.8996
2001-07-09,-0.083
2001-07-10,-0.3045
2001-07-11,-1.4163000000000001
2001-07-12,1.2394
2001-07-13,0.7791
2001-07-16,0.8283
2001-07-17,-0.3012
2001-07-18,-0.4394
2001-07-19,0.0
2001-07-20,0.4414
2001-07-23,-0.8789
2001-07-24,-1.524
2001-07-25,0.1125
2001-07-26,1.0399
2001-07-27,0.0
2001-07-30,-0.4172
2001-07-31,0.1955
2001-08-01,0.1394
2001-08-02,-0.2227
2001-08-03,0.2511
2001-08-06,-0.7236
2001-08-07,-1.4298
2001-08-08,-1.0239
2001-08-09,-0.4598
2001-08-10,0.6928
2001-08-13,0.43
2001-08-14,-0.2569
2001-08-15,-1.4596
2001-08-16,-0.7261
2001-08-17,-0.0585
2001-08-20,1.7564
2001-08-21,-0.3165
2001-08-22,-0.7215
2001-08-23,1.7151
2001-08-24,0.8288
2001-08-27,-0.9921
2001-08-28,-1.1738
2001-08-29,-0.9705
2001-08-30,-3.871
2001-08-31,-0.7016
2001-09-04,1.106
2001-09-05,0.2431
2001-09-06,-1.7884
2001-09-07,-0.7407
2001-09-10,-0.2488
2001-09-17,-6.2656
2001-09-18,-1.5963
2001-09-19,-2.9064
2001-09-20,-5.3254
2001-09-21,4.7794
2001-09-24,9.7544
2001-09-25,-1.6303999999999998
2001-09-26,-0.845
2001-09-27,2.6221
2001-09-28,2.6189999999999998
2001-10-01,-2.023
2001-10-02,-0.5083
2001-10-03,2.3308
2001-10-04,0.468
2001-10-05,2.1739
2001-10-08,-2.0973
2001-10-09,-1.335
2001-10-10,2.9264
2001-10-11,1.3757
2001-10-12,-0.965
2001-10-15,0.7917
2001-10-16,2.4169
2001-10-17,-4.2183
2001-10-18,-1.4783
2001-10-19,1.3442
2001-10-22,1.7890000000000001
2001-10-23,2.0606
2001-10-24,1.2767
2001-10-25,-1.4658
2001-10-26,1.1901
2001-10-29,-3.1167
2001-10-30,-1.3657
2001-10-31,1.5385
2001-11-01,0.2727
2001-11-02,0.9973
2001-11-05,-0.9874
2001-11-06,1.0577
2001-11-07,0.7177
2001-11-08,2.019
2001-11-09,0.2619
2001-11-12,-0.4644
2001-11-13,1.5165
2001-11-14,2.0109
2001-11-15,0.5069
2001-11-16,-1.401
2001-11-19,2.5007
2001-11-20,-3.2991
2001-11-21,-1.1181
2001-11-23,0.6959
2001-11-26,0.2016
2001-11-27,-0.8333
2001-11-28,-0.594
2001-11-29,0.0
2001-11-30,-0.3507
2001-12-03,-0.0587
2001-12-04,0.3815
2001-12-05,1.1985000000000001
2001-12-06,0.5199
2001-12-07,-1.3793
2001-12-10,-0.0291
2001-12-11,0.3206
2001-12-12,0.3777
2001-12-13,-0.1158
2001-12-14,-0.3767
2001-12-17,1.2216
2001-12-18,1.7816
2001-12-19,0.5082
2001-12-20,-0.2809
2001-12-21,0.0563
2001-12-24,0.0845
2001-12-26,1.3221
2001-12-27,1.5547
2001-12-28,-1.2302
2001-12-31,-1.3285
2002-01-02,0.8696
2002-01-03,0.1669
2002-01-04,-0.0555
2002-01-07,0.0556
2002-01-08,-0.6385
2002-01-09,0.0
2002-01-10,0.0838
2002-01-11,-1.2842
2002-01-14,2.9129
2002-01-15,0.7145
2002-01-16,-2.2647
2002-01-17,0.9771
2002-01-18,-2.6818
2002-01-22,1.0511
2002-01-23,-1.5462
2002-01-24,-0.9423
2002-01-25,0.7207
2002-01-28,0.4579
2002-01-29,0.0285
2002-01-30,-0.2848
2002-01-31,0.0857
2002-02-01,-1.0845
2002-02-04,-0.0289
2002-02-05,-0.0577
2002-02-06,1.5882
2002-02-07,1.5350000000000001
2002-02-08,0.4479
2002-02-11,1.8952
2002-02-12,-0.9573
2002-02-13,1.4913
2002-02-14,-0.4082
2002-02-15,-0.2459
2002-02-19,-0.3287
2002-02-20,1.9236
2002-02-21,0.4314
2002-02-22,2.7919
2002-02-25,1.4102999999999999
2002-02-26,0.7211
2002-02-27,-0.1794
2002-02-28,1.3094000000000001
2002-03-01,1.3431
2002-03-04,1.7753999999999999
2002-03-05,1.6953
2002-03-06,0.2658
2002-03-07,-0.6747
2002-03-08,1.5284
2002-03-11,0.1912
2002-03-12,0.1669
2002-03-13,0.0952
2002-03-14,-0.2141
2002-03-15,0.0715
2002-03-18,1.0005
2002-03-19,0.2358
2002-03-20,-1.1294
2002-03-21,-0.0714
2002-03-22,0.0953
2002-03-25,0.119
2002-03-26,0.0475
2002-03-27,0.0713
2002-03-28,0.902
2002-04-01,2.0936
2002-04-02,-0.8986
2002-04-03,-0.4418
2002-04-04,1.5647
2002-04-05,1.0117
2002-04-08,0.1138
2002-04-09,-0.0455
2002-04-10,1.3194
2002-04-11,-1.4369
2002-04-12,1.3212
2002-04-15,0.3147
2002-04-16,-0.3586
2002-04-17,-0.8322
2002-04-18,0.1588
2002-04-19,1.3361
2002-04-22,-1.9888
2002-04-23,0.1596
2002-04-24,0.1821
2002-04-25,-0.6817
2002-04-26,0.0915
2002-04-29,-0.8914
2002-04-30,-1.2454
2002-05-01,2.4288
2002-05-02,-0.7068
2002-05-03,-1.837
2002-05-06,-1.1228
2002-05-07,-2.1055
2002-05-08,3.0208
2002-05-09,0.1173
2002-05-10,-1.9213
2002-05-13,1.7439
2002-05-14,2.841
2002-05-15,-0.7306
2002-05-16,0.299
2002-05-17,0.3669
2002-05-20,-2.3532
2002-05-21,-0.6785
2002-05-22,-1.1779
2002-05-23,0.4052
2002-05-24,0.1187
2002-05-28,-2.6322
2002-05-29,-1.0472
2002-05-30,-0.3453
2002-05-31,0.099
2002-06-03,-0.3462
2002-06-04,-1.6873
2002-06-05,0.3029
2002-06-06,-1.4343
2002-06-07,2.1955999999999998
2002-06-10,0.1249
2002-06-11,-0.1497
2002-06-12,0.2499
2002-06-13,-1.8942999999999999
2002-06-14,0.3303
2002-06-17,1.6713
2002-06-18,1.32
2002-06-19,-1.0324
2002-06-20,0.0248
2002-06-21,-0.8443
2002-06-24,-0.2755
2002-06-25,-1.3812
2002-06-26,-1.2223
2002-06-27,-1.0054
2002-06-28,-0.1302
2002-07-01,-1.5124
2002-07-02,-1.2444
2002-07-03,-0.1877
2002-07-05,4.5393
2002-07-08,-1.0277
2002-07-09,-2.4403
2002-07-10,-1.3039
2002-07-11,0.701
2002-07-12,0.8032
2002-07-15,-1.9388999999999998
2002-07-16,-2.519
2002-07-17,-0.3056
2002-07-18,-0.8919
2002-07-19,-1.7154
2002-07-22,-0.2861
2002-07-23,-2.1808
2002-07-24,0.9387
2002-07-25,3.6036
2002-07-26,0.2244
2002-07-29,2.8268
2002-07-30,0.871
2002-07-31,-1.592
2002-08-01,-2.8517
2002-08-02,3.7257
2002-08-05,-1.8776000000000002
2002-08-06,4.132
2002-08-07,0.8256
2002-08-08,2.3244
2002-08-09,0.4904
2002-08-12,0.2569
2002-08-13,0.0512
2002-08-14,3.4827
2002-08-15,0.1485
2002-08-16,0.0247
2002-08-19,0.9634
2002-08-20,0.0245
2002-08-21,0.7828
2002-08-22,-0.9466
2002-08-23,-1.1517
2002-08-26,1.3881999999999999
2002-08-27,-1.7115
2002-08-28,-0.5473
2002-08-29,0.0251
2002-08-30,-0.7018
2002-09-03,-2.3978
2002-09-04,1.1637
2002-09-05,1.5593
2002-09-06,3.9516999999999998
2002-09-09,0.2906
2002-09-10,3.6939
2002-09-11,-0.4889
2002-09-12,0.0
2002-09-13,1.474
2002-09-16,0.0692
2002-09-17,-0.1152
2002-09-18,0.4383
2002-09-19,-2.9858000000000002
2002-09-20,5.6581
2002-09-23,-2.4423
2002-09-24,-1.5847
2002-09-25,-0.0933
2002-09-26,3.4805
2002-09-27,-0.9707
2002-09-30,-1.8692
2002-10-01,3.0662
2002-10-02,1.803
2002-10-03,-0.7527
2002-10-04,-4.0375
2002-10-07,-1.9526
2002-10-08,0.166
2002-10-09,0.3787
2002-10-10,2.4758
2002-10-11,-0.2531
2002-10-14,1.6148
2002-10-15,3.3371
2002-10-16,-3.3172
2002-10-17,2.454
2002-10-18,0.6432
2002-10-21,1.1238
2002-10-22,-0.4794
2002-10-23,0.9415
2002-10-24,0.9761
2002-10-25,2.2127
2002-10-28,-2.5221
2002-10-29,0.2156
2002-10-30,-0.3012
2002-10-31,-1.7048
2002-11-01,2.9857
2002-11-04,-1.0446
2002-11-05,-1.8957000000000002
2002-11-06,3.206
2002-11-07,-1.9574
2002-11-08,-0.6076
2002-11-11,-1.5939
2002-11-12,0.6213
2002-11-13,-0.0882
2002-11-14,1.3904
2002-11-15,-0.5007
2002-11-18,-2.0346
2002-11-19,-0.7593
2002-11-20,0.9901
2002-11-21,1.0918
2002-11-22,0.1763
2002-11-25,-0.9901
2002-11-26,-2.3157
2002-11-27,0.5243
2002-11-29,-1.1111
2002-12-02,-1.0548
2002-12-03,-1.3673
2002-12-04,0.8929
2002-12-05,-0.0466
2002-12-06,1.0718
2002-12-09,-2.7893
2002-12-10,-1.8258999999999999
2002-12-11,0.1932
2002-12-12,-0.2652
2002-12-13,-0.9911
2002-12-16,1.6113
2002-12-17,-0.3844
2002-12-18,0.1206
2002-12-19,-1.3973
2002-12-20,2.0034
2002-12-23,-1.2216
2002-12-24,-0.388
2002-12-26,-0.1947
2002-12-27,-1.5854
2002-12-30,0.8426
2002-12-31,1.0322
2003-01-02,1.1676
2003-01-03,-0.6973
2003-01-06,2.9055999999999997
2003-01-07,-1.2
2003-01-08,-1.2384
2003-01-09,2.2426
2003-01-10,0.5189
2003-01-13,-0.1408
2003-01-14,0.282
2003-01-15,-1.4761
2003-01-16,0.0
2003-01-17,-0.3329
2003-01-21,-0.2386
2003-01-22,1.4828999999999999
2003-01-23,1.2255
2003-01-24,-1.6531
2003-01-27,-0.8523
2003-01-28,-0.191
2003-01-29,1.1962
2003-01-30,-1.182
2003-01-31,0.933
2003-02-03,-1.4221
2003-02-04,-0.8175
2003-02-05,-0.9697
2003-02-06,0.0979
2003-02-07,-1.2717
2003-02-10,-0.3963
2003-02-11,1.5916000000000001
2003-02-12,-2.0808
2003-02-13,-0.8
2003-02-14,1.3860999999999999
2003-02-18,1.0937000000000001
2003-02-19,-1.4506999999999999
2003-02-20,-0.5988
2003-02-21,1.7821
2003-02-24,-3.8964
2003-02-25,1.6423
2003-02-26,-1.8051
2003-02-27,0.0515
2003-02-28,0.7728
2003-03-03,-0.1534
2003-03-04,-2.0481
2003-03-05,0.8625
2003-03-06,-1.788
2003-03-07,1.504
2003-03-10,-1.7416
2003-03-11,-1.3228
2003-03-12,1.0724
2003-03-13,4.5889
2003-03-14,-2.105
2003-03-17,2.6166
2003-03-18,-1.1360999999999999
2003-03-19,-0.0255
2003-03-20,2.2733
2003-03-21,2.5225
2003-03-24,-4.0438
2003-03-25,0.9647
2003-03-26,-1.3075
2003-03-27,-0.586
2003-03-28,-0.6151
2003-03-31,-1.5472000000000001
2003-04-01,0.7334
2003-04-02,2.3401
2003-04-03,-0.6098
2003-04-04,0.2301
2003-04-07,1.0457
2003-04-08,-0.6058
2003-04-09,-1.6760000000000002
2003-04-10,1.3688
2003-04-11,0.2038
2003-04-14,2.7206
2003-04-15,0.2475
2003-04-16,-1.8272
2003-04-17,1.7354
2003-04-21,-0.4203
2003-04-22,2.1847
2003-04-23,0.2672
2003-04-24,-0.8481
2003-04-25,-0.7576
2003-04-28,2.1916
2003-04-29,2.6506
2003-04-30,1.4554
2003-05-01,1.3651
2003-05-02,0.4565
2003-05-05,-1.2724
2003-05-06,1.1507
2003-05-07,1.479
2003-05-08,-0.9193
2003-05-09,1.1541
2003-05-12,-0.0447
2003-05-13,-0.0224
2003-05-14,-0.3806
2003-05-15,1.1236
2003-05-16,0.0
2003-05-19,-2.2
2003-05-20,-0.6135
2003-05-21,0.4115
2003-05-22,0.4781
2003-05-23,-0.068
2003-05-27,1.4285999999999999
2003-05-28,-0.6819
2003-05-29,-1.1053
2003-05-30,0.2965
2003-06-02,1.592
2003-06-03,-0.2463
2003-06-04,0.6059
2003-06-05,-0.5577
2003-06-06,-1.5253
2003-06-09,-0.3189
2003-06-10,-0.9369
2003-06-11,0.2768
2003-06-12,-0.5291
2003-06-13,-1.1562999999999999
2003-06-16,2.9013
2003-06-17,-1.1596
2003-06-18,-1.5413000000000001
2003-06-19,-0.9346
2003-06-20,-0.4953
2003-06-23,-0.9007
2003-06-24,0.4544
2003-06-25,2.3333
2003-06-26,-0.9539
2003-06-27,1.4799
2003-06-30,1.8519
2003-07-01,1.7727
2003-07-02,1.2729
2003-07-03,-0.7718
2003-07-07,1.4667
2003-07-08,2.9347
2003-07-09,-1.4255
2003-07-10,-0.7555
2003-07-11,0.0435
2003-07-14,0.0217
2003-07-15,0.326
2003-07-16,0.3033
2003-07-17,-0.216
2003-07-18,0.5195
2003-07-21,-0.0431
2003-07-22,0.6463
2003-07-23,-1.0916
2003-07-24,-0.0216
2003-07-25,0.4329
2003-07-28,-0.5819
2003-07-29,-0.607
2003-07-30,-0.5671
2003-07-31,-0.2413
2003-08-01,-0.3958
2003-08-04,-0.0662
2003-08-05,1.4358
2003-08-06,0.392
2003-08-07,-0.3254
2003-08-08,0.1741
2003-08-11,0.3476
2003-08-12,0.3464
2003-08-13,0.4531
2003-08-14,0.9021
2003-08-15,-0.4896
2003-08-18,1.9679
2003-08-19,0.2517
2003-08-20,-0.0628
2003-08-21,0.7119
2003-08-22,-0.9148
2003-08-25,-0.6504
2003-08-26,-0.7392
2003-08-27,-0.2872
2003-08-28,0.3849
2003-08-29,1.0011
2003-09-02,-0.5694
2003-09-03,0.5302
2003-09-04,-0.865
2003-09-05,-0.0213
2003-09-08,0.4683
2003-09-09,-0.1695
2003-09-10,0.9975
2003-09-11,0.5463
2003-09-12,-0.2508
2003-09-15,-0.3143
2003-09-16,1.1349
2003-09-17,-0.852
2003-09-18,0.5869
2003-09-19,-0.0417
2003-09-22,-1.0423
2003-09-23,0.1685
2003-09-24,-2.2503
2003-09-25,0.4948
2003-09-26,-1.4344000000000001
2003-09-29,1.3684
2003-09-30,-1.0714
2003-10-01,1.8627
2003-10-02,0.1701
2003-10-03,0.2972
2003-10-06,0.6561
2003-10-07,0.7149
2003-10-08,0.4384
2003-10-09,-0.0208
2003-10-10,0.2079
2003-10-13,-0.1245
2003-10-14,-0.1454
2003-10-15,0.4577
2003-10-16,0.145
2003-10-17,0.0827
2003-10-20,-0.062
2003-10-21,-0.2688
2003-10-22,-0.5804
2003-10-23,0.6047
2003-10-24,-0.9119
2003-10-27,0.5857
2003-10-28,0.104
2003-10-29,0.3324
2003-10-30,0.9317
2003-10-31,-0.4718
2003-11-03,1.8755
2003-11-04,0.1416
2003-11-05,0.9495
2003-11-06,0.6204
2003-11-07,-0.716
2003-11-10,0.1402
2003-11-11,-0.6601
2003-11-12,-0.0805
2003-11-13,-0.0403
2003-11-14,-0.3024
2003-11-17,-0.728
2003-11-18,-0.6722
2003-11-19,-0.6358
2003-11-20,-0.5986
2003-11-21,0.0208
2003-11-24,-0.1557
2003-11-25,0.0
2003-11-26,-0.1875
2003-11-28,-0.0417
2003-12-01,0.5638
2003-12-02,-0.7475
2003-12-03,0.9414
2003-12-04,0.5596
2003-12-05,-1.0717
2003-12-08,-0.1042
2003-12-09,-0.5005
2003-12-10,0.3982
2003-12-11,-0.0418
2003-12-12,-0.1462
2003-12-15,0.1255
2003-12-16,0.1671
2003-12-17,-0.2086
2003-12-18,-0.1672
2003-12-19,0.1256
2003-12-22,0.2509
2003-12-23,0.7508
2003-12-24,0.0207
2003-12-26,0.0621
2003-12-29,0.5584
2003-12-30,0.1234
2003-12-31,0.2671
2004-01-02,0.3483
2004-01-05,1.5721
2004-01-06,-0.402
2004-01-07,1.2513
2004-01-08,-0.1794
2004-01-09,-0.0399
2004-01-12,-0.3795
2004-01-13,-0.5615
2004-01-14,1.6536
2004-01-15,-0.3769
2004-01-16,-0.7368
2004-01-20,-0.1605
2004-01-21,-0.0804
2004-01-22,0.744
2004-01-23,-0.1996
2004-01-26,0.56
2004-01-27,-0.6563
2004-01-28,1.1211
2004-01-29,1.4255
2004-01-30,-1.6006
2004-02-02,0.7538
2004-02-03,-0.5316
2004-02-04,-0.2969
2004-02-05,0.2382
2004-02-06,0.7526
2004-02-09,0.747
2004-02-10,1.9707
2004-02-11,1.2246
2004-02-12,-0.9074
2004-02-13,-1.5452
2004-02-17,0.5232
2004-02-18,0.6939
2004-02-19,-1.876
2004-02-20,0.1756
2004-02-23,-1.6164
2004-02-24,-0.2771
2004-02-25,-0.3374
2004-02-26,0.2196
2004-02-27,0.1992
2004-03-01,1.1928
2004-03-02,-0.275
2004-03-03,1.7532999999999999
2004-03-04,-0.5615
2004-03-05,-0.3894
2004-03-08,0.6255
2004-03-09,-0.2137
2004-03-10,-1.4405000000000001
2004-03-11,-1.0271
2004-03-12,1.4768
2004-03-15,-1.6322999999999999
2004-03-16,0.1399
2004-03-17,0.9183
2004-03-18,-0.8506
2004-03-19,-0.2793
2004-03-22,-0.9604
2004-03-23,0.404
2004-03-24,-0.8048
2004-03-25,0.4462
2004-03-26,-0.1414
2004-03-29,1.4156
2004-03-30,0.339
2004-03-31,0.4769
2004-04-01,1.3647
2004-04-02,0.722
2004-04-05,1.0074
2004-04-06,-0.4028
2004-04-07,-1.0591
2004-04-08,0.0389
2004-04-12,-0.2724
2004-04-13,-0.4682
2004-04-14,0.8428
2004-04-15,-0.5053
2004-04-16,0.7423
2004-04-19,0.5236
2004-04-20,-2.1219
2004-04-21,-0.473
2004-04-22,0.5545
2004-04-23,-0.3545
2004-04-26,-0.8103
2004-04-27,-0.0996
2004-04-28,0.0199
2004-04-29,2.5324
2004-04-30,-0.9335
2004-05-03,3.2784
2004-05-04,0.038
2004-05-05,0.931
2004-05-06,-0.0753
2004-05-07,-0.942
2004-05-10,-1.9969999999999999
2004-05-11,0.4852
2004-05-12,-0.2704
2004-05-13,0.3873
2004-05-14,-0.4051
2004-05-17,-0.9103
2004-05-18,0.645
2004-05-19,0.0971
2004-05-20,1.3388
2004-05-21,0.0191
2004-05-24,0.3828
2004-05-25,1.4874
2004-05-26,-0.5073
2004-05-27,-0.8707
2004-05-28,0.1719
2004-06-01,3.3168
