ticker,NVDA UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2663
2000-01-04,-2.6702
2000-01-05,-3.2922000000000002
2000-01-06,-6.5248
2000-01-07,1.6692
2000-01-10,3.2836
2000-01-11,-4.0462
2000-01-12,-2.5602
2000-01-13,4.1731
2000-01-14,4.3027
2000-01-18,4.2674
2000-01-19,-0.955
2000-01-20,-0.2755
2000-01-21,-1.105
2000-01-24,-4.4693
2000-01-25,-0.8772
2000-01-26,-4.1298
2000-01-27,-5.2308
2000-01-28,-2.9221
2000-01-31,-0.8361
2000-02-01,2.3609
2000-02-02,2.8007
2000-02-03,1.6026
2000-02-04,2.3659
2000-02-07,-6.1633
2000-02-08,4.7619
2000-02-09,2.5078
2000-02-10,20.4893
2000-02-11,1.5228000000000002
2000-02-14,16.0
2000-02-15,-3.8792999999999997
2000-02-16,4.5964
2000-02-17,3.537
2000-02-18,11.5942
2000-02-22,-2.7829
2000-02-23,0.5725
2000-02-24,-0.9488
2000-02-25,-6.2261
2000-02-28,-0.715
2000-02-29,5.3498
2000-03-01,-2.9297
2000-03-02,-6.7404
2000-03-03,1.6181
2000-03-06,-0.6369
2000-03-07,42.4145
2000-03-08,0.8252
2000-03-09,19.401
2000-03-10,17.6507
2000-03-13,26.4831
2000-03-14,-26.2144
2000-03-15,-4.0863
2000-03-16,-10.8432
2000-03-17,6.0561
2000-03-20,-0.0626
2000-03-21,-4.9468
2000-03-22,0.7246
2000-03-23,1.7659
2000-03-24,-4.1774000000000004
2000-03-27,-6.5728
2000-03-28,-7.4658999999999995
2000-03-29,-6.5943000000000005
2000-03-30,-0.5814
2000-03-31,12.9282
2000-04-03,-7.8232
2000-04-04,-3.6917999999999997
2000-04-05,22.25
2000-04-06,4.6353
2000-04-07,6.9055
2000-04-10,-8.8361
2000-04-11,-5.9492
2000-04-12,-10.3767
2000-04-13,-4.2823
2000-04-14,-8.8028
2000-04-17,5.1102
2000-04-18,17.7182
2000-04-19,-4.7724
2000-04-20,-0.5397
2000-04-24,-4.9612
2000-04-25,10.9299
2000-04-26,-1.0294
2000-04-27,8.1724
2000-04-28,-2.0604
2000-05-01,3.2258
2000-05-02,-3.8723
2000-05-03,-1.6254
2000-05-04,1.2213
2000-05-05,4.6132
2000-05-08,-3.6635
2000-05-09,-1.4085
2000-05-10,-9.857099999999999
2000-05-11,4.2789
2000-05-12,-3.0395
2000-05-15,6.8966
2000-05-16,10.2639
2000-05-17,17.5532
2000-05-18,-6.7873
