ticker,PEP UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-21,-0.6385
2017-12-22,0.2875
2017-12-26,0.2445
2017-12-27,0.3449
2017-12-28,0.0419
2017-12-29,0.4776
2018-01-02,-1.5510000000000002
2018-01-03,-0.2626
2018-01-04,0.4926
2018-01-05,0.2873
2018-01-08,-0.573
2018-01-09,0.0763
2018-01-10,-0.5081
2018-01-11,-0.5107
2018-01-12,0.4278
2018-01-16,0.4089
2018-01-17,1.12
2018-01-18,-0.1091
2018-01-19,0.9408
2018-01-22,1.1151
2018-01-23,-0.1728
2018-01-24,-0.1319
2018-01-25,-0.1981
2018-01-26,0.7113
2018-01-29,-1.7165
2018-01-30,0.1838
2018-01-31,0.342
2018-02-01,0.0
2018-02-02,-1.3549
2018-02-05,-3.5477
2018-02-06,-0.7863
2018-02-07,-0.0528
2018-02-08,-2.9515000000000002
2018-02-09,0.9351
2018-02-12,0.6746
2018-02-13,0.1876
2018-02-14,-2.702
2018-02-15,1.7046999999999999
2018-02-16,0.0811
2018-02-20,-1.4227
2018-02-21,-1.3518
2018-02-22,1.1667
2018-02-23,0.3844
2018-02-26,1.1488
2018-02-27,-0.0451
2018-02-28,-1.0461
2018-03-01,-0.7336
2018-03-02,0.8509
2018-03-05,0.3577
2018-03-06,0.1371
2018-03-07,0.2373
2018-03-08,2.0393
2018-03-09,0.4104
2018-03-12,0.1866
2018-03-13,0.7539
2018-03-14,-0.8715
2018-03-15,-0.5506
2018-03-16,-0.3125
2018-03-19,-1.1465
2018-03-20,-0.4168
2018-03-21,-1.0555
2018-03-22,-0.7357
2018-03-23,-1.6583
2018-03-26,0.6218
2018-03-27,0.7771
2018-03-28,1.4307
2018-03-29,-0.0275
2018-04-02,-1.924
2018-04-03,1.0649
2018-04-04,1.8394
2018-04-05,0.354
2018-04-06,-1.1486
2018-04-09,0.0732
2018-04-10,0.0183
2018-04-11,-0.6581
2018-04-12,-0.3404
2018-04-13,0.8771
2018-04-16,0.6041
2018-04-17,-0.9552
2018-04-18,-1.736
2018-04-19,-1.318
2018-04-20,-2.927
2018-04-23,0.0976
2018-04-24,-1.1113
2018-04-25,-0.2859
2018-04-26,2.086
2018-04-27,-1.5011
2018-04-30,-0.7571
2018-05-01,-1.7931
2018-05-02,-1.9167
2018-05-03,0.3805
2018-05-04,1.4242
2018-05-07,-0.7678
2018-05-08,-1.4659
2018-05-09,-0.6509
2018-05-10,1.1543
2018-05-11,0.1645
2018-05-14,-0.2874
2018-05-15,-0.3603
