ticker,PM UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-03-18,0.4252
2008-03-19,0.1411
2008-03-20,-1.0469
2008-03-24,3.7640000000000002
2008-03-25,1.4706000000000001
2008-03-26,-2.8019
2008-03-27,0.7555
2008-03-28,0.7498
2008-03-31,-0.9401
2008-04-01,0.0
2008-04-02,1.2456
2008-04-03,-0.3124
2008-04-04,0.6268
2008-04-07,-1.3627
2008-04-08,-0.1381
2008-04-09,-2.4111000000000002
2008-04-10,-1.4581
2008-04-11,-0.6782
2008-04-14,-0.6828
2008-04-15,0.4167
2008-04-16,2.6141
2008-04-17,0.7885
2008-04-18,0.2207
2008-04-21,1.3411
2008-04-22,-1.1061
2008-04-23,3.8546
2008-04-24,0.0
2008-04-25,-1.3462
2008-04-28,-0.4483
2008-04-29,1.8406
2008-04-30,-1.8843
2008-05-01,-0.5487
2008-05-02,0.532
2008-05-05,-0.4116
2008-05-06,2.1059
2008-05-07,-0.3662
2008-05-08,0.9867
2008-05-09,-0.7088
2008-05-12,1.2348
2008-05-13,-0.0191
2008-05-14,0.4003
2008-05-15,1.1012
2008-05-16,0.2441
2008-05-19,0.4683
2008-05-20,-1.3425
2008-05-21,-1.7577
2008-05-22,0.5771
2008-05-23,-0.9181
2008-05-27,-0.3282
2008-05-28,-0.9103
2008-05-29,1.681
2008-05-30,1.2303
2008-06-02,-1.0444
2008-06-03,-0.8444
2008-06-04,0.5419
2008-06-05,-0.2695
2008-06-06,-2.5285
2008-06-09,-2.0
2008-06-10,0.0
2008-06-11,0.7476
2008-06-12,2.868
2008-06-13,0.6239
2008-06-16,-1.7050999999999998
2008-06-17,-0.1971
2008-06-18,-1.4418
2008-06-19,1.002
2008-06-20,-0.3571
2008-06-23,0.8363
2008-06-24,1.0466
2008-06-25,1.1726
2008-06-26,-2.2407
2008-06-27,-0.6381
2008-06-30,-0.883
2008-07-01,2.0247
2008-07-02,0.4167
2008-07-03,1.7194
2008-07-07,0.7383
2008-07-08,3.703
2008-07-09,0.4277
2008-07-10,-1.037
2008-07-11,-0.131
2008-07-14,0.356
2008-07-15,-0.4854
2008-07-16,-0.7129
2008-07-17,-3.7037
2008-07-18,-0.471
2008-07-21,-0.4732
2008-07-22,3.1101
2008-07-23,-1.1143
2008-07-24,1.9235
2008-07-25,1.1247
2008-07-28,-0.8106
2008-07-29,1.3683
2008-07-30,0.0562
2008-07-31,-3.2228
2008-08-01,0.8325
2008-08-04,3.149
2008-08-05,2.755
2008-08-06,0.5978
