ticker,QCP UN Equity
2017-03-17,-3.1199
2017-03-20,2.1469
2017-03-21,0.2212
2017-03-22,-0.0552
2017-03-23,0.8835
2017-03-24,-0.6568
2017-03-27,0.2755
2017-03-28,0.2747
2017-03-29,1.5342
2017-03-30,0.9714
2017-03-31,0.8017
2017-04-03,4.0297
2017-04-04,-2.2936
2017-04-05,2.2431
2017-04-06,-0.5102
2017-04-07,-1.0769
2017-04-10,0.0518
2017-04-11,1.7098
2017-04-12,-2.5981
2017-04-13,-1.569
2017-04-17,2.2848
2017-04-18,-1.4545
2017-04-19,-1.2652
2017-04-20,-0.8009
2017-04-21,0.1076
2017-04-24,-2.1505
2017-04-25,1.9231
2017-04-26,-0.4852
2017-04-27,-1.1376
2017-04-28,-4.9315
2017-05-01,0.0
2017-05-02,3.6311
2017-05-03,-0.7786
2017-05-04,-2.8587
2017-05-05,1.2695
2017-05-08,0.2849
2017-05-09,-1.7045
2017-05-10,-0.2312
2017-05-11,2.2596
2017-05-12,-0.6232
2017-05-15,1.3683
2017-05-16,-1.2373
2017-05-17,-0.5695
2017-05-18,-1.1455
2017-05-19,1.4484
2017-05-22,-0.7424
2017-05-23,-3.9125
2017-05-24,3.2934
2017-05-25,-0.5217
2017-05-26,-0.4662
2017-05-30,-1.815
2017-05-31,0.8945
2017-06-01,1.0638
2017-06-02,0.6433
2017-06-05,-1.7431999999999999
2017-06-06,-0.9462
2017-06-07,0.5373
2017-06-08,1.3064
2017-06-09,1.1723
2017-06-12,2.3754
2017-06-13,-1.1319
2017-06-14,2.2896
2017-06-15,-0.2798
2017-06-16,-1.0662
2017-06-19,2.6092
2017-06-20,-1.2161
2017-06-21,-1.343
2017-06-22,2.0987
2017-06-23,3.0
2017-06-26,-0.1079
2017-06-27,1.1339
2017-06-28,0.8009
2017-06-29,0.2648
2017-06-30,-3.2752
2017-07-03,0.0546
2017-07-05,-1.9104999999999999
2017-07-06,-3.5615
2017-07-07,0.0
2017-07-10,1.0387
2017-07-11,-0.0571
2017-07-12,-0.2857
2017-07-13,0.1719
2017-07-14,4.5767
2017-07-17,0.2188
2017-07-18,1.1463
2017-07-19,0.7016
2017-07-20,-0.3215
2017-07-21,-0.1613
2017-07-24,-1.7231999999999998
2017-07-25,0.3288
2017-07-26,-5.7892
2017-07-27,-0.1739
2017-07-28,-3.4843
2017-07-31,1.2034
2017-08-01,2.5564999999999998
2017-08-02,-1.6812
2017-08-03,-0.4717
2017-08-04,0.8294
2017-08-07,0.2938
2017-08-08,0.0
2017-08-09,-0.9373
2017-08-10,-2.2472
2017-08-11,-5.5051
2017-08-14,0.0
2017-08-15,-2.3047
2017-08-16,-0.5242
2017-08-17,-1.054
2017-08-18,-5.8589
2017-08-21,1.1315
2017-08-22,0.4196
2017-08-23,-0.6964
2017-08-24,-1.683
2017-08-25,-0.4993
2017-08-28,0.7168
2017-08-29,-2.9181
2017-08-30,-1.173
2017-08-31,1.7804
2017-09-01,2.7697000000000003
2017-09-05,-1.9858
2017-09-06,0.5789
2017-09-07,-0.7194
2017-09-08,1.1594
2017-09-11,1.8625
2017-09-12,1.4064999999999999
2017-09-13,-0.6935
2017-09-14,-0.5587
2017-09-15,1.7556
2017-09-18,-0.2761
2017-09-19,0.5536
2017-09-20,1.0323
2017-09-21,0.1362
2017-09-22,0.4082
2017-09-25,5.7588
2017-09-26,-0.1281
2017-09-27,-0.7056
2017-09-28,-0.0646
2017-09-29,0.1939
2017-10-02,0.6452
2017-10-03,0.5128
2017-10-04,-0.5102
2017-10-05,2.9487
2017-10-06,-1.6189
2017-10-09,1.6456
2017-10-10,0.5604
2017-10-11,-1.1146
2017-10-12,-0.2505
2017-10-13,-0.0628
2017-10-16,-1.3191
2017-10-17,1.0185
2017-10-18,2.0164
2017-10-19,0.4324
2017-10-20,2.46
2017-10-23,-0.2401
2017-10-24,-1.2635
2017-10-25,-0.3656
2017-10-26,-1.4067
2017-10-27,2.2953
2017-10-30,-1.698
2017-10-31,-2.3442
2017-11-01,1.3266
2017-11-02,1.6209
2017-11-03,-1.4724
2017-11-06,2.3661
2017-11-07,0.6083
2017-11-08,-1.2092
2017-11-09,0.0612
2017-11-10,-5.9939
2017-11-13,-1.8216999999999999
2017-11-14,-0.5964
2017-11-15,-1.1333
2017-11-16,-1.8881000000000001
2017-11-17,1.512
2017-11-20,0.9479
2017-11-21,-0.0671
2017-11-22,0.5369
2017-11-24,-1.2684
2017-11-27,-0.4733
2017-11-28,1.019
2017-11-29,-0.4707
2017-11-30,-0.7432
2017-12-01,0.0
2017-12-04,-0.7488
2017-12-05,-1.0974
2017-12-06,0.0
2017-12-07,-0.2774
2017-12-08,2.0862
2017-12-11,-2.7929
2017-12-12,0.7008
2017-12-13,1.3918
2017-12-14,-0.8922
2017-12-15,1.9391
2017-12-18,1.2227999999999999
2017-12-19,-3.9596999999999998
2017-12-20,-0.0699
2017-12-21,-0.6993
2017-12-22,-1.2676
2017-12-26,-2.9957000000000003
2017-12-27,1.1029
2017-12-28,0.3636
2017-12-29,0.0725
2018-01-02,-0.5069
2018-01-03,0.8006
2018-01-04,-0.0722
2018-01-05,-0.0723
2018-01-08,-0.2169
2018-01-09,-1.3768
2018-01-10,-0.8817
2018-01-11,-0.3706
2018-01-12,-0.2232
2018-01-16,-0.8203
2018-01-17,1.6541000000000001
2018-01-18,-0.8136
2018-01-19,-0.2237
2018-01-22,2.5411
2018-01-23,0.2915
2018-01-24,0.0727
2018-01-25,0.7988
2018-01-26,-1.6571
2018-01-29,-0.8791
2018-01-30,-3.8433
2018-01-31,3.7663
2018-02-01,-1.2593
2018-02-02,-1.2753
2018-02-05,-3.4954
2018-02-06,1.2598
2018-02-07,-0.5443
2018-02-08,-2.0328
2018-02-09,3.751
2018-02-12,-3.0
2018-02-13,-0.4758
2018-02-14,-0.7171
2018-02-15,2.1669
2018-02-16,1.6496
2018-02-20,-1.7774
2018-02-21,-1.5735999999999999
2018-02-22,0.8793
2018-02-23,0.7924
2018-02-26,-0.1572
2018-02-27,-1.7323
2018-02-28,-0.7212
2018-03-01,1.6949
2018-03-02,29.0476
2018-03-05,4.551
2018-03-06,-0.2353
2018-03-07,2.2995
2018-03-08,-3.9769
2018-03-09,7.7431
2018-03-12,4.5125
2018-03-13,0.6397
2018-03-14,3.125
2018-03-15,1.849
2018-03-16,-1.0086
2018-03-19,-1.3245
2018-03-20,-2.6846
2018-03-21,2.3872999999999998
2018-03-22,-0.7254
2018-03-23,-2.9749
2018-03-26,1.7751000000000001
2018-03-27,0.1057
2018-03-28,3.2207
2018-03-29,-0.6138
2018-04-02,0.3603
2018-04-03,-0.5641
2018-04-04,0.2579
2018-04-05,0.4115
2018-04-06,1.4857
2018-04-09,0.0
2018-04-10,0.2524
2018-04-11,0.1511
2018-04-12,-0.1508
2018-04-13,-0.3021
2018-04-16,1.6667
2018-04-17,1.1923
2018-04-18,2.2091
2018-04-19,0.4803
2018-04-20,-1.8641999999999999
2018-04-23,0.1461
2018-04-24,1.1673
2018-04-25,9.1346
2018-04-26,-4.4493
2018-04-27,1.8902999999999999
2018-04-30,-0.5882
2018-05-01,-0.4096
2018-05-02,-0.6856
2018-05-03,0.1841
2018-05-04,0.0919
2018-05-07,0.0
2018-05-08,-1.6521
2018-05-09,-0.7
2018-05-10,-0.6109
2018-05-11,-0.7565
2018-05-14,-0.0476
2018-05-15,0.0
2018-05-16,0.0953
2018-05-17,-0.381
2018-05-18,0.3346
2018-05-21,0.1429
2018-05-22,-0.6185
2018-05-23,1.0053
2018-05-24,-0.0474
2018-05-25,-0.1897
2018-05-29,0.1425
2018-05-30,1.8975
2018-05-31,-2.4674
2018-06-01,0.7637
2018-06-04,0.6158
2018-06-05,-0.1883
2018-06-06,-0.8491
2018-06-07,0.4282
2018-06-08,0.4263
2018-06-11,0.0943
2018-06-12,2.4505
2018-06-13,1.5638999999999998
2018-06-14,-0.1812
2018-06-15,0.1361
2018-06-18,-1.1781
2018-06-19,-0.7336
2018-06-20,1.5242
2018-06-21,-0.182
2018-06-22,-0.5925
2018-06-25,-0.4127
2018-06-26,0.8748
2018-06-27,-2.7841
2018-06-28,1.4554
2018-06-29,-0.4627
2018-07-02,-4.2306
2018-07-03,-0.1456
2018-07-05,0.2431
2018-07-06,-0.1455
2018-07-09,-0.1457
2018-07-10,0.0973
2018-07-11,-0.0972
2018-07-12,-0.5837
2018-07-13,-0.4403
2018-07-16,0.1474
2018-07-17,0.3925
2018-07-18,0.0978
2018-07-19,0.1953
2018-07-20,0.0
2018-07-23,0.0487
2018-07-24,-0.0974
2018-07-25,0.0488
2018-07-26,1.0721
