ticker,QCP UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-21,-13.2632
2016-10-25,-0.7888
2016-10-26,-2.1407
2016-10-27,0.0
2016-10-28,4.0
2016-10-31,-7.7524
2016-11-01,-2.9316
2016-11-02,-6.0403
2016-11-03,-3.2143
2016-11-04,-0.369
2016-11-07,-3.7037
2016-11-08,-4.0
2016-11-09,14.1026
2016-11-10,-1.5449000000000002
2016-11-11,-0.3566
2016-11-14,-0.5011
2016-11-15,2.7338
2016-11-16,4.4118
2016-11-17,0.5366
2016-11-18,2.0013
2016-11-21,-3.0739
2016-11-22,-2.9015
2016-11-23,1.3899
2016-11-25,-0.2742
2016-11-28,1.0997
2016-11-29,0.068
2016-11-30,1.9022000000000001
2016-12-01,7.0
2016-12-02,-0.3115
2016-12-05,2.4375
2016-12-06,-2.0744
2016-12-07,-0.3115
2016-12-08,-0.9375
2016-12-09,-0.8833
2016-12-12,2.0369
2016-12-13,1.1229
2016-12-14,-2.8994
2016-12-15,-0.0635
2016-12-16,-2.9243
2016-12-19,0.262
2016-12-20,2.0248
2016-12-21,-1.1524
2016-12-22,-0.6477
2016-12-23,-0.9126
2016-12-27,-0.2632
2016-12-28,0.7256
2016-12-29,0.5239
2016-12-30,0.9772
2017-01-03,1.0968
2017-01-04,0.8934
2017-01-05,1.518
2017-01-06,0.4361
2017-01-09,-0.8065
2017-01-10,0.8755
2017-01-11,0.434
2017-01-12,-0.6173
2017-01-13,-0.4969
2017-01-17,-0.1873
2017-01-18,0.1251
2017-01-19,0.1874
2017-01-20,-0.8728
2017-01-23,-0.1887
2017-01-24,0.7561
2017-01-25,1.2508
2017-01-26,4.0148
2017-01-27,5.4038
2017-01-30,1.5775000000000001
2017-01-31,2.3849
2017-02-01,-3.1419
2017-02-02,0.0559
2017-02-03,0.2236
2017-02-06,-0.1673
2017-02-07,0.5587
2017-02-08,2.9444
2017-02-09,-2.5364
2017-02-10,-0.2215
2017-02-13,0.9434
2017-02-14,0.3299
2017-02-15,-0.3836
2017-02-16,1.9252
2017-02-17,1.619
2017-02-21,0.7966
2017-02-22,0.1054
2017-02-23,-0.5789
2017-02-24,0.0529
2017-02-27,0.4762
2017-02-28,-0.0527
2017-03-01,1.686
2017-03-02,-0.6736
2017-03-03,-0.2087
2017-03-06,0.1045
2017-03-07,-0.9922
2017-03-08,-2.0042
2017-03-09,-0.4844
2017-03-10,-0.4867
2017-03-13,-0.9783
2017-03-14,-1.3172
2017-03-15,1.2236
2017-03-16,0.3846
