ticker,TMUS UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-20,4.1971
2007-04-23,0.7005
2007-04-24,1.5652
2007-04-25,-2.0205
2007-04-26,-1.4331
2007-04-27,0.7092
2007-04-30,-1.2324
2007-05-01,-0.5348
2007-05-02,0.9319
2007-05-03,1.7401
2007-05-04,0.5236
2007-05-07,0.9375
2007-05-08,0.7912
2007-05-09,5.2901
2007-05-10,-1.4263
2007-05-11,1.6442
2007-05-14,3.2676
2007-05-15,7.1742
2007-05-16,0.4385
2007-05-17,5.9371
2007-05-18,0.4945
2007-05-21,-5.5768
2007-05-22,-2.403
2007-05-23,-0.3856
2007-05-24,1.0423
2007-05-25,3.183
2007-05-29,-3.1705
2007-05-30,5.6637
2007-05-31,-0.4467
2007-06-01,2.608
2007-06-04,0.246
2007-06-05,-3.8712999999999997
2007-06-06,-3.8853999999999997
2007-06-07,-4.013
2007-06-08,0.0615
2007-06-11,3.7481
2007-06-12,-1.9247999999999998
2007-06-13,2.0229
2007-06-14,-2.5451
2007-06-15,8.1081
2007-06-18,0.0562
2007-06-19,-4.5761
2007-06-20,-3.9718
2007-06-21,3.0025
2007-06-22,0.6246
2007-06-25,3.4585
2007-06-26,-0.6857
2007-06-27,0.2589
2007-06-28,-3.4433
2007-06-29,-1.8128
2007-07-02,-0.0303
2007-07-03,3.9661
2007-07-05,-0.4368
2007-07-06,2.8663
2007-07-09,0.0284
2007-07-10,1.2223
2007-07-11,1.5726
2007-07-12,2.7371
2007-07-13,0.1346
2007-07-16,3.0906
2007-07-17,5.1356
2007-07-18,-2.5042999999999997
2007-07-19,0.5849
2007-07-20,-0.4551
2007-07-23,-0.9144
2007-07-24,-3.2298999999999998
2007-07-25,-5.5894
2007-07-26,-0.5331
2007-07-27,-0.7052
2007-07-30,5.9375
2007-07-31,-1.7967
2007-08-01,0.6281
2007-08-02,5.8887
2007-08-03,-20.1435
2007-08-06,-1.8293
2007-08-07,4.6093
2007-08-08,-0.75
2007-08-09,-11.8703
2007-08-10,-1.7506
2007-08-13,4.8364
2007-08-14,-3.7808
2007-08-15,-7.0296
2007-08-16,-6.3591
2007-08-17,8.4058
2007-08-20,-1.8335
2007-08-21,-0.428
2007-08-22,-0.1954
2007-08-23,-0.0392
2007-08-24,11.0458
2007-08-27,8.1834
2007-08-28,-2.4128
2007-08-29,-5.446
2007-08-30,-4.841
2007-08-31,1.3368
2007-09-04,4.9835
2007-09-05,0.8377
2007-09-06,-2.7691
2007-09-07,-3.0972
