ticker,PRGO UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-07,-0.6042
2013-06-10,0.4965
2013-06-11,-0.2044
2013-06-12,-0.5805
2013-06-13,1.3737
2013-06-14,0.4489
2013-06-17,0.7673
2013-06-18,1.3806
2013-06-19,-0.8831
2013-06-20,-1.3656
2013-06-21,0.9793
2013-06-24,-0.928
2013-06-25,0.2447
2013-06-26,0.6819
2013-06-27,1.0702
2013-06-28,0.0993
2013-07-01,0.7769
2013-07-02,0.0574
2013-07-03,0.0984
2013-07-05,1.3428
2013-07-08,0.4444
2013-07-09,1.6892
2013-07-10,1.1232
2013-07-11,0.2894
2013-07-12,0.2184
2013-07-15,-0.1245
2013-07-16,-0.2961
2013-07-17,-0.0782
2013-07-18,0.8917
2013-07-19,0.2946
2013-07-22,0.6338
2013-07-23,-0.699
2013-07-24,0.5647
2013-07-25,1.8152
2013-07-26,1.4052
2013-07-29,-6.7496
2013-07-30,0.8309
2013-07-31,-1.442
2013-08-01,0.82
2013-08-02,2.3762
2013-08-05,-0.9191
2013-08-06,0.5345
2013-08-07,0.4692
2013-08-08,0.3424
2013-08-09,-0.4343
2013-08-12,-0.0545
2013-08-13,-0.5144
2013-08-14,-0.9558
2013-08-15,-3.2511
2013-08-16,-1.8885999999999998
2013-08-19,-1.05
2013-08-20,0.2358
2013-08-21,-0.4369
2013-08-22,1.0802
2013-08-23,-0.3339
2013-08-26,-0.134
2013-08-27,-2.0047
2013-08-28,1.301
2013-08-29,2.3508
2013-08-30,0.4213
2013-09-03,0.3702
2013-09-04,1.418
2013-09-05,-0.2829
2013-09-06,0.4539
2013-09-09,-0.5729
2013-09-10,0.4139
2013-09-11,-0.1293
2013-09-12,-0.5341
2013-09-13,0.423
2013-09-16,0.3808
2013-09-17,0.5891
2013-09-18,0.2888
2013-09-19,0.264
2013-09-20,-0.2793
2013-09-23,-0.4321
2013-09-24,-0.0643
2013-09-25,-0.981
2013-09-26,-0.2274
2013-09-27,0.6837
2013-09-30,-0.2587
2013-10-01,1.4751
2013-10-02,-0.0719
2013-10-03,0.0799
2013-10-04,3.0668
2013-10-07,0.1162
2013-10-08,-0.7895
2013-10-09,0.195
2013-10-10,1.0979
2013-10-11,-0.1925
2013-10-14,1.0495
2013-10-15,-0.2444
2013-10-16,1.0028
2013-10-17,0.1895
2013-10-18,0.348
2013-10-21,-1.0554
2013-10-22,-0.1752
2013-10-23,-1.2746
2013-10-24,-0.116
2013-10-25,1.0913
2013-10-28,0.1531
