ticker,LKQ UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-10-06,5.0
2003-10-07,3.1746
2003-10-08,-0.9231
2003-10-09,-3.1056
2003-10-10,-1.2821
2003-10-13,-0.5844
2003-10-14,6.2116
2003-10-15,-1.5436
2003-10-16,0.5621
2003-10-17,-1.5528
2003-10-20,0.6309
2003-10-21,0.0
2003-10-22,-0.6897
2003-10-23,-2.1465
2003-10-24,2.7742
2003-10-27,0.4394
2003-10-28,-1.5625
2003-10-29,2.2222
2003-10-30,3.3292
2003-10-31,3.9913
2003-11-03,1.2139
2003-11-04,-1.5991
2003-11-05,-1.3349
2003-11-06,-0.7059
2003-11-07,0.7109
2003-11-10,-0.2941
2003-11-11,0.295
2003-11-12,-0.8824
2003-11-13,-1.365
2003-11-14,0.7822
2003-11-17,-2.0299
2003-11-18,-0.6703
2003-11-19,1.227
2003-11-20,-0.303
2003-11-21,0.9119
2003-11-24,0.6024
2003-11-25,0.2994
2003-11-26,6.2687
2003-11-28,-0.5618
2003-12-01,1.6949
2003-12-02,-1.9444
2003-12-03,1.0765
2003-12-04,0.7287
2003-12-05,-1.1686
2003-12-08,-4.8423
2003-12-09,-5.0296
2003-12-10,1.5514000000000001
2003-12-11,3.6873
2003-12-12,2.9586
2003-12-15,-0.5172
2003-12-16,2.0797
2003-12-17,1.8676
2003-12-18,0.0
2003-12-19,0.0
2003-12-22,0.0
2003-12-23,1.3333
2003-12-24,0.0548
2003-12-26,-0.274
2003-12-29,0.2747
2003-12-30,-1.9178
2003-12-31,0.2793
2004-01-02,-1.337
2004-01-05,0.2823
2004-01-06,0.7883
2004-01-07,0.2793
2004-01-08,-0.1114
2004-01-09,0.0
2004-01-12,-0.1673
2004-01-13,-1.3966
2004-01-14,0.0
2004-01-15,1.983
2004-01-16,2.6111
2004-01-20,2.0032
2004-01-21,4.9894
2004-01-22,-0.1517
2004-01-23,-0.5063
2004-01-26,0.0509
2004-01-27,-3.2553
2004-01-28,-0.1577
2004-01-29,-1.3165
2004-01-30,-0.3202
2004-02-02,0.1071
2004-02-03,-0.8021
2004-02-04,-2.7493
2004-02-05,-0.7761
2004-02-06,-4.1899
2004-02-09,1.4577
2004-02-10,2.7011
2004-02-11,-1.5109
2004-02-12,1.5341
2004-02-13,0.3917
2004-02-17,-1.8952
2004-02-18,1.7045
2004-02-19,-1.6200999999999999
2004-02-20,0.5111
2004-02-23,-0.565
2004-02-24,0.1705
2004-02-25,11.0607
2004-02-26,-3.5751
