ticker,BKR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.1543
2000-01-04,-0.3096
2000-01-05,1.2422
2000-01-06,9.5092
2000-01-07,6.7227
2000-01-10,-3.1496
2000-01-11,2.168
2000-01-12,-4.7745
2000-01-13,0.2786
2000-01-14,1.1111
2000-01-18,2.7473
2000-01-19,0.2674
2000-01-20,-5.6
2000-01-21,2.8249
2000-01-24,1.3736
2000-01-25,-0.813
2000-01-26,-0.5464
2000-01-27,-5.2198
2000-01-28,-3.4783
2000-01-31,18.3183
2000-02-01,-2.0305
2000-02-02,-2.5907
2000-02-03,2.0851
2000-02-04,-6.2827
2000-02-07,4.1899
2000-02-08,-2.9491
2000-02-09,-3.8674
2000-02-10,3.7356
2000-02-11,0.831
2000-02-14,4.9451
2000-02-15,6.8063
2000-02-16,-0.7353
2000-02-17,0.2469
2000-02-18,-2.4631
2000-02-22,-2.0202
2000-02-23,-1.0309
2000-02-24,3.3854
2000-02-25,-3.0227
2000-02-28,4.9351
2000-02-29,2.4752
2000-03-01,5.5556
2000-03-02,4.119
2000-03-03,-5.9341
2000-03-06,2.3364
2000-03-07,6.1644
2000-03-08,-8.3871
2000-03-09,5.6338
2000-03-10,-3.1111
2000-03-13,0.0
2000-03-14,-1.8349
2000-03-15,-3.0374
2000-03-16,5.7831
2000-03-17,-3.6446
2000-03-20,-2.8369
2000-03-21,6.0827
2000-03-22,-0.9174
2000-03-23,1.6204
2000-03-24,2.0501
2000-03-27,-0.6696
2000-03-28,3.5955
2000-03-29,7.5922
2000-03-30,-3.4274
2000-03-31,1.0438
2000-04-03,1.6529
2000-04-04,-1.626
2000-04-05,-5.9917
2000-04-06,0.0
2000-04-07,1.978
2000-04-10,-10.3448
2000-04-11,10.5769
2000-04-12,2.3913
2000-04-13,-3.3970000000000002
2000-04-14,-0.2198
2000-04-17,-1.3216
2000-04-18,1.5625
2000-04-19,0.4396
2000-04-20,4.5952
2000-04-24,-2.9289
2000-04-25,1.0776
2000-04-26,8.3156
2000-04-27,0.1969
2000-04-28,0.0
2000-05-01,1.9646
2000-05-02,5.7803
2000-05-03,-3.0965
2000-05-04,5.609
2000-05-05,0.7143
2000-05-08,-0.7092
2000-05-09,0.8929
2000-05-10,-1.4159
2000-05-11,3.4111000000000002
2000-05-12,1.0417
2000-05-15,0.8591
2000-05-16,-0.3407
2000-05-17,3.5897
2000-05-18,-4.4554
2000-05-19,-1.3817
2000-05-22,-4.2032
2000-05-23,5.4845
