ticker,COST UA Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-10-25,-1.6644
2002-10-28,-1.2976
2002-10-29,0.2286
2002-10-30,-4.2486
2002-10-31,1.6974
2002-11-01,0.6735
2002-11-04,-1.0471
2002-11-05,-0.6761
2002-11-06,-1.0062
2002-11-07,-3.4978
2002-11-08,-0.6196
2002-11-11,-1.2781
2002-11-12,2.1156
2002-11-13,-2.6592000000000002
2002-11-14,6.0673
2002-11-15,0.569
2002-11-18,-2.1144
2002-11-19,-3.3465
2002-11-20,1.385
2002-11-21,-0.7762
2002-11-22,-0.219
2002-11-25,0.439
2002-11-26,-2.2167
2002-11-27,2.3627000000000002
2002-11-29,0.9357
2002-12-02,0.5253
2002-12-03,-0.3689
2002-12-04,0.8639
2002-12-05,-4.558
2002-12-06,-2.4359
2002-12-09,-2.7923999999999998
2002-12-10,-0.3717
2002-12-11,-2.7476000000000003
2002-12-12,2.895
2002-12-13,-3.6271
2002-12-16,1.02
2002-12-17,-3.4471
2002-12-18,-0.9376
2002-12-19,0.4732
2002-12-20,1.3043
2002-12-23,-2.3963
2002-12-26,1.2825
2002-12-27,-0.4703
2002-12-30,2.072
2002-12-31,0.0712
2003-01-02,2.8826
2003-01-03,-2.5943
2003-01-06,1.9176
2003-01-07,1.7422
2003-01-08,0.2397
2003-01-09,4.3731
2003-01-10,0.0982
2003-01-13,-0.0981
2003-01-14,1.0802
2003-01-15,-1.522
2003-01-16,-0.9536
2003-01-17,0.2656
2003-01-21,-1.755
2003-01-22,-2.1571
2003-01-23,2.1702
2003-01-24,-2.6298
2003-01-27,-0.3809
2003-01-28,1.8422
2003-01-29,0.0683
2003-01-30,-0.5798
2003-01-31,-1.0292
2003-02-03,0.9012
2003-02-04,-2.0955
2003-02-05,3.0526
2003-02-06,0.034
2003-02-07,-0.953
2003-02-10,-1.8557000000000001
2003-02-11,0.0
2003-02-12,1.4706000000000001
2003-02-13,-1.4493
2003-02-14,1.0504
2003-02-18,2.7374
2003-02-19,-1.113
2003-02-20,-0.5457
2003-02-21,2.7435
2003-02-24,-1.5354
2003-02-25,0.678
2003-02-26,1.0101
2003-03-03,1.2333
2003-03-05,-5.9597999999999995
2003-03-06,0.9104
2003-03-07,0.694
2003-03-10,-2.5155
2003-03-12,-1.2018
2003-03-13,7.0125
2003-03-14,-1.7050999999999998
2003-03-17,4.1497
2003-03-18,0.5879
2003-03-20,-0.2922
2003-03-25,1.563
2003-03-27,-2.5329
2003-03-28,0.4605
