ticker,ORLY UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-7.2674
2000-01-05,0.627
2000-01-06,-5.6075
2000-01-07,-12.2112
2000-01-10,1.1278
2000-01-11,-1.487
2000-01-12,-1.8868
2000-01-13,0.7692
2000-01-14,-12.7863
2000-01-18,-1.0941
2000-01-19,-5.7522
2000-01-20,0.0
2000-01-21,1.8779
2000-01-24,-0.4608
2000-01-25,1.8519
2000-01-26,-8.1818
2000-01-27,5.4455
2000-01-28,-2.3474
2000-01-31,0.9615
2000-02-01,1.9048
2000-02-02,-4.6729
2000-02-03,6.3725
2000-02-04,-2.3041
2000-02-07,-1.8868
2000-02-08,1.9231
2000-02-09,-8.9623
2000-02-10,8.2902
2000-02-11,-6.6986
2000-02-14,4.1026
2000-02-15,-3.9409
2000-02-16,-5.641
2000-02-17,-6.5217
2000-02-18,0.0
2000-02-22,4.6512
2000-02-23,2.5
2000-02-24,13.2791
2000-02-25,-1.4354
2000-02-28,1.6989999999999998
2000-02-29,6.9212
2000-03-01,-13.8393
2000-03-02,-8.2902
2000-03-03,9.6045
2000-03-06,-9.7938
2000-03-07,-12.0
2000-03-08,-3.8961
2000-03-09,18.2432
2000-03-10,-8.5714
2000-03-13,5.625
2000-03-14,7.1006
2000-03-15,9.3923
2000-03-16,20.202
2000-03-17,-3.3613
2000-03-20,1.3043
2000-03-21,3.4335
2000-03-22,-1.2448
2000-03-23,-0.8403
2000-03-24,10.1695
2000-03-27,0.7692
2000-03-28,-6.1068999999999996
2000-03-29,-6.0976
2000-03-30,3.8961
2000-03-31,-5.4167
2000-04-03,3.9648
2000-04-04,0.0
2000-04-05,0.4237
2000-04-06,-2.5316
2000-04-07,-3.4632
2000-04-10,-1.7936999999999999
2000-04-11,-4.5662
2000-04-12,-1.4354
2000-04-13,4.3689
2000-04-14,-3.7209
2000-04-17,0.4831
2000-04-18,0.4808
2000-04-19,-6.6986
2000-04-20,4.6154
2000-04-24,-2.451
2000-04-25,7.0352
2000-04-26,7.5117
2000-04-27,-4.8035
2000-04-28,-0.9174
2000-05-01,3.2407
2000-05-02,-3.5874
2000-05-03,-3.2558
2000-05-04,0.0
2000-05-05,6.7308
2000-05-08,-0.9009
2000-05-09,0.0
2000-05-10,0.9091
2000-05-11,2.2523
2000-05-12,-3.0837
2000-05-15,10.4545
2000-05-16,0.4115
2000-05-17,-3.2787
2000-05-18,1.6949
2000-05-19,-1.6667
2000-05-22,-0.8475
2000-05-23,0.0
