ticker,MFE UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-02-13,-1.6842000000000001
2002-02-14,-6.1385
2002-02-15,-3.7262
2002-02-19,-7.188
2002-02-20,-4.8936
2002-02-21,2.9083
2002-02-22,1.8260999999999998
2002-02-25,3.117
2002-02-26,1.4493
2002-02-27,-0.1224
2002-02-28,-3.065
2002-03-01,6.1551
2002-03-04,8.4194
2002-03-05,0.8059
2002-03-06,0.2544
2002-03-07,-2.1385
2002-03-08,7.4074
2002-03-11,1.5171999999999999
2002-03-12,0.2038
2002-03-13,-2.4068
2002-03-14,-0.4863
2002-03-15,-3.63
2002-03-18,-0.9417
2002-03-19,-1.2797
2002-03-20,-1.6296
2002-03-21,2.5602
2002-03-22,-3.304
2002-03-25,-5.0873
2002-03-26,-11.08
2002-03-27,7.0625
2002-03-28,1.6806999999999999
2002-04-01,-2.3967
2002-04-02,0.5504
2002-04-03,-2.3158
2002-04-04,-1.4655
2002-04-05,0.2187
2002-04-08,3.9284
2002-04-09,-5.5019
2002-04-10,-1.5556
2002-04-11,2.3025
2002-04-12,8.782
2002-04-15,-2.2718
2002-04-16,4.6077
2002-04-17,2.4206
2002-04-18,-0.4262
2002-04-19,-0.3891
2002-04-22,-3.75
2002-04-23,-3.9773
2002-04-24,0.3804
2002-04-25,-20.4632
2002-04-26,-1.5352000000000001
2002-04-29,-6.0215
2002-04-30,1.5446
2002-05-01,3.662
2002-05-02,-5.3804
2002-05-03,-1.7806
2002-05-06,-4.7368
2002-05-07,16.636
2002-05-08,13.6842
2002-05-09,-7.8704
2002-05-10,-7.5377
2002-05-13,4.9457
2002-05-14,8.7002
2002-05-15,-0.9052
2002-05-16,-2.4519
2002-05-17,6.555
2002-05-20,-3.8853
2002-05-21,-2.743
2002-05-22,2.7214
2002-05-23,1.1561
2002-05-24,-0.0952
2002-05-28,-1.9066
2002-05-29,-2.8183
2002-05-30,-0.8
2002-05-31,-2.4698
2002-06-03,-5.323
2002-06-04,3.3843
2002-06-05,-1.5312000000000001
2002-06-06,-4.8257
2002-06-07,7.493
2002-06-10,-2.1488
2002-06-11,-2.4103
2002-06-12,3.4029
2002-06-13,1.4331
2002-06-14,3.192
2002-06-17,3.2961
2002-06-18,2.8473
2002-06-19,-4.105
2002-06-20,-4.2807
2002-06-21,-1.4561
2002-06-24,-0.3694
2002-06-25,-0.6356
2002-06-26,-3.5714
2002-06-27,4.3671
2002-06-28,2.0657
2002-07-01,-8.5625
2002-07-02,0.454
2002-07-03,7.4576
