ticker,AMD UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-05,-1.1152
2015-01-06,-1.1278
2015-01-07,-1.9011
2015-01-08,1.1628
2015-01-09,0.7663
2015-01-12,0.0
2015-01-13,1.1407
2015-01-14,-1.1278
2015-01-15,-4.1825
2015-01-16,-5.1587
2015-01-20,-6.2762
2015-01-21,9.375
2015-01-22,0.8163
2015-01-23,-0.8097
2015-01-26,6.5306
2015-01-27,3.4483
2015-01-28,-2.5926
2015-01-29,-0.7605
2015-01-30,-1.5326
2015-02-02,3.8911
2015-02-03,3.3708
2015-02-04,3.2609
2015-02-05,16.1404
2015-02-06,-8.4592
2015-02-09,0.33
2015-02-10,0.0
2015-02-11,0.9868
2015-02-12,1.6287
2015-02-13,0.9615
2015-02-17,-1.2698
2015-02-18,-0.9646
2015-02-19,-0.8117
2015-02-20,0.1637
2015-02-23,0.0
2015-02-24,1.634
2015-02-25,-0.3215
2015-02-26,-0.6452
2015-02-27,0.974
2015-03-02,3.2154
2015-03-03,-2.1807
2015-03-04,-2.8662
2015-03-05,-2.2951
2015-03-06,-2.0134
2015-03-09,0.3425
2015-03-10,-0.3413
2015-03-11,-2.7397
2015-03-12,-2.8169
2015-03-13,-0.3623
2015-03-16,0.3636
2015-03-17,0.3623
2015-03-18,-0.722
2015-03-19,-0.3636
2015-03-20,2.1898
2015-03-23,1.4285999999999999
2015-03-24,-1.7606000000000002
2015-03-25,-5.7348
2015-03-26,0.7605
2015-03-27,2.6414999999999997
2015-03-30,-0.7353
2015-03-31,-0.7407
2015-04-01,0.3731
2015-04-02,0.0
2015-04-06,0.3717
2015-04-07,0.0
2015-04-08,0.3704
2015-04-09,0.369
2015-04-10,1.4706000000000001
2015-04-13,0.7246
2015-04-14,-3.9568
2015-04-15,1.1236
2015-04-16,6.2963000000000005
2015-04-17,-10.2787
2015-04-20,-3.301
2015-04-21,-5.6225000000000005
2015-04-22,-2.9787
2015-04-23,2.193
2015-04-24,-1.2876
2015-04-27,1.7391
2015-04-28,-1.2821
2015-04-29,-1.2987
2015-04-30,-0.8772
2015-05-01,2.2124
2015-05-04,0.0
2015-05-05,-1.2987
2015-05-06,0.4386
2015-05-07,1.31
2015-05-08,-0.431
2015-05-11,0.4329
2015-05-12,1.2931
2015-05-13,0.8511
2015-05-14,-1.6878
2015-05-15,-0.4292
2015-05-18,1.2931
2015-05-19,-2.9787
2015-05-20,1.7544
2015-05-21,-1.7241
2015-05-22,0.0
2015-05-26,-2.6316
