ticker,LUV UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5444
2000-01-04,-3.1373
2000-01-05,-0.4049
2000-01-06,-0.4065
2000-01-07,3.6734999999999998
2000-01-10,1.1811
2000-01-11,2.7237
2000-01-12,0.7576
2000-01-13,-3.3835
2000-01-14,0.7782
2000-01-18,-2.3166
2000-01-19,-1.9763
2000-01-20,-2.4194
2000-01-21,1.2397
2000-01-24,-1.2245
2000-01-25,1.6529
2000-01-26,2.439
2000-01-27,0.7937
2000-01-28,-1.1811
2000-01-31,1.5936
2000-02-01,-1.5686
2000-02-02,1.992
2000-02-03,0.0
2000-02-04,0.7813
2000-02-07,0.7752
2000-02-08,-0.3846
2000-02-09,-1.1583
2000-02-10,-1.5625
2000-02-11,-1.9841
2000-02-14,-0.4049
2000-02-15,0.813
2000-02-16,3.629
2000-02-17,1.9455
2000-02-18,-1.145
2000-02-22,2.7027
2000-02-23,6.7669
2000-02-24,-1.7606000000000002
2000-02-25,3.9427
2000-02-28,-2.4138
2000-02-29,4.2403
2000-03-01,-0.9871
2000-03-02,-2.3973
2000-03-03,1.7544
2000-03-06,-3.1034
2000-03-07,-7.1174
2000-03-08,8.4291
2000-03-09,2.8269
2000-03-10,2.7491
2000-03-13,1.3378
2000-03-14,0.0
2000-03-15,2.9703
2000-03-16,1.9231
2000-03-17,-4.4025
2000-03-20,4.6053
2000-03-21,1.5723
2000-03-22,-3.096
2000-03-23,3.8339
2000-03-24,-1.5385
2000-03-27,-1.875
2000-03-28,4.1401
2000-03-29,-1.5291000000000001
2000-03-30,-0.9317
2000-03-31,4.3887
2000-04-03,-2.1021
2000-04-04,2.1471999999999998
2000-04-05,2.1021
2000-04-06,0.2941
2000-04-07,1.173
2000-04-10,1.4493
2000-04-11,2.0
2000-04-12,-3.9215999999999998
2000-04-13,-0.2915
2000-04-14,-2.6316
2000-04-17,-8.1081
2000-04-18,3.5948
2000-04-19,6.9401
2000-04-20,0.59
2000-04-24,-2.6393
2000-04-25,0.9036
2000-04-26,-0.2985
2000-04-27,0.5988
2000-04-28,3.2738
2000-05-01,0.8646
2000-05-02,-0.8571
2000-05-03,-0.5764
2000-05-04,-1.1594
2000-05-05,0.5865
2000-05-08,4.6647
2000-05-09,-1.9499
2000-05-10,0.2841
2000-05-11,-0.2833
2000-05-12,-2.8409
2000-05-15,-1.462
2000-05-16,-0.2967
2000-05-17,2.6786
2000-05-18,-2.3188
2000-05-19,-3.5608
2000-05-22,-0.3077
