ticker,D UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.8662
2000-01-04,2.459
2000-01-05,2.88
2000-01-06,0.6221
2000-01-07,0.3091
2000-01-10,0.0
2000-01-11,0.3082
2000-01-12,0.768
2000-01-13,1.2195
2000-01-14,0.3012
2000-01-18,0.0
2000-01-19,1.5015
2000-01-20,0.4438
2000-01-21,-0.2946
2000-01-24,0.2954
2000-01-25,-1.0309
2000-01-26,1.6369
2000-01-27,-0.2928
2000-01-28,-4.699
2000-01-31,2.9276
2000-02-01,-1.6467
2000-02-02,0.761
2000-02-03,1.3595
2000-02-04,-1.7884
2000-02-07,-0.7587
2000-02-08,-0.1529
2000-02-09,-0.3063
2000-02-10,0.3072
2000-02-11,-0.9188
2000-02-14,-0.3091
2000-02-15,0.7752
2000-02-16,0.1538
2000-02-17,0.3072
2000-02-18,-0.3063
2000-02-22,-0.1536
2000-02-23,-4.0
2000-02-24,-0.9615
2000-02-25,-3.8834999999999997
2000-02-28,1.4007
2000-02-29,-0.8446
2000-03-01,-1.7036
2000-03-02,1.5598
2000-03-03,0.3413
2000-03-06,-1.3605
2000-03-07,0.5172
2000-03-08,0.8576
2000-03-09,-0.1701
2000-03-10,-1.0221
2000-03-13,-1.2048
2000-03-14,-2.0906
2000-03-15,4.6263
2000-03-16,5.4422
2000-03-17,-3.7096999999999998
2000-03-20,1.34
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.9917
2000-03-24,-1.6367
2000-03-27,-0.1664
2000-03-28,-2.0
2000-03-29,0.6803
2000-03-30,2.7027
2000-03-31,1.1513
2000-04-03,0.3252
2000-04-04,2.9173
2000-04-05,0.7874
2000-04-06,-1.5625
2000-04-07,-1.746
2000-04-10,4.0388
2000-04-11,1.8634
2000-04-12,3.5061
2000-04-13,5.7437000000000005
2000-04-14,-3.2033
2000-04-17,0.2878
2000-04-18,-1.5782
2000-04-19,-1.312
2000-04-20,1.4771
2000-04-24,3.2023
2000-04-25,3.385
2000-04-26,1.5007000000000001
2000-04-27,-2.1505
2000-04-28,-1.0989
2000-05-01,-1.3889
2000-05-02,-2.6761
2000-05-03,0.5789
2000-05-04,2.446
2000-05-05,-2.1067
2000-05-08,0.7174
2000-05-09,0.1425
2000-05-10,4.5519
2000-05-11,1.6327
2000-05-12,-2.5435
2000-05-15,1.0989
2000-05-16,-0.2717
2000-05-17,-3.406
2000-05-18,2.5388
2000-05-19,1.6505999999999998
2000-05-22,1.4885
2000-05-23,-2.9333
