ticker,APA UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-06-10,-10.2843
2020-06-11,-13.7559
2020-06-12,7.6622
2020-06-15,2.2513
2020-06-16,3.4801
2020-06-17,-4.6671
2020-06-18,2.3758
2020-06-19,-1.6878
2020-06-22,2.1459
2020-06-23,-1.0504
2020-06-24,-7.5018
2020-06-25,4.5142
2020-06-26,-3.0015
2020-06-29,0.6038
2020-06-30,1.2753
2020-07-01,-3.7407
2020-07-02,2.0392
2020-07-06,1.9985
2020-07-07,-5.5823
2020-07-08,2.3493
2020-07-09,-7.5746
2020-07-10,5.2152
2020-07-13,-1.4949
2020-07-14,7.9073
2020-07-15,2.2946
2020-07-16,0.3618
2020-07-17,-4.1817
2020-07-20,2.3326000000000002
2020-07-21,9.7426
2020-07-22,-2.6174
2020-07-23,-0.827
2020-07-24,-1.3204
2020-07-27,-3.6268000000000002
2020-07-28,-2.6672000000000002
2020-07-29,2.4775
2020-07-30,17.2894
2020-07-31,-4.1224
2020-08-03,2.4104
2020-08-04,1.0178
2020-08-05,2.267
2020-08-06,-3.9409
2020-08-07,-0.3846
2020-08-10,4.7619
2020-08-11,-4.2383
2020-08-12,1.0263
2020-08-13,-2.0952
2020-08-14,1.297
2020-08-17,-1.8246
2020-08-18,-0.5543
2020-08-19,0.5902
2020-08-20,-3.9112999999999998
2020-08-21,-3.2564
2020-08-24,1.3675
2020-08-25,1.349
2020-08-26,-3.8908
2020-08-27,3.6932
2020-08-28,3.0479
2020-08-31,-1.6284
2020-09-01,0.9459
2020-09-02,-3.4806
2020-09-03,-0.208
2020-09-04,1.4593
2020-09-08,-10.6849
2020-09-09,0.8436
2020-09-10,-8.6692
2020-09-11,-1.0408
2020-09-14,0.3786
2020-09-15,0.0838
2020-09-16,4.6901
2020-09-17,-0.64
2020-09-18,1.8519
2020-09-21,-4.2688
2020-09-22,1.0735
2020-09-23,-9.3137
2020-09-24,-1.8018
2020-09-25,-9.633
2020-09-28,4.264
2020-09-29,-7.1081
2020-09-30,-0.7338
2020-10-01,-1.6895
2020-10-02,4.6187000000000005
2020-10-05,1.0267
2020-10-06,-4.2683
2020-10-07,1.5924
2020-10-08,5.9561
2020-10-09,-4.6350999999999996
2020-10-12,-3.7229
2020-10-13,-1.826
2020-10-14,0.6565
2020-10-15,6.087
2020-10-16,-3.9959
2020-10-19,-3.3084
2020-10-20,6.0706
2020-10-21,-5.0468
2020-10-22,3.7363
2020-10-23,-1.6949
2020-10-26,-7.7586
2020-10-27,-2.5117000000000003
2020-10-28,-6.6507
2020-10-29,5.1348
2020-10-30,1.3431
2020-11-02,7.0482
2020-11-03,-1.7445
2020-11-04,2.9782
2020-11-05,-0.2225
2020-11-06,-4.8495
2020-11-09,14.2355
2020-11-10,2.4615
2020-11-11,-0.4004
2020-11-12,-2.5126
2020-11-13,6.3918
2020-11-16,7.9457
2020-11-17,2.693
2020-11-18,-3.4965
2020-11-19,2.808
2020-11-20,0.793
2020-11-23,12.4126
2020-11-24,9.1757
2020-11-25,0.5698
2020-11-27,-1.4163999999999999
2020-11-30,-7.3994
2020-12-01,-4.0341
2020-12-02,5.9822
2020-12-03,4.8055
2020-12-04,10.4803
2020-12-07,-3.7549
2020-12-08,1.0267
2020-12-09,1.7614999999999998
2020-12-10,9.8535
2020-12-11,-2.4242
2020-12-14,-4.9068000000000005
2020-12-15,3.7884
2020-12-16,-0.5664
2020-12-17,-0.3165
2020-12-18,-2.6667
2020-12-21,-3.1311
2020-12-22,-4.9158
2020-12-23,4.6742
2020-12-24,-2.3681
2020-12-28,-1.5246
2020-12-29,-0.4222
2020-12-30,2.9682
2020-12-31,-2.6081
2021-01-04,4.0874
2021-01-05,9.5464
2021-01-06,4.0791
2021-01-07,1.6033
2021-01-08,-3.0976
2021-01-11,0.4825
2021-01-12,11.2245
2021-01-13,-3.9396
2021-01-14,3.0899
2021-01-15,-5.8856
2021-01-19,3.1847
2021-01-20,-1.9641
2021-01-21,-4.6079
2021-01-22,-1.5625
2021-01-25,-3.9683
2021-01-26,-2.7336
