ticker,NWL UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-12,0.6408
2018-12-13,-3.3106999999999998
2018-12-14,-3.0729
2018-12-17,-2.6268000000000002
2018-12-18,-0.4186
2018-12-19,-4.7174
2018-12-20,-1.8136999999999999
2018-12-21,-5.8412
2018-12-24,-4.825
2018-12-26,5.3482
2018-12-27,-2.697
2018-12-28,-0.1087
2018-12-31,1.1425
2019-01-02,0.3765
2019-01-03,-2.09
2019-01-04,4.8713999999999995
2019-01-07,1.7745
2019-01-08,1.0256
2019-01-09,0.1523
2019-01-10,4.1561
2019-01-11,-0.7299
2019-01-14,-0.4902
2019-01-15,2.4138
2019-01-16,-1.1544
2019-01-17,0.8759
2019-01-18,1.7366000000000001
2019-01-22,-2.8449999999999998
2019-01-23,-0.8785
2019-01-24,3.2989
2019-01-25,1.6206
2019-01-28,0.6098
2019-01-29,-1.4918
2019-01-30,-0.9938
2019-01-31,1.3862
2019-02-01,0.33
2019-02-04,2.2086
2019-02-05,-1.7471
2019-02-06,-0.1872
2019-02-07,-2.8598
2019-02-08,-0.6274
2019-02-11,3.7397
2019-02-12,0.9363
2019-02-13,0.4174
2019-02-14,0.1848
2019-02-15,-20.8852
2019-02-19,-0.8741
2019-02-20,0.823
2019-02-21,0.8163
2019-02-22,-1.3302
2019-02-25,0.4103
2019-02-26,-0.0584
2019-02-27,-2.3364
2019-02-28,-1.5767
2019-03-01,-0.3697
2019-03-04,-0.3711
2019-03-05,-0.6828
2019-03-06,-1.9375
2019-03-07,-1.211
2019-03-08,-0.3871
2019-03-11,1.101
2019-03-12,-0.1281
2019-03-13,-0.7697
2019-03-14,-0.1293
2019-03-15,0.712
2019-03-18,2.6992000000000003
2019-03-19,-0.6884
2019-03-20,-0.7561
2019-03-21,0.3175
2019-03-22,-5.0633
2019-03-25,0.4667
2019-03-26,1.3271
2019-03-27,0.3929
2019-03-28,0.7175
2019-03-29,-0.6477
2019-04-01,0.6519
2019-04-02,-0.6477
2019-04-03,-0.1304
2019-04-04,1.6319
2019-04-05,1.7983
2019-04-08,-0.5678
2019-04-09,-2.9821999999999997
2019-04-10,1.2426
2019-04-11,-0.7752
2019-04-12,0.1953
2019-04-15,-1.3645
2019-04-16,0.0
2019-04-17,-0.1318
2019-04-18,-0.066
2019-04-22,-4.8845
2019-04-23,-1.6655
2019-04-24,0.4234
2019-04-25,-4.2164
2019-04-26,5.0624
2019-04-29,0.6983
2019-04-30,-0.2774
2019-05-01,-0.2086
