ticker,PMCS UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.9747
2000-01-04,-6.1811
2000-01-05,-5.6232
2000-01-06,-10.7159
2000-01-07,19.3227
2000-01-10,9.6828
2000-01-11,-6.9254
2000-01-12,-2.2077
2000-01-13,5.4766
2000-01-14,4.2806
2000-01-18,3.0787
2000-01-19,0.59
2000-01-20,2.346
2000-01-21,9.5989
2000-01-24,-2.0915
2000-01-25,5.1402
2000-01-26,3.1111
2000-01-27,-5.7882
2000-01-28,-0.6209
2000-01-31,-5.0312
2000-02-01,13.885
2000-02-02,6.6586
2000-02-03,4.7605
2000-02-04,7.619
2000-02-07,7.6106
2000-02-08,1.6447
2000-02-09,6.7499
2000-02-10,-1.5158
2000-02-11,-6.1566
2000-02-14,-2.4367
2000-02-15,18.3357
2000-02-16,4.4343
2000-02-17,4.4695
2000-02-18,-9.4866
2000-02-22,7.8093
2000-02-23,2.0587
2000-02-24,2.3534
2000-02-25,8.3942
2000-02-28,-3.7037
2000-02-29,8.007
2000-03-01,0.9631
2000-03-02,-4.8657
2000-03-03,8.3923
2000-03-06,14.6144
2000-03-07,-1.7633999999999999
2000-03-08,0.2762
2000-03-09,8.0694
2000-03-10,0.0765
2000-03-13,-2.9284
2000-03-14,-8.4995
2000-03-15,-14.6789
2000-03-16,10.0806
2000-03-17,2.6557
2000-03-20,-1.5165
2000-03-21,-0.5133
2000-03-22,9.2564
2000-03-23,1.3333
2000-03-24,1.4529
2000-03-27,0.1081
2000-03-28,-6.8016
2000-03-29,-11.9027
2000-03-30,-8.8757
2000-03-31,17.5685
2000-04-03,-16.7229
2000-04-04,-2.1739
2000-04-05,2.9379
2000-04-06,8.3059
2000-04-07,5.2703
2000-04-10,-8.4724
2000-04-11,-7.3282
2000-04-12,-10.5184
2000-04-13,-15.0529
2000-04-14,-5.6745
2000-04-17,34.4591
2000-04-18,1.0597
2000-04-19,-11.767
2000-04-20,2.2447
2000-04-24,2.7119999999999997
2000-04-25,17.2255
2000-04-26,-2.7529
2000-04-27,7.4265
2000-04-28,5.065
2000-05-01,-2.0195
2000-05-02,-6.8816
2000-05-03,-3.3916
2000-05-04,1.6999
2000-05-05,4.6512
2000-05-08,-6.9444
2000-05-09,-5.8582
2000-05-10,-11.732099999999999
2000-05-11,5.6129
2000-05-12,-0.7228
2000-05-15,6.5096
2000-05-16,5.4684
2000-05-17,-4.2318
2000-05-18,0.199
2000-05-19,-6.5554
2000-05-22,5.7823
2000-05-23,-14.1881
