ticker,AMZN UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,17.4056
2000-01-04,-8.3217
2000-01-05,-14.8741
2000-01-06,-6.0036
2000-01-07,6.101
2000-01-10,-0.5391
2000-01-11,-3.523
2000-01-12,-4.7753
2000-01-13,3.7365
2000-01-14,-2.5592
2000-01-18,-0.1946
2000-01-19,4.191
2000-01-20,-3.087
2000-01-21,-4.1506
2000-01-24,12.9909
2000-01-25,-1.2478
2000-01-26,-6.4079
2000-01-27,3.2787
2000-01-28,-7.8431
2000-01-31,4.6606
2000-02-01,4.453
2000-02-02,2.9657
2000-02-03,21.2421
2000-02-04,-6.6815
2000-02-07,-4.5346
2000-02-08,10.8333
2000-02-09,-3.4586
2000-02-10,-5.0623
2000-02-11,0.0
2000-02-14,-2.297
2000-02-15,-0.8396
2000-02-16,-4.2337
2000-02-17,-2.3872999999999998
2000-02-18,-6.1594
2000-02-22,-1.834
2000-02-23,10.8161
2000-02-24,-2.8394
2000-02-25,1.0046
2000-02-28,-4.8825
2000-02-29,4.7529
2000-03-01,-4.3557
2000-03-02,-5.0285
2000-03-03,-0.0999
2000-03-06,2.3
2000-03-07,-0.6843
2000-03-08,0.1969
2000-03-09,8.1532
2000-03-10,-2.8156
2000-03-13,-2.3364
2000-03-14,0.4785
2000-03-15,-2.8571
2000-03-16,3.9215999999999998
2000-03-17,-2.1698
2000-03-20,-0.9643
2000-03-21,12.7556
2000-03-22,-2.3316
2000-03-23,-4.244
2000-03-24,7.3869
2000-03-27,0.6019
2000-03-28,-4.1026
2000-03-29,-5.5258
2000-03-30,0.3774
2000-03-31,0.7519
2000-04-03,-5.1306
2000-04-04,0.59
2000-04-05,-2.737
2000-04-06,3.3166
2000-04-07,5.1556
2000-04-10,-6.198
2000-04-11,0.0
2000-04-12,-11.0454
2000-04-13,-14.8559
2000-04-14,-2.3438
2000-04-17,0.4
2000-04-18,16.7331
2000-04-19,-2.7304
2000-04-20,-1.9883
2000-04-24,-4.8926
2000-04-25,5.2698
2000-04-26,2.0262000000000002
2000-04-27,-1.1682
2000-04-28,4.3735
2000-05-01,8.607
2000-05-02,-6.3608
2000-05-03,-3.5635
2000-05-04,1.7321
2000-05-05,6.2429
2000-05-08,-4.2468
2000-05-09,0.4184
2000-05-10,-5.2222
2000-05-11,2.9308
2000-05-12,-2.0501
2000-05-15,4.3023
2000-05-16,5.3512
2000-05-17,3.2804
2000-05-18,-9.2213
2000-05-19,-4.9661
2000-05-22,-1.4252
