ticker,ETFC UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,7.4163
2000-01-04,-2.6726
2000-01-05,-4.3478
2000-01-06,0.9569
2000-01-07,1.1848
2000-01-10,5.1522
2000-01-11,-4.8998
2000-01-12,-2.3419
2000-01-13,7.6739
2000-01-14,2.4499
2000-01-18,-2.8261
2000-01-19,-6.264
2000-01-20,-4.2959
2000-01-21,-5.985
2000-01-24,-1.061
2000-01-25,-3.2172
2000-01-26,7.6177
2000-01-27,-3.7323
2000-01-28,-3.2086
2000-01-31,-6.9061
2000-02-01,-5.3412
2000-02-02,1.5674000000000001
2000-02-03,8.642
2000-02-04,-0.8523
2000-02-07,4.298
2000-02-08,1.0989
2000-02-09,-4.8913
2000-02-10,0.5714
2000-02-11,-2.8409
2000-02-14,0.5848
2000-02-15,4.3605
2000-02-16,-4.7354
2000-02-17,0.2924
2000-02-18,-4.3732
2000-02-22,-2.439
2000-02-23,10.625
2000-02-24,-2.2599
2000-02-25,2.8902
2000-02-28,2.809
2000-02-29,7.6503
2000-03-01,6.3452
2000-03-02,-4.5346
2000-03-03,2.25
2000-03-06,3.912
2000-03-07,-6.3529
2000-03-08,-1.005
2000-03-09,4.3147
2000-03-10,3.163
2000-03-13,-2.8302
2000-03-14,-2.6699
2000-03-15,3.2419000000000002
2000-03-16,1.2077
2000-03-17,11.6945
2000-03-20,-2.7778
2000-03-21,-2.8571
2000-03-22,3.6199
2000-03-23,-2.6201
2000-03-24,14.7982
2000-03-27,1.9531
2000-03-28,-5.9387
2000-03-29,-3.8697
2000-03-30,-2.3305
2000-03-31,4.5553
2000-04-03,-8.9212
2000-04-04,-11.1617
2000-04-05,-3.5897
2000-04-06,3.7234
2000-04-07,0.7692
2000-04-10,-0.7634
2000-04-11,-3.8462
2000-04-12,-2.9333
2000-04-13,-2.7473
2000-04-14,-13.2768
2000-04-17,-5.2117
2000-04-18,18.2131
2000-04-19,-4.3605
2000-04-20,-2.1277
2000-04-24,-0.3106
2000-04-25,4.0498
2000-04-26,-4.1916
2000-04-27,9.375
2000-04-28,-1.7143000000000002
2000-05-01,-3.1977
2000-05-02,-5.7057
2000-05-03,-1.5924
2000-05-04,3.5599
2000-05-05,-0.9375
2000-05-08,5.6782
2000-05-09,-0.8955
2000-05-10,-3.9157
2000-05-11,-3.1348
2000-05-12,2.589
2000-05-15,4.1009
2000-05-16,-0.303
2000-05-17,-3.3435
2000-05-18,0.9434
2000-05-19,-3.4268
2000-05-22,-14.8387
