ticker,INFO UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-26,0.4716
2018-04-27,0.5102
2018-04-30,-0.2234
2018-05-01,0.5291
2018-05-02,-0.3441
2018-05-03,-1.2797
2018-05-04,1.5844
2018-05-07,1.6002
2018-05-08,0.7974
2018-05-09,1.246
2018-05-10,1.2014
2018-05-11,0.8397
2018-05-14,-0.6126
2018-05-15,-0.3852
2018-05-16,-0.174
2018-05-17,-0.5811
2018-05-18,0.2727
2018-05-21,0.2526
2018-05-22,-0.6395
2018-05-23,-0.9752
2018-05-24,-0.1182
2018-05-25,-1.4987
2018-05-29,-1.1411
2018-05-30,0.0405
2018-05-31,-0.2632
2018-06-01,0.9336
2018-06-04,0.4826
2018-06-05,1.2006999999999999
2018-06-06,1.8193000000000001
2018-06-07,-0.6215
2018-06-08,-0.0586
2018-06-11,-0.8604
2018-06-12,-0.1775
2018-06-13,-0.6125
2018-06-14,0.8946
2018-06-15,0.1182
2018-06-18,-0.2755
2018-06-19,-0.0197
2018-06-20,1.135
2018-06-21,-0.8685
2018-06-22,0.8663
2018-06-25,-2.1277
2018-06-26,4.7068
2018-06-27,-2.3238
2018-06-28,1.4041000000000001
2018-06-29,-0.7692
2018-07-02,0.4651
2018-07-03,-0.0579
2018-07-05,1.5248
2018-07-06,0.1331
2018-07-09,-0.3418
2018-07-10,-0.0762
2018-07-11,0.7054
2018-07-12,0.284
2018-07-13,-1.3404
2018-07-16,-0.2679
2018-07-17,1.4006
2018-07-18,0.3974
2018-07-19,-0.6973
2018-07-20,0.0759
2018-07-23,1.1948
2018-07-24,0.075
2018-07-25,1.3858
2018-07-26,0.0185
2018-07-27,-1.4404
2018-07-30,-0.8619
2018-07-31,0.2079
2018-08-01,0.811
2018-08-02,-0.1871
2018-08-03,-0.7685
2018-08-06,1.1334
2018-08-07,0.5603
2018-08-08,0.0325
2018-08-09,0.5802
2018-08-10,-0.7015
2018-08-13,0.316
2018-08-14,0.4262
2018-08-15,-1.1626
2018-08-16,0.4668
2018-08-17,-0.0929
2018-08-20,0.5208
2018-08-21,-0.037
2018-08-22,-0.4813
2018-08-23,-0.1674
2018-08-24,0.0
2018-08-27,1.267
2018-08-28,0.0184
2018-08-29,0.9934
2018-08-30,-0.2004
2018-08-31,0.438
2018-09-04,1.1812
2018-09-05,-1.1674
2018-09-06,-0.3816
2018-09-07,-0.2919
2018-09-10,0.5854
2018-09-11,0.0364
2018-09-12,0.0909
2018-09-13,0.7266
2018-09-14,-0.523
