ticker,FTRCQ UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3216
2000-01-04,1.3393
2000-01-05,0.8811
2000-01-06,-0.8734
2000-01-07,1.3216
2000-01-10,1.3043
2000-01-11,-1.2876
2000-01-12,6.087
2000-01-13,-2.0492
2000-01-14,0.8368
2000-01-18,2.0747
2000-01-19,0.4065
2000-01-20,1.6194
2000-01-21,2.3904
2000-01-24,-3.5019
2000-01-25,-2.0161
2000-01-26,2.4691
2000-01-27,1.2048
2000-01-28,-5.1587
2000-01-31,-0.8368
2000-02-01,0.4219
2000-02-02,2.1008
2000-02-03,5.7613
2000-02-04,5.4475
2000-02-07,0.369
2000-02-08,-1.8382
2000-02-09,-2.6217
2000-02-10,0.3846
2000-02-11,-2.682
2000-02-14,1.9685000000000001
2000-02-15,1.5444
2000-02-16,-1.5209000000000001
2000-02-17,2.3166
2000-02-18,-1.8868
2000-02-22,-3.0769
2000-02-23,-2.3810000000000002
2000-02-24,0.813
2000-02-25,2.8226
2000-02-28,-3.1373
2000-02-29,-1.2146
2000-03-01,0.4098
2000-03-02,2.449
2000-03-03,-0.7968
2000-03-06,0.4016
2000-03-07,2.4
2000-03-08,-0.3906
2000-03-09,1.9607999999999999
2000-03-10,0.0
2000-03-13,-1.9231
2000-03-14,-2.7451
2000-03-15,-0.8065
2000-03-16,2.0325
2000-03-17,5.1793
2000-03-20,0.7576
2000-03-21,0.3759
2000-03-22,-1.4981
2000-03-23,-2.2814
2000-03-24,1.5564
2000-03-27,3.0651
2000-03-28,-1.8587
2000-03-29,-1.8939
2000-03-30,-1.5444
2000-03-31,2.7451
2000-04-03,1.9083999999999999
2000-04-04,-3.3708
2000-04-05,2.7132
2000-04-06,1.5093999999999999
2000-04-07,-1.8587
2000-04-10,1.8939
2000-04-11,-1.8587
2000-04-12,0.0
2000-04-13,-1.5152
2000-04-14,-1.9231
2000-04-17,-6.6667
2000-04-18,0.8403
2000-04-19,3.3333
2000-04-20,3.629
2000-04-24,-2.3346
2000-04-25,1.1952
2000-04-26,0.3937
2000-04-27,-1.5686
2000-04-28,2.3904
2000-05-01,0.7782
2000-05-02,-1.1583
2000-05-03,-2.7344
2000-05-04,-3.2129
2000-05-05,1.2448
2000-05-08,2.459
2000-05-09,-0.8
2000-05-10,-2.4194
2000-05-11,3.3058
2000-05-12,-2.0
2000-05-15,-0.4082
2000-05-16,1.6393
2000-05-17,0.8065
2000-05-18,-0.4
2000-05-19,-2.8112
2000-05-22,0.0
