ticker,KRFT UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-18,1.2639
2012-09-19,1.0729
2012-09-20,0.6282
2012-09-21,-0.2799
2012-09-24,-0.6908
2012-09-25,-1.6303999999999998
2012-09-26,-1.105
2012-09-27,0.067
2012-09-28,-0.2903
2012-10-01,-1.2318
2012-10-02,2.9932
2012-10-03,-1.2109
2012-10-04,3.9224
2012-10-05,2.0159
2012-10-08,-2.0601
2012-10-09,0.88
2012-10-10,-1.383
2012-10-11,0.2373
2012-10-12,1.3775
2012-10-15,-0.2972
2012-10-16,0.6388
2012-10-17,-1.2907
2012-10-18,-0.5359
2012-10-19,-0.819
2012-10-22,1.3038
2012-10-23,-0.8795
2012-10-24,-1.4283000000000001
2012-10-25,0.7903
2012-10-26,-1.3287
2012-10-31,0.3974
2012-11-01,-0.7476
2012-11-02,-1.2849
2012-11-05,0.4713
2012-11-06,-0.1564
2012-11-07,-0.4251
2012-11-08,-1.6625
2012-11-09,-0.2513
2012-11-12,0.6642
2012-11-13,0.0
2012-11-14,0.8874
2012-11-15,-0.9472
2012-11-16,0.5464
2012-11-19,1.6757
2012-11-20,-0.0445
2012-11-21,-0.8244
2012-11-23,1.7299
2012-11-26,-2.1422
2012-11-27,2.302
2012-11-28,1.081
2012-11-29,0.2619
2012-11-30,-1.5673
2012-12-03,1.0394
2012-12-04,0.0219
2012-12-05,0.1313
2012-12-06,-1.333
2012-12-07,-1.0631
2012-12-10,-0.7835
2012-12-11,1.1507
2012-12-12,1.9407
2012-12-13,0.6783
2012-12-14,1.3258
2012-12-17,-0.6221
2012-12-18,0.4749
2012-12-19,-0.3652
2012-12-20,0.1078
2012-12-21,-1.9384000000000001
2012-12-24,-0.1757
2012-12-26,-1.7382
2012-12-27,0.515
2012-12-28,0.0451
2012-12-31,2.3868
2013-01-02,0.6378
2013-01-03,-0.3715
2013-01-04,-0.4387
2013-01-07,1.41
2013-01-08,-0.9776
2013-01-09,1.7771
2013-01-10,-0.8191
2013-01-11,0.7824
2013-01-14,0.992
2013-01-15,-0.2562
2013-01-16,-0.4282
2013-01-17,0.8815
2013-01-18,0.2984
2013-01-22,0.0637
2013-01-23,-0.7433
2013-01-24,0.3637
2013-01-25,0.4903
2013-01-28,-0.297
2013-01-29,0.1064
2013-01-30,-0.7014
2013-01-31,-1.0702
2013-02-01,0.8222
2013-02-04,-0.4292
2013-02-05,1.3362
2013-02-06,-0.0213
2013-02-07,-0.7445
2013-02-08,0.5144
2013-02-11,0.8316
