ticker,ENDP UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-19,-3.5714
2000-07-20,1.5873
2000-07-21,-7.2917
2000-07-24,-1.1236
2000-07-25,-0.5682
2000-07-26,-4.5714
2000-07-27,-8.982
2000-07-28,-12.1711
2000-07-31,1.8727
2000-08-01,0.0
2000-08-02,-7.3529
2000-08-03,-1.5873
2000-08-04,-1.6129
2000-08-07,4.918
2000-08-08,1.5625
2000-08-09,-0.7692
2000-08-10,-3.1008
2000-08-11,0.0
2000-08-14,-0.8
2000-08-15,-1.6129
2000-08-16,1.6393
2000-08-17,-0.8065
2000-08-18,-8.9431
2000-08-21,2.6786
2000-08-22,-1.7391
2000-08-23,1.7699
2000-08-24,-0.8696
2000-08-25,-0.8772
2000-08-28,-0.885
2000-08-29,-8.9286
2000-08-30,1.9607999999999999
2000-08-31,-21.1538
2000-09-01,26.8293
2000-09-05,-3.8462
2000-09-06,-8.0
2000-09-07,7.6087
2000-09-08,13.1313
2000-09-11,10.7143
2000-09-12,12.9032
2000-09-13,-4.2857
2000-09-14,-2.9851
2000-09-15,-0.7692
2000-09-18,-0.7752
2000-09-19,-14.8438
2000-09-20,15.5963
2000-09-21,1.5873
2000-09-22,0.0
2000-09-25,4.6875
2000-09-26,-1.4925
2000-09-27,-1.5152
2000-09-28,3.0769
2000-09-29,17.1642
2000-10-02,-15.9236
2000-10-03,6.8182
2000-10-04,-2.4823
2000-10-05,-1.8182
2000-10-06,-5.1852
2000-10-09,-6.25
2000-10-10,0.0
2000-10-11,1.6667
2000-10-12,-6.5574
2000-10-13,1.7544
2000-10-16,0.0
2000-10-17,-3.4483
2000-10-18,-3.5714
2000-10-19,3.7037
2000-10-20,0.0
2000-10-23,0.0
2000-10-24,-1.7856999999999998
2000-10-25,1.8182
2000-10-26,0.0
2000-10-27,3.5714
2000-10-30,-6.8966
2000-10-31,1.8519
2000-11-01,-3.6364
2000-11-02,2.8302
2000-11-03,3.6696999999999997
2000-11-06,-1.3274
2000-11-07,-2.2422
2000-11-08,-4.5872
2000-11-09,10.5769
2000-11-10,6.087
2000-11-13,-2.459
2000-11-14,4.2017
2000-11-15,3.2258
2000-11-16,1.5625
2000-11-17,-1.5385
2000-11-20,-10.1563
2000-11-21,7.8261
2000-11-22,-0.8065
2000-11-24,-8.9431
2000-11-27,-1.7856999999999998
2000-11-28,0.9091
2000-11-29,0.9009
2000-11-30,-12.5
2000-12-01,4.0816
2000-12-04,1.9607999999999999
2000-12-05,-6.7308
