ticker,PBCT UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1834
2000-01-04,-0.2994
2000-01-05,0.6006
2000-01-06,-0.8955
2000-01-07,-0.6024
2000-01-10,-1.8182
2000-01-11,2.4691
2000-01-12,-0.3012
2000-01-13,1.2085
2000-01-14,2.3881
2000-01-18,-2.3324
2000-01-19,0.0
2000-01-20,-2.0896
2000-01-21,-2.1341
2000-01-24,-3.4268
2000-01-25,-1.2903
2000-01-26,4.5752
2000-01-27,-1.875
2000-01-28,2.0637
2000-01-31,4.7468
2000-02-01,-1.5106000000000002
2000-02-02,-2.7607
2000-02-03,0.9464
2000-02-04,2.1875
2000-02-07,-2.4465
2000-02-08,-2.8213
2000-02-09,0.3226
2000-02-10,-1.6077
2000-02-11,-0.6536
2000-02-14,-1.6447
2000-02-15,1.6722000000000001
2000-02-16,2.6316
2000-02-17,-0.3205
2000-02-18,-2.2508
2000-02-22,-1.6447
2000-02-23,0.3344
2000-02-24,-0.3333
2000-02-25,0.3344
2000-02-28,-1.0
2000-02-29,7.4916
2000-03-01,-8.5356
2000-03-02,-1.3699
2000-03-03,4.1667
2000-03-06,0.0
2000-03-07,-5.25
2000-03-08,-1.4952
2000-03-09,-0.7143
2000-03-10,0.0
2000-03-13,-2.1583
2000-03-14,5.3309
2000-03-15,8.2024
2000-03-16,9.0323
2000-03-17,-2.071
2000-03-20,-5.136
2000-03-21,5.0955
2000-03-22,2.1212
2000-03-23,0.0
2000-03-24,-5.3412
2000-03-27,0.3135
2000-03-28,-0.9375
2000-03-29,0.9464
2000-03-30,1.5625
2000-03-31,3.0769
2000-04-03,1.791
2000-04-04,-0.5865
2000-04-05,0.0
2000-04-06,-0.295
2000-04-07,-1.1834
2000-04-10,-3.5928
2000-04-11,-0.9317
2000-04-12,5.0157
2000-04-13,-4.1791
2000-04-14,-2.1807
2000-04-17,5.0955
2000-04-18,-4.8485
2000-04-19,1.2739
2000-04-20,0.6289
2000-04-24,-2.5
2000-04-25,4.4872
2000-04-26,-3.3742
2000-04-27,1.5873
2000-04-28,1.875
2000-05-01,2.6994
2000-05-02,-0.6061
2000-05-03,-1.8293
2000-05-04,-4.0373
2000-05-05,2.0227
2000-05-08,1.1895
2000-05-09,0.3135
2000-05-10,0.0
2000-05-11,0.9375
2000-05-12,1.2384
2000-05-15,2.1407
2000-05-16,0.2994
2000-05-17,-1.4925
2000-05-18,-0.9091
2000-05-19,0.6116
2000-05-22,-0.6079
2000-05-23,0.9174
