ticker,GDT UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.8617
2000-01-04,-2.981
2000-01-05,8.6592
2000-01-06,6.0411
2000-01-07,8.7273
2000-01-10,-3.5674
2000-01-11,0.4624
2000-01-12,-1.7261
2000-01-13,-1.8735
2000-01-14,-4.5346
2000-01-18,-5.5
2000-01-19,-0.2646
2000-01-20,3.9788
2000-01-21,2.8061
2000-01-24,-2.3573
2000-01-25,-4.7014
2000-01-26,-0.9333
2000-01-27,0.0
2000-01-28,10.3634
2000-01-31,2.6829
2000-02-01,8.076
2000-02-02,0.7692
2000-02-03,-0.4362
2000-02-04,9.31
2000-02-07,6.2124
2000-02-08,-1.4151
2000-02-09,-1.0526
2000-02-10,-1.7408000000000001
2000-02-11,-0.7874
2000-02-14,1.4881
2000-02-15,3.3236
2000-02-16,3.6897
2000-02-17,2.9196999999999997
2000-02-18,-6.2943
2000-02-22,0.2838
2000-02-23,0.1887
2000-02-24,-1.8832
2000-02-25,1.7274
2000-02-28,1.6981000000000002
2000-02-29,0.0
2000-03-01,1.6698
2000-03-02,7.1168
2000-03-03,-1.1925
2000-03-06,-0.6034
2000-03-07,1.9081000000000001
2000-03-08,-0.5957
2000-03-09,-0.8562
2000-03-10,-1.9862
2000-03-13,-3.348
2000-03-14,-4.9225
2000-03-15,5.465
2000-03-16,4.2727
2000-03-17,-2.7899000000000003
2000-03-20,-0.9865
2000-03-21,-2.1739
2000-03-22,1.0185
2000-03-23,1.8332000000000002
2000-03-24,-3.6004
2000-03-27,-4.2951
2000-03-28,-2.439
2000-03-29,0.3
2000-03-30,-11.2662
2000-03-31,5.7303
2000-04-03,3.5069
2000-04-04,-1.6427
2000-04-05,-0.1044
2000-04-06,2.0899
2000-04-07,1.2282
2000-04-10,4.0445
2000-04-11,-0.8746
2000-04-12,1.9607999999999999
2000-04-13,-12.5962
2000-04-14,-4.0704
2000-04-17,-7.7982
2000-04-18,8.5821
2000-04-19,3.6654999999999998
2000-04-20,-2.7624
2000-04-24,3.8636
2000-04-25,4.3764
2000-04-26,-5.5556
2000-04-27,0.0
2000-04-28,1.8868
2000-05-01,-1.3072
2000-05-02,3.0905
2000-05-03,-1.0707
2000-05-04,0.1082
2000-05-05,3.7838000000000003
2000-05-08,-0.4167
2000-05-09,-0.9414
2000-05-10,-1.7951000000000001
2000-05-11,1.8279999999999998
2000-05-12,-1.4784
2000-05-15,0.7503
2000-05-16,0.4255
2000-05-17,1.0593
2000-05-18,-3.1447
