ticker,MAT UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.9524
2000-01-04,1.4423
2000-01-05,-3.3175
2000-01-06,2.451
2000-01-07,-1.9139
2000-01-10,0.9756
2000-01-11,3.3816
2000-01-12,-1.4019
2000-01-13,4.2654
2000-01-14,-5.4545
2000-01-18,-2.4038
2000-01-19,-1.4778
2000-01-20,-1.5
2000-01-21,-4.0609
2000-01-24,-6.8783
2000-01-25,-6.25
2000-01-26,7.2727
2000-01-27,-0.565
2000-01-28,-0.5682
2000-01-31,-4.5714
2000-02-01,-1.1976
2000-02-02,13.9394
2000-02-03,2.6596
2000-02-04,-11.9171
2000-02-07,0.0
2000-02-08,-1.7647
2000-02-09,0.5988
2000-02-10,-2.3810000000000002
2000-02-11,4.2683
2000-02-14,5.848
2000-02-15,-3.3149
2000-02-16,-0.5714
2000-02-17,-2.2989
2000-02-18,-1.7647
2000-02-22,0.0
2000-02-23,-1.1976
2000-02-24,-3.0303
2000-02-25,-3.125
2000-02-28,0.6452
2000-02-29,-1.2821
2000-03-01,-0.6494
2000-03-02,-1.9607999999999999
2000-03-03,6.6667
2000-03-06,-0.625
2000-03-07,-5.0314
2000-03-08,-2.3576
2000-03-09,0.0
2000-03-10,-1.3699
2000-03-13,7.6389
2000-03-14,1.9355
2000-03-15,3.7975
2000-03-16,1.8293
2000-03-17,4.1916
2000-03-20,0.0
2000-03-21,-2.2989
2000-03-22,-2.3529
2000-03-23,1.2048
2000-03-24,0.0
2000-03-27,0.5952
2000-03-28,-3.5503
2000-03-29,1.8405
2000-03-30,-0.6024
2000-03-31,1.2121
2000-04-03,4.7904
2000-04-04,-4.0
2000-04-05,13.0952
2000-04-06,4.2105
2000-04-07,0.0
2000-04-10,-3.0303
2000-04-11,0.0
2000-04-12,0.5208
2000-04-13,-2.5907
2000-04-14,-6.383
2000-04-17,2.2727
2000-04-18,4.4444
2000-04-19,-0.5319
2000-04-20,-2.6738
2000-04-24,-0.5495
2000-04-25,8.2873
2000-04-26,-0.5102
2000-04-27,1.0256
2000-04-28,-0.5076
2000-05-01,-1.0204
2000-05-02,-1.5464
2000-05-03,-1.5707
2000-05-04,-1.5957
2000-05-05,1.0811
2000-05-08,1.6042999999999998
2000-05-09,-2.1053
2000-05-10,-2.1505
2000-05-11,-1.6484
2000-05-12,-3.9106
2000-05-15,1.7442
2000-05-16,3.4286
2000-05-17,12.7072
2000-05-18,0.9804
2000-05-19,-2.4272
2000-05-22,-1.4925
2000-05-23,5.0505
