ticker,MXIM UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.9735
2000-01-04,-3.6943
2000-01-05,0.2646
2000-01-06,2.7704
2000-01-07,2.3106999999999998
2000-01-10,1.3801999999999999
2000-01-11,-6.0644
2000-01-12,3.2938
2000-01-13,2.9337
2000-01-14,0.3717
2000-01-18,-0.1235
2000-01-19,7.5402000000000005
2000-01-20,-2.4138
2000-01-21,-8.7161
2000-01-24,2.4516
2000-01-25,5.1637
2000-01-26,-4.1916
2000-01-27,4.25
2000-01-28,-5.6355
2000-01-31,1.9060000000000001
2000-02-01,3.1172
2000-02-02,0.7255
2000-02-03,3.2413
2000-02-04,2.4419
2000-02-07,4.4268
2000-02-08,5.8696
2000-02-09,-4.7228
2000-02-10,3.556
2000-02-11,-3.8502
2000-02-14,1.6234
2000-02-15,-0.852
2000-02-16,-6.5521
2000-02-17,2.9885
2000-02-18,-0.7813
2000-02-22,-1.1249
2000-02-23,5.3469999999999995
2000-02-24,8.2073
2000-02-25,1.5968
2000-02-28,0.5894
2000-02-29,4.3945
2000-03-01,-4.6773
2000-03-02,-3.6310000000000002
2000-03-03,4.6843
2000-03-06,-0.7782
2000-03-07,0.9804
2000-03-08,1.7476
2000-03-09,4.4847
2000-03-10,2.4657999999999998
2000-03-13,-9.3583
2000-03-14,-5.703
2000-03-15,-3.5454
2000-03-16,21.6216
2000-03-17,-4.3556
2000-03-20,-4.1822
2000-03-21,8.5354
2000-03-22,5.3619
2000-03-23,-2.799
2000-03-24,0.5236
2000-03-27,-2.5174
2000-03-28,-0.089
2000-03-29,-6.6845
2000-03-30,-5.8262
2000-03-31,15.3144
2000-04-03,-7.7397
2000-04-04,4.7664
2000-04-05,-0.7279
2000-04-06,-1.2832
2000-04-07,4.8282
2000-04-10,-9.4774
2000-04-11,-1.7612999999999999
2000-04-12,-7.5697
2000-04-13,-1.4009
2000-04-14,-12.0219
2000-04-17,23.2298
2000-04-18,0.3024
2000-04-19,-4.8241
2000-04-20,0.9504
2000-04-24,-1.569
2000-04-25,12.0085
2000-04-26,-9.4877
2000-04-27,7.8616
2000-04-28,0.7775
2000-05-01,4.4359
2000-05-02,-5.6325
2000-05-03,0.3914
2000-05-04,4.8733
2000-05-05,1.1152
2000-05-08,4.2279
2000-05-09,-10.2072
2000-05-10,-11.9077
2000-05-11,10.3679
2000-05-12,-3.2323
2000-05-15,0.0
2000-05-16,3.3403
2000-05-17,-3.7374
2000-05-18,-3.7775
2000-05-19,-3.3806
