ticker,ARE UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.7682
2000-01-04,-2.2
2000-01-05,-1.8405
2000-01-06,-1.875
2000-01-07,1.9108
2000-01-10,1.25
2000-01-11,0.2058
2000-01-12,-1.4374
2000-01-13,0.4167
2000-01-14,0.6224
2000-01-18,0.2062
2000-01-19,-0.4115
2000-01-20,0.4132
2000-01-21,-0.823
2000-01-24,-0.4149
2000-01-25,-0.2083
2000-01-26,-0.8351
2000-01-27,1.2631999999999999
2000-01-28,-1.6632
2000-01-31,-0.2114
2000-02-01,0.8475
2000-02-02,0.2101
2000-02-03,-0.6289
2000-02-04,-0.211
2000-02-07,-0.4228
2000-02-08,-0.8493
2000-02-09,-0.2141
2000-02-10,0.4292
2000-02-11,-0.4274
2000-02-14,1.7167
2000-02-15,0.211
2000-02-16,-1.6842000000000001
2000-02-17,0.4283
2000-02-18,1.7058
2000-02-22,-0.2096
2000-02-23,0.4202
2000-02-24,-0.2092
2000-02-25,-1.4675
2000-02-28,1.2766
2000-02-29,2.7311
2000-03-01,0.2045
2000-03-02,-2.0408
2000-03-03,0.625
2000-03-06,-0.4141
2000-03-07,-1.4553
2000-03-08,1.4768
2000-03-09,1.0395
2000-03-10,-0.823
2000-03-13,0.2075
2000-03-14,1.4493
2000-03-15,0.4082
2000-03-16,0.4065
2000-03-17,-0.4049
2000-03-20,0.2033
2000-03-21,0.2028
2000-03-22,0.8097
2000-03-23,1.4056
2000-03-24,0.198
2000-03-27,0.7905
2000-03-28,-1.9607999999999999
2000-03-29,-1.0
2000-03-30,-0.6061
2000-03-31,-1.0407
2000-04-03,0.8333
2000-04-04,1.2397
2000-04-05,-1.0204
2000-04-06,1.6495
2000-04-07,0.8114
2000-04-10,1.4085
2000-04-11,0.0
2000-04-12,0.7937
2000-04-13,0.7874
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,-0.3906
2000-04-19,0.1961
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,-0.1957
2000-04-26,-0.7843
2000-04-27,0.9881
2000-04-28,0.1957
2000-05-01,1.1719
2000-05-02,2.7027
2000-05-03,-1.6917
2000-05-04,0.1912
2000-05-05,1.3359
2000-05-08,-0.7533
2000-05-09,1.7078
2000-05-10,-0.7463
2000-05-11,2.4436
2000-05-12,-1.1009
2000-05-15,2.4119
2000-05-16,0.0
2000-05-17,0.1812
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,-1.2658
2000-05-24,-1.8315000000000001
