ticker,AEP UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-10-02,2.6968
2020-10-05,2.0516
2020-10-06,1.5853000000000002
2020-10-07,0.2036
2020-10-08,0.869
2020-10-09,0.4923
2020-10-12,0.7348
2020-10-13,-1.3815
2020-10-14,0.1233
2020-10-15,0.2239
2020-10-16,2.2113
2020-10-19,-0.2622
2020-10-20,-0.6573
2020-10-21,-0.3088
2020-10-22,1.9912
2020-10-23,-0.3471
2020-10-26,1.8611
2020-10-27,-1.1326
2020-10-28,-2.3884
2020-10-29,0.2436
2020-10-30,-0.6737
2020-11-02,1.4456
2020-11-03,-0.3727
2020-11-04,-0.8142
2020-11-05,0.6212
2020-11-06,0.2315
2020-11-09,0.088
2020-11-10,0.5872
2020-11-11,0.3965
2020-11-12,-1.6621000000000001
2020-11-13,0.2622
2020-11-16,-0.7344
2020-11-17,-2.7800000000000002
2020-11-18,-2.9978
2020-11-19,-1.9969000000000001
2020-11-20,0.0485
2020-11-23,1.1153
2020-11-24,1.6904
2020-11-25,0.6484
2020-11-27,-0.5271
2020-11-30,-0.0353
2020-12-01,0.377
2020-12-02,0.7746
2020-12-03,-1.3159
2020-12-04,-1.5931
2020-12-07,0.5396
2020-12-08,-0.4175
2020-12-09,0.1318
2020-12-10,-1.3397000000000001
2020-12-11,0.3395
2020-12-14,-0.6646
2020-12-15,2.5301
2020-12-16,-1.7321
2020-12-17,1.2435
2020-12-18,-0.6797
2020-12-21,-1.4047
2020-12-22,-0.8768
2020-12-23,-0.8477
2020-12-24,0.8797
2020-12-28,-0.1719
2020-12-29,-0.123
2020-12-30,0.4065
2020-12-31,2.1592000000000002
2021-01-04,-2.0776
2021-01-05,-0.1349
2021-01-06,0.7982
2021-01-07,-2.6681
2021-01-08,-0.8887
2021-01-11,-0.5115
2021-01-12,-1.1869
2021-01-13,0.3983
2021-01-14,0.8701
2021-01-15,2.0804
2021-01-19,0.2982
2021-01-20,0.0496
2021-01-21,0.2724
2021-01-22,1.3709
2021-01-25,0.6213
2021-01-26,-0.9323
