ticker,KMB UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.0115
2000-01-04,-0.8798
2000-01-05,-0.5917
2000-01-06,1.5873
2000-01-07,2.9297
2000-01-10,2.5617
2000-01-11,-2.4977
2000-01-12,-0.759
2000-01-13,0.8604
2000-01-14,-0.7583
2000-01-18,-2.1012
2000-01-19,0.1951
2000-01-20,0.0974
2000-01-21,0.6809
2000-01-24,-2.5121
2000-01-25,-1.2884
2000-01-26,4.3173
2000-01-27,0.1925
2000-01-28,-2.9779
2000-01-31,-1.8812
2000-02-01,-0.6054
2000-02-02,0.1015
2000-02-03,1.3185
2000-02-04,-1.4014
2000-02-07,-0.3046
2000-02-08,0.9165
2000-02-09,-1.5135999999999998
2000-02-10,-3.8933999999999997
2000-02-11,-1.0661
2000-02-14,-1.1853
2000-02-15,1.1996
2000-02-16,-1.2931
2000-02-17,-3.9301
2000-02-18,-4.0909
2000-02-22,4.8578
2000-02-23,-0.565
2000-02-24,-3.1818
2000-02-25,-3.4038
2000-02-28,1.0936
2000-02-29,-0.601
2000-03-01,-6.1669
2000-03-02,1.5464
2000-03-03,5.203
2000-03-06,-2.2919
2000-03-07,-10.7407
2000-03-08,9.0346
2000-03-09,2.4234999999999998
2000-03-10,-5.3549
2000-03-13,0.3947
2000-03-14,-3.5387
2000-03-15,10.5978
2000-03-16,9.3366
2000-03-17,-2.9213
2000-03-20,-1.0417
2000-03-21,-0.8187
2000-03-22,-2.2406
2000-03-23,3.1363
2000-03-24,-0.5848
2000-03-27,-2.1176
2000-03-28,-0.601
2000-03-29,2.7811
2000-03-30,7.0588
2000-03-31,-1.5385
2000-04-03,5.9152000000000005
2000-04-04,-0.4215
2000-04-05,-5.3968
2000-04-06,0.4474
2000-04-07,0.2227
2000-04-10,-0.3333
2000-04-11,2.6756
2000-04-12,3.4745
2000-04-13,1.5739999999999998
2000-04-14,-7.438
2000-04-17,4.9107
2000-04-18,-0.8511
2000-04-19,-0.4292
2000-04-20,3.125
2000-04-24,0.8359
2000-04-25,1.1399
2000-04-26,-1.6393
2000-04-27,-1.875
2000-04-28,-1.38
2000-05-01,-1.6146
2000-05-02,1.3129
2000-05-03,-0.108
2000-05-04,1.0811
2000-05-05,0.8556
2000-05-08,-0.5302
2000-05-09,3.0917
2000-05-10,-0.7239
2000-05-11,2.6042
2000-05-12,-2.132
2000-05-15,1.2448
2000-05-16,0.4098
2000-05-17,2.1429
2000-05-18,-2.6973000000000003
2000-05-19,-0.616
