ticker,LEN UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.9231
2000-01-04,-0.7843
2000-01-05,0.3953
2000-01-06,-0.3937
2000-01-07,2.3715
2000-01-10,0.7722
2000-01-11,-1.9157
2000-01-12,0.7813
2000-01-13,2.3256
2000-01-14,0.3788
2000-01-18,-0.7547
2000-01-19,-0.3802
2000-01-20,0.3817
2000-01-21,-0.7605
2000-01-24,0.0
2000-01-25,-0.7663
2000-01-26,-0.3861
2000-01-27,0.3876
2000-01-28,-2.7027
2000-01-31,1.1905000000000001
2000-02-01,0.7843
2000-02-02,-0.3891
2000-02-03,2.4219
2000-02-04,1.5267
2000-02-07,-1.8797000000000001
2000-02-08,0.0
2000-02-09,1.5326
2000-02-10,-2.2641999999999998
2000-02-11,-2.3166
2000-02-14,0.3953
2000-02-15,4.7244
2000-02-16,-3.7594
2000-02-17,5.8594
2000-02-18,-1.845
2000-02-22,-1.8797000000000001
2000-02-23,-2.682
2000-02-24,-0.7874
2000-02-25,-0.7937
2000-02-28,2.0
2000-02-29,3.5294
2000-03-01,2.2727
2000-03-02,0.0
2000-03-03,1.1111
2000-03-06,-0.7326
2000-03-07,-4.059
2000-03-08,1.9231
2000-03-09,1.8868
2000-03-10,0.0
2000-03-13,-0.3704
2000-03-14,0.3717
2000-03-15,6.6667
2000-03-16,9.7222
2000-03-17,5.0633
2000-03-20,2.4096
2000-03-21,-1.7647
2000-03-22,-1.7964
2000-03-23,3.0488
2000-03-24,-0.2959
2000-03-27,-0.8902
2000-03-28,-1.1976
2000-03-29,-0.303
2000-03-30,1.8237
2000-03-31,3.5821
2000-04-03,-4.8991
2000-04-04,-4.8485
2000-04-05,4.4586
2000-04-06,-0.3049
2000-04-07,0.3058
2000-04-10,-1.2195
2000-04-11,-1.8519
2000-04-12,3.1447
2000-04-13,0.3049
2000-04-14,-7.5988
2000-04-17,-1.9737
2000-04-18,5.3690999999999995
2000-04-19,-0.9554
2000-04-20,0.9646
2000-04-24,-3.1847
2000-04-25,1.6447
2000-04-26,-2.589
2000-04-27,0.6645
2000-04-28,-1.6502
2000-05-01,1.3423
2000-05-02,-2.9801
2000-05-03,0.4096
2000-05-04,0.6803
2000-05-05,1.6892
2000-05-08,-4.3189
2000-05-09,0.6944
2000-05-10,-3.4483
2000-05-11,5.7143
2000-05-12,1.3514
2000-05-15,1.0
2000-05-16,1.6502
2000-05-17,-1.2987
2000-05-18,-1.9737
2000-05-19,-3.3557
2000-05-22,0.0
