ticker,DISH UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.3718
2000-01-04,-3.677
2000-01-05,-0.3408
2000-01-06,-10.0547
2000-01-07,3.8783
2000-01-10,3.5871
2000-01-11,-5.3004
2000-01-12,1.1194
2000-01-13,5.0185
2000-01-14,1.4758
2000-01-18,1.5928
2000-01-19,0.6135
2000-01-20,3.3198
2000-01-21,0.9836
2000-01-24,-0.3896
2000-01-25,-1.1082
2000-01-26,-5.0099
2000-01-27,0.347
2000-01-28,-6.8465
2000-01-31,-3.2665
2000-02-01,6.2164
2000-02-02,-0.2168
2000-02-03,-1.231
2000-02-04,-3.2991
2000-02-07,5.7619
2000-02-08,5.8065
2000-02-09,-2.168
2000-02-10,3.2548
2000-02-11,-4.0912
2000-02-14,0.1399
2000-02-15,-0.419
2000-02-16,2.5947
2000-02-17,3.8961
2000-02-18,-0.9211
2000-02-22,6.2417
2000-02-23,20.8125
2000-02-24,-5.5354
2000-02-25,-4.0526
2000-02-28,2.0548
2000-02-29,2.0134
2000-03-01,0.8224
2000-03-02,-2.2295
2000-03-03,8.0645
2000-03-06,-4.3232
2000-03-07,4.5724
2000-03-08,4.8354
2000-03-09,2.3062
2000-03-10,5.8993
2000-03-13,-6.9746
2000-03-14,-3.3715
2000-03-15,-5.2777
2000-03-16,5.3191
2000-03-17,-2.1717
2000-03-20,-0.6711
2000-03-21,-0.104
2000-03-22,4.2144
2000-03-23,16.3255
2000-03-24,4.5494
2000-03-27,1.0673
2000-03-28,-6.4175
2000-03-29,-2.1701
2000-03-30,-1.8634
2000-03-31,14.2857
2000-04-03,-6.0918
2000-04-04,-7.8349
2000-04-05,-6.8556
2000-04-06,7.4583
2000-04-07,6.484
2000-04-10,-12.3499
2000-04-11,-4.7945
2000-04-12,-16.2384
2000-04-13,3.9264
2000-04-14,-19.1263
2000-04-17,20.0
2000-04-18,12.5304
2000-04-19,-9.2973
2000-04-20,-5.7211
2000-04-24,3.0341
2000-04-25,14.6012
2000-04-26,-1.6059999999999999
2000-04-27,7.2905
2000-04-28,3.3468999999999998
2000-05-01,-2.4534000000000002
2000-05-02,-7.2435
2000-05-03,-3.4707
2000-05-04,-2.5843
2000-05-05,-0.1153
2000-05-08,-3.4642
2000-05-09,-5.9809
2000-05-10,-11.4504
2000-05-11,11.4943
2000-05-12,-6.4433
2000-05-15,8.5399
2000-05-16,1.0152
2000-05-17,-6.2814
2000-05-18,-1.2064
2000-05-19,-8.1411
2000-05-22,9.8966
